rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.82686249474854,82.19434312210201,603790,雅运股份,bottom_area,2026-03-24,19.94,26.8,2026-03-24,19.41,2.730551262235967,4.070066975785673,27.574626865671643,25.59701492537313,False,2.414,2.0787,1,1,1,100.0,63.59797297297298,63.59797297297298,17.269448737764034,2.730551262235967,历史1/1次成功; 当前距低点2.73%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
69,69.73739872718583,60.76373013837886,603681,永冠新材,bottom_area,2026-03-24,16.82,22.83,2026-03-24,16.42,2.4360535931790412,3.4713763702801255,28.077091546211115,26.325010950503717,False,2.0012,4.027,1,2,1,50.0,22.83834586466165,22.83834586466165,17.56394640682096,2.4360535931790412,历史1/2次成功; 当前距低点2.44%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
70,69.15917319010224,60.57444983587841,002292,奥飞娱乐,bottom_area,2026-03-24,7.55,10.88,2026-03-24,7.35,2.7210884353741522,2.9931972789115737,32.44485294117648,30.606617647058833,False,1.752,3.0517,1,2,1,50.0,25.31468531468532,25.31468531468532,17.278911564625847,2.7210884353741522,历史1/2次成功; 当前距低点2.72%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
71,69.10876375582228,61.18098470616717,688114,华大智造,bottom_area,2026-03-24,50.61,69.85,2026-03-23,48.99,3.3067973055725606,5.266380894060008,29.863994273443083,27.544738725841082,False,3.2857,0.7375,2,5,2,40.0,24.08861592942264,27.745919717688572,16.693202694427438,3.3067973055725606,历史2/5次成功; 当前距低点3.31%; 最新日涨幅3.29%; 状态bottom_area; 底部未确认
72,69.07398320329972,60.89206598397345,300766,每日互动,bottom_area,2026-03-24,33.52,44.68,2026-03-24,32.52,3.0750307503075027,3.7207872078720587,27.215756490599812,24.977618621307066,False,1.5758,4.6817,1,2,1,50.0,31.360946745562135,31.360946745562135,16.9249692496925,3.0750307503075027,历史1/2次成功; 当前距低点3.08%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
73,68.93364351125147,62.730130409604136,688070,纵横股份,bottom_area,2026-03-24,48.74,64.48,2026-03-23,46.5,4.817204301075273,8.387096774193544,27.88461538461539,24.410669975186106,False,3.7021,1.7147,3,6,3,50.0,29.265356000299764,34.23295454545453,15.182795698924728,4.817204301075273,历史3/6次成功; 当前距低点4.82%; 最新日涨幅3.70%; 状态bottom_area; 底部未确认
74,68.85735955172207,60.691881289843174,300699,光威复材,bottom_area,2026-03-24,32.6,43.94,2026-03-23,31.63,3.066708820739812,5.848877647802713,28.015475648611744,25.80791989076012,False,2.0344,2.5799,1,3,1,33.33333333333333,49.6271186440678,49.6271186440678,16.93329117926019,3.066708820739812,历史1/3次成功; 当前距低点3.07%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
75,68.83690163934425,60.738442622950814,000564,供销大集,bottom_area,2026-03-24,1.98,2.78,2026-03-24,1.92,3.1250000000000027,3.645833333333337,30.935251798561147,28.77697841726618,False,2.0619,1.629,1,2,1,50.0,31.147540983606568,31.147540983606568,16.875,3.1250000000000027,历史1/2次成功; 当前距低点3.13%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
76,68.59563235906164,62.63079476262148,603320,迪贝电气,bottom_area,2026-03-24,19.74,25.94,2026-03-23,18.8,4.999999999999988,6.595744680851055,27.525057825751738,23.90131071703933,False,3.3508,2.0428,2,4,2,50.0,30.972014852803454,38.22861468584406,15.000000000000014,4.999999999999988,历史2/4次成功; 当前距低点5.00%; 最新日涨幅3.35%; 状态bottom_area; 底部未确认
77,67.68046408587684,60.99817107429013,000676,智度股份,bottom_area,2026-03-24,7.54,9.97,2026-03-23,7.23,4.287690179806357,6.224066390041483,27.482447342026077,24.373119358074227,False,3.7139,1.8659,2,5,2,40.0,35.12959507660551,39.937597503900164,15.712309820193642,4.287690179806357,历史2/5次成功; 当前距低点4.29%; 最新日涨幅3.71%; 状态bottom_area; 底部未确认
78,67.41546225695768,59.77040983606556,002093,国脉科技,bottom_area,2026-03-24,9.46,12.83,2026-03-23,9.15,3.387978142076508,6.120218579234978,28.68277474668745,26.266562743569754,False,2.4919,1.3875,1,4,1,25.0,52.409638554216855,52.409638554216855,16.61202185792349,3.387978142076508,历史1/4次成功; 当前距低点3.39%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
79,67.40691912217389,59.95450916566729,600963,岳阳林纸,bottom_area,2026-03-24,4.65,6.2,2026-03-23,4.49,3.563474387527843,7.34966592427617,27.580645161290324,24.999999999999996,False,1.5284,2.2761,1,2,1,50.0,32.307692307692314,32.307692307692314,16.43652561247216,3.563474387527843,历史1/2次成功; 当前距低点3.56%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
80,67.36113614171119,60.764432197419424,002167,东方锆业,bottom_area,2026-03-24,12.03,16.6,2026-03-24,11.53,4.336513443191674,4.770164787510848,30.542168674698804,27.53012048192772,False,2.5575,3.9681,2,5,2,40.0,34.47141316073355,41.1650485436893,15.663486556808326,4.336513443191674,历史2/5次成功; 当前距低点4.34%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
81,67.32748535607581,60.97911481156881,601061,中信金属,bottom_area,2026-03-24,11.93,16.16,2026-03-23,11.41,4.557405784399646,4.907975460122704,29.393564356435643,26.175742574257427,False,3.9199,3.0207,1,2,1,50.0,52.610966057441246,52.610966057441246,15.442594215600355,4.557405784399646,历史1/2次成功; 当前距低点4.56%; 最新日涨幅3.92%; 状态bottom_area; 底部未确认
82,67.30186094817773,59.34762074916622,300676,华大基因,bottom_area,2026-03-24,39.35,55.07,2026-03-23,38.17,3.091433062614618,10.400838354728842,30.68821499909206,28.545487561285633,False,2.4473,1.7212,1,2,1,50.0,23.258538343696497,23.258538343696497,16.908566937385384,3.091433062614618,历史1/2次成功; 当前距低点3.09%; 最新日涨幅2.45%; 状态bottom_area; 底部未确认
83,66.78040601785771,59.231747653369695,300819,聚杰微纤,bottom_area,2026-03-24,40.63,57.92,2026-03-24,39.29,3.410537032323755,7.330109442606268,32.16505524861879,29.851519337016576,False,1.575,2.8145,1,2,1,50.0,26.54716175842936,26.54716175842936,16.589462967676248,3.410537032323755,历史1/2次成功; 当前距低点3.41%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
84,66.5487372964003,57.668107196401785,002698,博实股份,bottom_area,2026-03-24,13.39,18.45,2026-03-24,13.11,2.1357742181540895,4.500381388253241,28.943089430894307,27.425474254742543,False,0.0747,1.6482,1,4,1,25.0,23.3477011494253,23.3477011494253,17.86422578184591,2.1357742181540895,历史1/4次成功; 当前距低点2.14%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
85,66.53065949638514,58.53418599922347,300596,利安隆,bottom_area,2026-03-24,40.26,54.58,2026-03-23,39.1,2.966751918158559,5.473145780051152,28.36203737632832,26.23671674606083,False,2.0532,2.2959,1,3,1,33.33333333333333,36.80132816823464,36.80132816823464,17.033248081841442,2.966751918158559,历史1/3次成功; 当前距低点2.97%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
86,66.13216988811809,57.0918138261465,600185,珠免集团,bottom_area,2026-03-24,5.81,8.28,2026-03-24,5.7,1.9298245614034988,4.561403508771926,31.159420289855067,29.830917874396135,False,-0.1718,1.7731,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,18.070175438596504,1.9298245614034988,历史1/3次成功; 当前距低点1.93%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
87,65.99549635300123,60.154238454116026,002481,双塔食品,bottom_area,2026-03-24,4.49,6.06,2026-03-23,4.28,4.906542056074765,4.906542056074765,29.37293729372936,25.907590759075898,False,3.4562,1.0257,2,5,2,40.0,38.17824915035744,54.6583850931677,15.093457943925237,4.906542056074765,历史2/5次成功; 当前距低点4.91%; 最新日涨幅3.46%; 状态bottom_area; 底部未确认
88,65.42101665330449,59.10893164505433,300491,通合科技,bottom_area,2026-03-24,24.31,32.64,2026-03-24,23.28,4.424398625429542,6.829896907216495,28.676470588235293,25.520833333333336,False,-0.7755,6.6117,2,4,2,50.0,27.454626403406884,27.64444444444444,15.575601374570457,4.424398625429542,历史2/4次成功; 当前距低点4.42%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
89,65.24307555461448,58.47094412999279,603511,爱慕股份,bottom_area,2026-03-24,13.59,18.01,2026-03-23,13.07,3.9785768936495756,5.355776587605197,27.42920599666852,24.541921154913943,False,3.1891,0.3939,1,2,1,50.0,29.419889502762413,29.419889502762413,16.021423106350426,3.9785768936495756,历史1/2次成功; 当前距低点3.98%; 最新日涨幅3.19%; 状态bottom_area; 底部未确认
90,65.01245421361777,58.108476775003496,603938,三孚股份,bottom_area,2026-03-24,22.22,30.87,2026-03-24,21.4,3.831775700934581,4.90654205607477,30.677032717849052,28.02073210236476,False,1.6004,2.1996,1,2,1,50.0,25.67164179104478,25.67164179104478,16.16822429906542,3.831775700934581,历史1/2次成功; 当前距低点3.83%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
91,64.83284107640603,58.12599544781229,603069,海汽集团,bottom_area,2026-03-24,17.68,24.05,2026-03-23,17.0,3.9999999999999982,5.823529411764697,29.313929313929314,26.486486486486488,False,2.9104,1.5482,2,8,2,25.0,48.661265848453205,76.0375880971026,16.000000000000004,3.9999999999999982,历史2/8次成功; 当前距低点4.00%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
92,64.5976011880741,58.13904602358841,002373,千方科技,bottom_area,2026-03-24,9.65,13.46,2026-03-23,9.26,4.2116630669546495,7.01943844492441,31.203566121842503,28.306092124814263,False,2.8785,1.8523,1,2,1,50.0,30.49267643142478,30.49267643142478,15.788336933045352,4.2116630669546495,历史1/2次成功; 当前距低点4.21%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
93,64.2146571346484,56.42322950071463,600955,维远股份,bottom_area,2026-03-24,15.28,20.75,2026-03-24,14.85,2.8956228956228935,3.7710437710437743,28.433734939759038,26.36144578313253,False,1.1921,0.9477,1,4,1,25.0,25.969084423305596,25.969084423305596,17.104377104377107,2.8956228956228935,历史1/4次成功; 当前距低点2.90%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
94,63.79249638950883,57.64642329421994,301518,长华化学,bottom_area,2026-03-24,40.05,52.76,2026-03-23,38.35,4.4328552803128956,7.953063885267267,27.312357846853676,24.090219863532983,False,4.026,4.0039,1,3,1,33.33333333333333,55.817490494296564,55.817490494296564,15.567144719687107,4.4328552803128956,历史1/3次成功; 当前距低点4.43%; 最新日涨幅4.03%; 状态bottom_area; 底部未确认
95,63.75715277091412,56.8026713888186,001282,三联锻造,bottom_area,2026-03-24,19.57,26.24,2026-03-23,18.88,3.6546610169491593,7.468220338983052,28.048780487804876,25.419207317073166,False,2.9458,3.7618,1,4,1,25.0,37.31343283582089,37.31343283582089,16.34533898305084,3.6546610169491593,历史1/4次成功; 当前距低点3.65%; 最新日涨幅2.95%; 状态bottom_area; 底部未确认
96,63.645504640018416,57.47407074089577,600410,华胜天成,bottom_area,2026-03-24,24.94,34.31,2026-03-24,23.89,4.395144411887822,4.6462955211385495,30.37015447391431,27.309822209268436,False,2.297,12.432,1,4,1,25.0,90.15873015873017,90.15873015873017,15.60485558811218,4.395144411887822,历史1/4次成功; 当前距低点4.40%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
97,63.580799525045165,54.846057098281776,000301,东方盛虹,bottom_area,2026-03-24,10.26,14.7,2026-03-24,10.07,1.8867924528301838,3.177755710029794,31.496598639455776,30.204081632653057,False,0.3914,0.3209,1,7,1,14.285714285714285,28.337639965546952,28.337639965546952,18.113207547169818,1.8867924528301838,历史1/7次成功; 当前距低点1.89%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
98,62.94366838460185,55.75273725780667,300758,七彩化学,bottom_area,2026-03-24,13.32,17.99,2026-03-23,12.89,3.33591931730023,6.2063615205585645,28.349082823790983,25.958866036687038,False,2.6985,2.6251,1,5,1,20.0,38.59480269489894,38.59480269489894,16.664080682699772,3.33591931730023,历史1/5次成功; 当前距低点3.34%; 最新日涨幅2.70%; 状态bottom_area; 底部未确认
99,62.43812770075499,55.56375650517771,603767,中马传动,bottom_area,2026-03-24,18.17,25.0,2026-03-23,17.54,3.59179019384266,5.017103762827837,29.840000000000007,27.319999999999993,False,3.063,1.3478,1,4,1,25.0,29.881925522252505,29.881925522252505,16.40820980615734,3.59179019384266,历史1/4次成功; 当前距低点3.59%; 最新日涨幅3.06%; 状态bottom_area; 底部未确认
100,62.22865156138261,56.16401772441024,603011,合锻智能,bottom_area,2026-03-24,20.8,27.69,2026-03-24,19.93,4.365278474661319,4.867034621174104,28.024557602022394,24.88262910798122,False,2.716,5.011,1,3,1,33.33333333333333,41.201716738197426,41.201716738197426,15.634721525338682,4.365278474661319,历史1/3次成功; 当前距低点4.37%; 最新日涨幅2.72%; 状态bottom_area; 底部未确认
101,61.929794251795016,55.920722364794194,000716,黑芝麻,bottom_area,2026-03-24,5.23,6.88,2026-03-23,5.01,4.3912175648702725,4.590818363273462,27.18023255813954,23.982558139534877,False,4.1833,1.9613,1,3,1,33.33333333333333,40.211640211640216,40.211640211640216,15.608782435129728,4.3912175648702725,历史1/3次成功; 当前距低点4.39%; 最新日涨幅4.18%; 状态bottom_area; 底部未确认
102,61.372727385036434,54.482510806868966,300673,佩蒂股份,bottom_area,2026-03-24,14.66,19.79,2026-03-23,14.17,3.4580098800282304,7.480592801693723,28.39818089944416,25.922182920666998,False,2.805,1.8778,1,3,1,33.33333333333333,21.040000000000006,21.040000000000006,16.54199011997177,3.4580098800282304,历史1/3次成功; 当前距低点3.46%; 最新日涨幅2.81%; 状态bottom_area; 底部未确认
103,61.342705514422946,55.746803208755445,301387,光大同创,bottom_area,2026-03-24,49.91,65.99,2026-03-23,47.65,4.742917103882472,10.220356768100745,27.792089710562202,24.367328383088346,False,2.9709,4.1338,1,2,1,50.0,24.143302180685357,24.143302180685357,15.257082896117529,4.742917103882472,历史1/2次成功; 当前距低点4.74%; 最新日涨幅2.97%; 状态bottom_area; 底部未确认
104,61.33517995222028,54.99825836216839,300458,全志科技,bottom_area,2026-03-24,36.07,48.2,2026-03-24,34.68,4.008073817762401,5.767012687427912,28.04979253112034,25.165975103734446,False,0.0832,2.7633,1,6,1,16.666666666666664,50.49354593773728,50.49354593773728,15.9919261822376,4.008073817762401,历史1/6次成功; 当前距低点4.01%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
105,61.30557726343239,55.31330279407434,002394,联发股份,bottom_area,2026-03-24,13.2,17.34,2026-03-24,12.65,4.3478260869565135,5.45454545454545,27.047289504036907,23.87543252595156,False,2.0882,2.4352,1,3,1,33.33333333333333,36.41404805914972,36.41404805914972,15.652173913043487,4.3478260869565135,历史1/3次成功; 当前距低点4.35%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
106,61.17823894201869,53.972717957324626,600141,兴发集团,bottom_area,2026-03-24,31.43,42.68,2026-03-24,30.48,3.116797900262465,6.233595800524942,28.584817244611056,26.358950328022495,False,-2.0872,2.7433,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,16.883202099737538,3.116797900262465,历史1/3次成功; 当前距低点3.12%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
107,60.55252389177407,55.06591485349433,301500,飞南资源,bottom_area,2026-03-24,19.29,25.82,2026-03-23,18.41,4.780010863661048,7.76751765344921,28.69868319132455,25.290472501936488,False,3.7655,7.5465,1,2,1,50.0,20.937309799147908,20.937309799147908,15.219989136338953,4.780010863661048,历史1/2次成功; 当前距低点4.78%; 最新日涨幅3.77%; 状态bottom_area; 底部未确认
108,60.14336955728112,54.5994276707161,300444,双杰电气,bottom_area,2026-03-24,14.3,18.77,2026-03-24,13.66,4.685212298682289,6.734992679355782,27.22429408630794,23.814597762386782,False,2.509,8.9763,1,3,1,33.33333333333333,36.71171171171171,36.71171171171171,15.314787701317712,4.685212298682289,历史1/3次成功; 当前距低点4.69%; 最新日涨幅2.51%; 状态bottom_area; 底部未确认
109,59.53684491978608,53.76088235294117,688255,凯尔达,bottom_area,2026-03-24,26.62,36.1,2026-03-23,25.5,4.392156862745102,7.450980392156857,29.362880886426595,26.26038781163435,False,3.4188,1.6721,1,4,1,25.0,30.0,30.0,15.607843137254898,4.392156862745102,历史1/4次成功; 当前距低点4.39%; 最新日涨幅3.42%; 状态bottom_area; 底部未确认
110,59.360944556557826,53.55431500489627,600363,联创光电,bottom_area,2026-03-24,49.97,67.58,2026-03-23,47.89,4.343286698684482,8.060137815827938,29.135839005622966,26.058005327019828,False,3.6292,1.9934,1,3,1,33.33333333333333,26.901480347115875,26.901480347115875,15.65671330131552,4.343286698684482,历史1/3次成功; 当前距低点4.34%; 最新日涨幅3.63%; 状态bottom_area; 底部未确认
111,59.267953940168795,53.80900303499716,600301,华锡有色,bottom_area,2026-03-24,46.88,65.8,2026-03-24,44.78,4.689593568557394,6.051808843233588,31.94528875379939,28.753799392097257,False,2.807,3.8333,1,3,1,33.33333333333333,32.51582278481012,32.51582278481012,15.310406431442608,4.689593568557394,历史1/3次成功; 当前距低点4.69%; 最新日涨幅2.81%; 状态bottom_area; 底部未确认
112,58.32882601193443,52.888831876106345,000721,西安饮食,bottom_area,2026-03-24,7.7,10.25,2026-03-23,7.36,4.619565217391302,7.472826086956519,28.19512195121951,24.878048780487802,False,4.0541,2.5027,2,7,2,28.57142857142857,20.361047620821495,20.485175202156327,15.380434782608699,4.619565217391302,历史2/7次成功; 当前距低点4.62%; 最新日涨幅4.05%; 状态bottom_area; 底部未确认
113,58.291507451572016,52.81119515555643,002380,科远智慧,bottom_area,2026-03-24,31.55,43.0,2026-03-24,30.17,4.5740802121312525,5.667882001988722,29.83720930232558,26.627906976744185,False,1.3492,7.4687,1,3,1,33.33333333333333,25.735294117647072,25.735294117647072,15.425919787868747,4.5740802121312525,历史1/3次成功; 当前距低点4.57%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
114,57.39408068941813,52.37692281935373,001216,华瓷股份,bottom_area,2026-03-24,17.1,22.59,2026-03-24,16.29,4.972375690607749,5.586249232658074,27.888446215139446,24.302788844621507,False,4.1413,3.2551,1,3,1,33.33333333333333,28.282828282828277,28.282828282828277,15.027624309392252,4.972375690607749,历史1/3次成功; 当前距低点4.97%; 最新日涨幅4.14%; 状态bottom_area; 底部未确认
115,56.7502351252213,51.804221241940965,000868,安凯客车,bottom_area,2026-03-24,4.42,5.95,2026-03-23,4.21,4.988123515439429,4.988123515439429,29.2436974789916,25.71428571428572,False,4.7393,1.978,1,7,1,14.285714285714285,69.53846153846153,69.53846153846153,15.01187648456057,4.988123515439429,历史1/7次成功; 当前距低点4.99%; 最新日涨幅4.74%; 状态bottom_area; 底部未确认
116,56.53154013830537,51.201605700281924,300505,川金诺,bottom_area,2026-03-24,30.51,40.98,2026-03-24,29.18,4.55791638108294,6.065798492117888,28.794533918984865,25.54904831625182,False,-0.7159,15.9098,1,3,1,33.33333333333333,39.35656836461126,39.35656836461126,15.44208361891706,4.55791638108294,历史1/3次成功; 当前距低点4.56%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
