信号日期(T+0),候选顺序,代码,名称,rank_score,换手率%,回撤%,买入日期(T+1),开盘价,昨收,低开幅度%,操作,卖出日期,卖出价,退出原因,收益率%
2026-05-28,21,603520,司太立,86.3,5.28,27.0,2026-05-29,10.79,0.0,0.841,买入,2026-06-01,10.25,止损(低开),-5.1
2026-05-29,14,603520,司太立,87.58,5.15,29.16,2026-06-01,10.25,0.0,-0.485,已持仓,,,,
2026-06-01,10,002902,铭普光磁,90.36,12.89,27.42,2026-06-02,31.72,0.0,0.316,买入,2026-06-05,34.892,止盈,9.89
2026-06-02,2,301696,三瑞智能,92.14,15.51,29.28,2026-06-03,121.01,0.0,-1.706,已持仓,,,,
2026-06-04,9,301513,尚水智能,89.72,7.38,28.79,2026-06-05,66.0,0.0,-0.422,已持仓,,,,
2026-06-05,25,688551,科威尔,87.42,5.46,28.55,2026-06-08,49.34,0.0,-8.765,低开跳过,,,,
2026-06-08,15,688512,慧智微,87.53,5.8,32.2,2026-06-09,12.68,0.0,2.423,买入,2026-06-12,13.98,止盈(高开),10.14
2026-06-09,27,000880,潍柴重机,90.74,5.82,28.56,2026-06-10,25.9,0.0,-1.183,已持仓,,,,
2026-06-10,25,301189,奥尼电子,90.74,5.5,31.84,2026-06-11,71.0,0.0,-1.798,已持仓,,,,
2026-06-11,11,002015,协鑫能科,94.22,5.92,30.47,2026-06-12,18.0,0.0,1.523,已持仓,,,,
2026-06-12,3,300959,线上线下,95.75,12.34,31.11,2026-06-15,167.93,0.0,2.509,买入,2026-06-17,161.2128,止损,-4.1
