rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.53516412235643,89.14807729468104,688107,安路科技,bottom_area,2024-01-23,29.71,2024-01-23,29.11,2.0611473720371056,4.294057025077294,29.68599033816425,False,0.7119,0.7479,4,4,4,100.0,29.180071521105532,67.95615731785945,5.938852627962894,2.0611473720371056,历史4/4次成功; 当前距低点2.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
73,80.00569536838917,77.17911564161388,688329,艾隆科技,bottom_area,2024-01-23,20.14,2024-01-23,19.72,2.1298174442190754,3.600405679513189,32.210381574424204,False,-0.1982,2.6247,2,2,2,100.0,21.479029109856874,21.72890326374596,5.870182555780925,2.1298174442190754,历史2/2次成功; 当前距低点2.13%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
74,79.90991932294364,76.66929427686482,002671,龙泉股份,bottom_area,2024-01-23,4.41,2024-01-23,4.33,1.8475750577367223,3.464203233256359,32.13166144200626,False,-0.2262,2.2622,2,2,2,100.0,15.27830864787387,19.347826086956534,6.152424942263278,1.8475750577367223,历史2/2次成功; 当前距低点1.85%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
75,79.90136290363874,79.00986656928643,601890,亚星锚链,bottom_area,2024-01-23,7.87,2024-01-23,7.61,3.416557161629432,3.8107752956636007,27.17703349282296,False,0.8974,2.2832,2,2,2,100.0,24.621596224739513,36.991150442477874,4.583442838370568,3.416557161629432,历史2/2次成功; 当前距低点3.42%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
76,79.64844182220408,76.07416365674433,002022,科华生物,bottom_area,2024-01-23,8.19,2024-01-23,8.06,1.612903225806439,3.7220843672456443,31.983122362869192,False,-0.8475,1.5337,2,2,2,100.0,9.202059202059198,9.920634920634921,6.387096774193561,1.612903225806439,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
77,79.6346493317328,76.09698504900993,000860,顺鑫农业,bottom_area,2024-01-23,18.0,2024-01-23,17.71,1.637492941840763,3.218520609824959,31.46284829721362,False,-1.4778,1.0916,2,2,2,100.0,9.62617718498317,10.865257595772784,6.3625070581592365,1.637492941840763,历史2/2次成功; 当前距低点1.64%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
78,79.51220886703724,76.33327966019561,688282,理工导航,bottom_area,2024-01-23,28.2,2024-01-23,27.68,1.8786127167630042,4.190751445086706,30.8,False,-0.6342,4.4826,2,2,2,100.0,13.852240077501396,17.645625152327572,6.121387283236996,1.8786127167630042,历史2/2次成功; 当前距低点1.88%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
79,79.49494611471633,77.36675033269397,002357,富临运业,bottom_area,2024-01-23,6.34,2024-01-23,6.18,2.588996763754048,3.8834951456310716,28.13953488372093,False,-3.0581,8.8779,3,3,3,100.0,21.664854591683856,31.941031941031934,5.411003236245953,2.588996763754048,历史3/3次成功; 当前距低点2.59%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
80,79.47993065460697,76.74671051945072,600071,凤凰光学,bottom_area,2024-01-23,16.87,2024-01-23,16.51,2.1804966686856413,3.9975772259236835,29.74468085106382,False,-0.1775,1.6341,2,2,2,100.0,19.77549959168805,27.791986359761296,5.819503331314359,2.1804966686856413,历史2/2次成功; 当前距低点2.18%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
81,79.39352659676719,77.38356389811484,002272,川润股份,bottom_area,2024-01-23,5.39,2024-01-23,5.25,2.6666666666666607,5.714285714285711,27.083333333333336,False,-3.2316,3.2079,3,3,3,100.0,22.707332785563562,48.337595907928375,5.33333333333334,2.6666666666666607,历史3/3次成功; 当前距低点2.67%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
82,79.37885609943116,77.73938497405244,002399,海普瑞,bottom_area,2024-01-23,9.18,2024-01-23,8.92,2.9147982062780247,3.363228699551578,31.22590593677718,False,0.4376,0.577,1,1,1,100.0,28.307123034227555,28.307123034227555,5.085201793721976,2.9147982062780247,历史1/1次成功; 当前距低点2.91%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
83,79.13581225128203,77.0225579536371,000813,德展健康,bottom_area,2024-01-23,2.77,2024-01-23,2.7,2.592592592592587,2.962962962962949,27.807486631016044,False,0.3623,1.1835,1,1,1,100.0,20.50359712230217,20.50359712230217,5.407407407407414,2.592592592592587,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
84,79.01112012997692,76.36741893625634,002589,瑞康医药,bottom_area,2024-01-23,2.75,2024-01-23,2.69,2.2304832713754665,2.6022304832713696,28.457446808510632,False,0.365,1.8567,3,4,3,75.0,16.70925158598068,28.49162011173183,5.7695167286245335,2.2304832713754665,历史3/4次成功; 当前距低点2.23%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
85,78.88710943334475,79.8595806271084,002600,领益智造,confirmed_rebound,2024-01-23,5.19,2024-01-22,4.96,4.637096774193557,9.677419354838717,27.272727272727277,False,3.5928,1.0879,4,4,4,100.0,21.03312511972955,38.381201044386415,3.3629032258064435,4.637096774193557,历史4/4次成功; 当前距低点4.64%; 最新日涨幅3.59%; 状态confirmed_rebound; 底部未确认
86,78.6902915121434,77.37031382385176,000547,航天发展,bottom_area,2024-01-23,6.94,2024-01-23,6.73,3.1203566121842488,3.7147102526002973,32.29376257545271,False,1.909,0.9309,2,2,2,100.0,12.175951073289482,14.656084656084673,4.879643387815752,3.1203566121842488,历史2/2次成功; 当前距低点3.12%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
87,78.6704984042385,77.28626676076217,002495,佳隆股份,confirmed_rebound,2024-01-23,2.68,2024-01-22,2.6,3.0769230769230793,10.769230769230761,27.97783933518005,False,0.3745,3.3942,1,1,1,100.0,38.07339449541283,38.07339449541283,4.923076923076921,3.0769230769230793,历史1/1次成功; 当前距低点3.08%; 最新日涨幅0.37%; 状态confirmed_rebound; 底部未确认
88,78.62964676311361,76.67873853034162,002397,梦洁股份,bottom_area,2024-01-23,3.05,2024-01-23,2.97,2.693602693602681,4.377104377104373,32.95711060948081,False,-1.9293,3.4946,1,1,1,100.0,42.36641221374045,42.36641221374045,5.306397306397319,2.693602693602681,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
89,78.56691622064835,78.99979179211199,002235,安妮股份,bottom_area,2024-01-23,5.84,2024-01-23,5.6,4.28571428571429,5.535714285714295,27.17815344603382,False,2.2767,5.5729,2,2,2,100.0,35.221614857744996,46.16438356164384,3.7142857142857104,4.28571428571429,历史2/2次成功; 当前距低点4.29%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
90,78.54718936964322,75.45801612725063,688183,生益电子,bottom_area,2024-01-23,8.52,2024-01-23,8.36,1.913875598086126,3.7081339712918724,27.050610820244337,False,-0.4673,1.1874,1,1,1,100.0,26.24544349939247,26.24544349939247,6.0861244019138745,1.913875598086126,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
91,78.54338631201895,77.32598859681059,688321,微芯生物,bottom_area,2024-01-23,17.48,2024-01-23,16.94,3.187721369539546,3.8961038961038965,29.73869763583575,False,1.451,0.8895,2,2,2,100.0,12.763404942799756,15.754082612872244,4.812278630460455,3.187721369539546,历史2/2次成功; 当前距低点3.19%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
92,78.53756779940616,77.18285714285716,002666,德联集团,bottom_area,2024-01-23,4.33,2024-01-23,4.2,3.0952380952380927,3.809523809523813,28.327645051194537,False,-0.4598,2.4781,1,1,1,100.0,51.275510204081634,51.275510204081634,4.904761904761908,3.0952380952380927,历史1/1次成功; 当前距低点3.10%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
93,78.52026869197795,75.38889496102226,605158,华达新材,bottom_area,2024-01-23,7.03,2024-01-23,6.9,1.8840579710144911,3.6231884057971016,28.050052137643373,False,-0.4249,1.9048,1,1,1,100.0,25.5083179297597,25.5083179297597,6.115942028985509,1.8840579710144911,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
94,78.50532454098831,75.8835385310716,000729,燕京啤酒,bottom_area,2024-01-23,7.78,2024-01-23,7.61,2.2339027595269374,3.416557161629432,28.61163227016885,False,-0.1284,0.872,2,2,2,100.0,15.789445283833375,17.9203539823009,5.766097240473063,2.2339027595269374,历史2/2次成功; 当前距低点2.23%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
95,78.47743702883062,74.2930839967211,688352,颀中科技,bottom_area,2024-01-23,11.42,2024-01-23,11.29,1.1514614703277308,2.745792736935346,27.535301668806166,False,-0.7819,2.8175,1,1,1,100.0,10.636645962732914,10.636645962732914,6.84853852967227,1.1514614703277308,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
96,78.44998747717246,78.01898744423245,000566,海南海药,bottom_area,2024-01-23,3.91,2024-01-23,3.77,3.713527851458889,4.244031830238731,27.63915547024952,False,0.7732,0.982,2,2,2,100.0,22.934574976122246,37.53581661891116,4.286472148541111,3.713527851458889,历史2/2次成功; 当前距低点3.71%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
97,78.43341568667185,74.47426752900111,002298,中电鑫龙,confirmed_rebound,2024-01-23,4.65,2024-01-22,4.59,1.307189542483671,8.496732026143803,28.504672897196265,False,-0.8529,2.1842,1,1,1,100.0,23.734729493891784,23.734729493891784,6.692810457516329,1.307189542483671,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-0.85%; 状态confirmed_rebound; 底部未确认
98,78.24679559706011,74.8080164981949,688001,华兴源创,bottom_area,2024-01-23,25.67,2024-01-23,25.25,1.66336633663367,2.8910891089108928,30.24861878453039,False,-0.7347,0.2926,3,4,3,75.0,23.846729815697245,35.3639240506329,6.33663366336633,1.66336633663367,历史3/4次成功; 当前距低点1.66%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
99,78.15227366005539,75.67561710040576,300485,赛升药业,bottom_area,2024-01-23,8.8,2024-01-23,8.6,2.32558139534885,3.2558139534883854,28.63070539419088,False,-0.4525,1.3422,2,2,2,100.0,15.79539076237168,19.197952218430032,5.674418604651151,2.32558139534885,历史2/2次成功; 当前距低点2.33%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
100,78.07351200211443,75.40938448578443,300639,凯普生物,bottom_area,2024-01-23,7.45,2024-01-23,7.29,2.194787379972567,2.880658436213991,27.67857142857143,False,-0.6667,0.851,2,2,2,100.0,12.760751140440224,15.373134328358212,5.805212620027433,2.194787379972567,历史2/2次成功; 当前距低点2.19%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
101,78.05971212269417,75.64418357166616,002255,海陆重工,bottom_area,2024-01-23,4.76,2024-01-23,4.65,2.36559139784945,4.086021505376333,27.795031055900623,False,-1.4493,4.4595,1,1,1,100.0,32.783505154639194,32.783505154639194,5.63440860215055,2.36559139784945,历史1/1次成功; 当前距低点2.37%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
102,78.02846290346584,76.01801729669032,605123,派克新材,bottom_area,2024-01-23,67.97,2024-01-23,66.22,2.6427061310782243,3.729990939293263,31.16424116424117,False,0.2951,1.0034,1,1,1,100.0,15.71713589004656,15.71713589004656,5.357293868921776,2.6427061310782243,历史1/1次成功; 当前距低点2.64%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
103,78.0168696922023,75.84355195954488,300496,中科创达,bottom_area,2024-01-23,57.93,2024-01-23,56.5,2.530973451327433,4.3362831858407125,30.717351318209683,False,0.7478,2.4619,1,1,1,100.0,13.409523809523808,13.409523809523808,5.469026548672567,2.530973451327433,历史1/1次成功; 当前距低点2.53%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
104,77.95012223671682,75.69840927796226,688180,君实生物,bottom_area,2024-01-23,31.87,2024-01-23,31.1,2.475884244372989,3.7942122186495166,32.56721595836947,False,0.4729,0.5278,1,1,1,100.0,11.95389975877781,11.95389975877781,5.524115755627011,2.475884244372989,历史1/1次成功; 当前距低点2.48%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
105,77.92914914788992,74.32375459279828,300553,集智股份,bottom_area,2024-01-23,25.76,2024-01-23,25.37,1.537248718959403,2.877414268821444,29.39048149178959,False,-0.6173,3.9378,1,1,1,100.0,15.530546623794205,15.530546623794205,6.462751281040598,1.537248718959403,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
106,77.91811889998249,74.18156594850237,605338,巴比食品,bottom_area,2024-01-23,17.55,2024-01-23,17.3,1.4450867052023122,5.202312138728315,29.67479674796748,False,-1.9553,1.1194,1,1,1,100.0,13.636363636363638,13.636363636363638,6.554913294797688,1.4450867052023122,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
107,77.91078190924928,74.6585048512055,300410,正业科技,bottom_area,2024-01-23,6.85,2024-01-23,6.73,1.7830609212481308,4.457652303120354,27.24324324324324,False,-2.1429,1.5379,1,1,1,100.0,20.34346103038308,20.34346103038308,6.216939078751869,1.7830609212481308,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
108,77.75536484388007,75.7696767631896,002020,京新药业,bottom_area,2024-01-23,10.44,2024-01-23,10.17,2.654867256637164,3.048180924287124,28.48101265822785,False,2.1526,2.0385,1,1,1,100.0,14.531043593130773,14.531043593130773,5.345132743362837,2.654867256637164,历史1/1次成功; 当前距低点2.65%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
109,77.70904209195442,75.12698130841122,600287,苏豪时尚,bottom_area,2024-01-23,5.47,2024-01-23,5.35,2.24299065420561,3.7383177570093498,31.84713375796179,False,-0.1825,2.1802,1,1,1,100.0,28.499999999999993,28.499999999999993,5.7570093457943905,2.24299065420561,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
110,77.70371091398077,75.39589394519246,603203,快克智能,bottom_area,2024-01-23,22.32,2024-01-23,21.79,2.4323083983478715,3.7631941257457564,31.52105593966059,False,-1.2389,0.6286,2,2,2,100.0,15.599769319492495,17.877739331026522,5.567691601652129,2.4323083983478715,历史2/2次成功; 当前距低点2.43%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
111,77.60354818959405,75.80072024854749,688143,长盈通,bottom_area,2024-01-23,24.79,2024-01-23,24.12,2.77777777777777,4.560530679933656,27.305605786618443,False,-1.705,1.5097,2,2,2,100.0,22.0110407628001,25.949367088607595,5.22222222222223,2.77777777777777,历史2/2次成功; 当前距低点2.78%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
112,77.52595356474546,77.00535398848525,000401,金隅冀东,bottom_area,2024-01-23,5.68,2024-01-23,5.48,3.649635036496337,4.379562043795607,28.083989501312328,False,1.61,0.5247,2,2,2,100.0,16.701730492994006,20.053120849933585,4.350364963503663,3.649635036496337,历史2/2次成功; 当前距低点3.65%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
113,77.48888050438296,76.24486551348639,300676,华大基因,bottom_area,2024-01-23,40.5,2024-01-23,39.26,3.1584309730005145,3.897096281202245,29.363080244692334,False,2.0151,0.486,1,1,1,100.0,23.258538343696497,23.258538343696497,4.841569026999486,3.1584309730005145,历史1/1次成功; 当前距低点3.16%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
114,77.29738401644514,77.92527109287694,688337,普源精电,bottom_area,2024-01-23,36.14,2024-01-23,34.61,4.4206876625252844,6.038717133776375,31.708760852407263,False,0.1385,1.5833,2,2,2,100.0,31.09913421201392,33.36842105263158,3.579312337474716,4.4206876625252844,历史2/2次成功; 当前距低点4.42%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
115,77.25610643943325,77.35896805904541,688326,经纬恒润,bottom_area,2024-01-23,83.63,2024-01-23,80.36,4.069188651070179,6.5953210552513655,32.18565400843882,False,2.0749,1.3174,2,2,2,100.0,23.74579668540548,34.48938586529221,3.9308113489298213,4.069188651070179,历史2/2次成功; 当前距低点4.07%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
116,77.24375212675945,74.06152403185938,300512,中亚股份,bottom_area,2024-01-23,6.74,2024-01-23,6.62,1.8126888217522674,5.740181268882173,27.808069792802613,False,-3.0216,1.0961,2,2,2,100.0,11.04545454545454,12.999999999999995,6.187311178247732,1.8126888217522674,历史2/2次成功; 当前距低点1.81%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
117,77.20136959395657,76.04666666666668,002110,三钢闽光,bottom_area,2024-01-23,3.53,2024-01-23,3.42,3.2163742690058443,3.801169590643272,29.774127310061605,False,1.1461,0.4122,1,1,1,100.0,22.90322580645161,22.90322580645161,4.783625730994156,3.2163742690058443,历史1/1次成功; 当前距低点3.22%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
118,77.1799226929474,75.44368447489502,001205,盛航股份,bottom_area,2024-01-23,14.6,2024-01-23,14.2,2.8169014084507067,3.5211267605633805,28.17400101163379,False,0.3436,1.277,1,1,1,100.0,14.764621968616265,14.764621968616265,5.183098591549293,2.8169014084507067,历史1/1次成功; 当前距低点2.82%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
119,77.1607880480267,74.00955655454963,002664,信质集团,bottom_area,2024-01-23,13.34,2024-01-23,13.1,1.8320610687022918,3.4351145038168025,32.33471074380165,False,-0.2244,1.3457,1,1,1,100.0,17.45513866231648,17.45513866231648,6.167938931297709,1.8320610687022918,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
120,77.12968634268636,76.16570537691524,002626,金达威,bottom_area,2024-01-23,13.59,2024-01-23,13.15,3.3460076045627343,4.030418250950565,29.033998920669184,False,1.7978,0.6515,2,2,2,100.0,8.465605996334794,8.815592203898044,4.653992395437266,3.3460076045627343,历史2/2次成功; 当前距低点3.35%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
121,77.01221122193492,75.51440484484702,300633,开立医疗,bottom_area,2024-01-23,38.72,2024-01-23,37.6,2.9787234042553123,4.202127659574463,28.10707456978967,False,1.1759,0.6885,1,1,1,100.0,17.12846347607052,17.12846347607052,5.021276595744688,2.9787234042553123,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
122,76.9932573361882,76.84991035314606,000576,甘化科工,bottom_area,2024-01-23,7.72,2024-01-23,7.43,3.9030955585464344,4.172274562584125,30.947955390334574,False,0.7833,0.9164,2,2,2,100.0,18.97294745501036,24.015009380863045,4.096904441453566,3.9030955585464344,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
123,76.98845127844805,73.53599846897255,301469,恒达新材,bottom_area,2024-01-23,28.32,2024-01-23,27.87,1.6146393972012891,2.4757804090419726,28.225598763842385,False,-0.5618,4.0412,1,1,1,100.0,12.243958573072497,12.243958573072497,6.385360602798711,1.6146393972012891,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
124,76.96566006616267,74.93683580914166,002183,怡亚通,bottom_area,2024-01-23,3.93,2024-01-23,3.83,2.6109660574412556,3.394255874673626,27.5992438563327,False,0.5115,0.6426,1,1,1,100.0,9.515260323159772,9.515260323159772,5.389033942558745,2.6109660574412556,历史1/1次成功; 当前距低点2.61%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
125,76.94026221625411,76.9783939284168,600325,华发股份,bottom_area,2024-01-23,6.46,2024-01-23,6.21,4.025764895330113,4.669887278582931,27.198124267291906,False,3.36,1.3882,2,2,2,100.0,21.167408009513274,32.553606237816766,3.9742351046698876,4.025764895330113,历史2/2次成功; 当前距低点4.03%; 最新日涨幅3.36%; 状态bottom_area; 底部未确认
126,76.81159092611185,75.44354792376097,002152,广电运通,bottom_area,2024-01-23,9.75,2024-01-23,9.46,3.0655391120507307,3.69978858350951,29.613095238095227,False,2.416,0.7586,1,1,1,100.0,17.811704834605592,17.811704834605592,4.93446088794927,3.0655391120507307,历史1/1次成功; 当前距低点3.07%; 最新日涨幅2.42%; 状态bottom_area; 底部未确认
127,76.77268160945674,73.58120754716984,300650,太龙股份,bottom_area,2024-01-23,10.79,2024-01-23,10.6,1.7924528301886746,2.8301886792452895,27.3474982864976,False,-1.0999,3.0653,1,1,1,100.0,14.666666666666664,14.666666666666664,6.207547169811326,1.7924528301886746,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
128,76.75463835115869,74.82174331550804,000800,一汽解放,bottom_area,2024-01-23,7.68,2024-01-23,7.48,2.6737967914438405,3.3422459893048124,31.12338858195211,False,0.6553,0.3099,1,1,1,100.0,9.666666666666659,9.666666666666659,5.32620320855616,2.6737967914438405,历史1/1次成功; 当前距低点2.67%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
129,76.69527116158385,73.34247242227964,002331,皖通科技,bottom_area,2024-01-23,7.28,2024-01-23,7.16,1.6759776536312863,3.3519553072625725,28.61415752741774,False,-0.9524,2.2997,3,4,3,75.0,16.12205092773645,21.247892074199,6.324022346368714,1.6759776536312863,历史3/4次成功; 当前距低点1.68%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
130,76.68171564291562,74.90030303030302,600170,上海建工,bottom_area,2024-01-23,2.22,2024-01-23,2.16,2.77777777777778,3.240740740740733,27.027027027027025,False,1.3699,0.6149,1,1,1,100.0,11.363636363636367,11.363636363636367,5.22222222222222,2.77777777777778,历史1/1次成功; 当前距低点2.78%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
131,76.59121937320926,76.42773758159089,000723,美锦能源,confirmed_rebound,2024-01-23,5.61,2024-01-22,5.4,3.8888888888888884,8.888888888888879,28.28685258964143,False,1.4467,0.7911,2,2,2,100.0,26.74410886159975,30.434782608695667,4.111111111111112,3.8888888888888884,历史2/2次成功; 当前距低点3.89%; 最新日涨幅1.45%; 状态confirmed_rebound; 底部未确认
132,76.58573159669635,75.1885274642891,002442,龙星科技,bottom_area,2024-01-23,5.08,2024-01-23,4.93,3.0425963488843886,4.259634888438133,30.268741159830277,False,-0.3922,3.5877,2,2,2,100.0,21.965844837341393,32.75434243176177,4.957403651115612,3.0425963488843886,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
133,76.54660275360956,74.63241263262015,002655,共达电声,bottom_area,2024-01-23,9.95,2024-01-23,9.69,2.6831785345717214,3.818369453044386,29.98554913294798,False,-0.2006,2.3563,2,2,2,100.0,14.570213394858492,19.91657977059437,5.316821465428278,2.6831785345717214,历史2/2次成功; 当前距低点2.68%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
134,76.44366791824336,74.87055538584532,000705,浙江震元,bottom_area,2024-01-23,8.11,2024-01-23,7.88,2.918781725888319,3.6802030456852797,30.998248686514884,False,0.4957,5.7412,1,1,1,100.0,12.932138284250968,12.932138284250968,5.081218274111682,2.918781725888319,历史1/1次成功; 当前距低点2.92%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
135,76.19372790342358,75.67152187387859,000021,深科技,bottom_area,2024-01-23,12.52,2024-01-23,12.08,3.6423841059602604,4.635761589403978,32.13483146067416,False,2.623,1.6648,1,1,1,100.0,26.108374384236456,26.108374384236456,4.357615894039739,3.6423841059602604,历史1/1次成功; 当前距低点3.64%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
136,76.09732275324038,74.6713410151447,001324,长青科技,bottom_area,2024-01-23,20.15,2024-01-23,19.56,3.0163599182004086,3.6298568507157505,27.014925373134336,False,1.3581,3.9067,1,1,1,100.0,13.057213057213065,13.057213057213065,4.983640081799591,3.0163599182004086,历史1/1次成功; 当前距低点3.02%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
137,76.04617901007562,74.01791790338963,002799,环球印务,bottom_area,2024-01-23,8.7,2024-01-23,8.48,2.594339622641496,3.6556603773584753,30.662305805396567,False,-1.1364,2.2312,2,2,2,100.0,10.177485177485188,10.810810810810821,5.405660377358504,2.594339622641496,历史2/2次成功; 当前距低点2.59%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
138,75.92215695907302,73.51890690712919,605398,新炬网络,bottom_area,2024-01-23,24.62,2024-01-23,24.06,2.327514546965928,3.2418952618453916,28.221957040572804,False,-0.3239,1.09,1,1,1,100.0,20.890538033395174,20.890538033395174,5.6724854530340725,2.327514546965928,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
139,75.74662067698854,72.52034951794622,600305,恒顺醋业,bottom_area,2024-01-23,8.2,2024-01-23,8.06,1.736972704714625,2.3573200992555767,29.4838145231846,False,-0.4854,0.3671,1,1,1,100.0,8.283049917718035,8.283049917718035,6.263027295285376,1.736972704714625,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
140,75.74462128659839,73.47600723822912,603192,汇得科技,bottom_area,2024-01-23,17.36,2024-01-23,16.95,2.4188790560471984,5.014749262536881,28.08655070004243,False,-3.5556,2.8173,2,2,2,100.0,15.328233795788837,16.917728852838945,5.581120943952802,2.4188790560471984,历史2/2次成功; 当前距低点2.42%; 最新日涨幅-3.56%; 状态bottom_area; 底部未确认
141,75.62912721312723,74.16947200408681,688003,天准科技,bottom_area,2024-01-23,30.0,2024-01-23,29.13,2.986611740473742,4.256779951939588,29.56963249516441,False,1.0101,0.6884,1,1,1,100.0,9.994337485843719,9.994337485843719,5.013388259526258,2.986611740473742,历史1/1次成功; 当前距低点2.99%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
142,75.59302876969164,75.39198348041054,300353,东土科技,confirmed_rebound,2024-01-23,7.8,2024-01-22,7.51,3.8615179760319576,9.187749667110513,31.54056517775753,False,2.4967,2.3349,2,2,2,100.0,20.840024009480672,21.377672209026137,4.138482023968042,3.8615179760319576,历史2/2次成功; 当前距低点3.86%; 最新日涨幅2.50%; 状态confirmed_rebound; 底部未确认
143,75.54160903433004,73.83891457898217,600360,华微电子,confirmed_rebound,2024-01-23,6.21,2024-01-22,6.04,2.8145695364238397,8.112582781456958,32.058492688413956,False,1.8033,1.3712,1,1,1,100.0,16.32329635499208,16.32329635499208,5.18543046357616,2.8145695364238397,历史1/1次成功; 当前距低点2.81%; 最新日涨幅1.80%; 状态confirmed_rebound; 底部未确认
144,75.45846382728186,74.00954457434746,601133,柏诚股份,bottom_area,2024-01-23,11.36,2024-01-23,11.03,2.9918404351767913,3.2638259292837826,30.189873417721525,False,1.61,2.0429,1,1,1,100.0,9.198606271777006,9.198606271777006,5.008159564823209,2.9918404351767913,历史1/1次成功; 当前距低点2.99%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
145,75.35836979310186,73.17961312947432,000546,金圆股份,confirmed_rebound,2024-01-23,7.04,2024-01-22,6.87,2.4745269286753993,9.170305676855893,29.682702149437045,False,1.8813,5.361,1,1,1,100.0,8.610400682011933,8.610400682011933,5.5254730713246,2.4745269286753993,历史1/1次成功; 当前距低点2.47%; 最新日涨幅1.88%; 状态confirmed_rebound; 底部未确认
