rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.22853538508683,80.68978734111288,300538,同益股份,bottom_area,2024-01-24,14.6,2024-01-24,14.3,2.0979020979020904,5.45454545454545,30.073349633251826,False,-0.7478,4.6277,3,3,3,100.0,23.295721098546444,30.150753768844226,12.902097902097909,2.0979020979020904,历史3/3次成功; 当前距低点2.10%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
74,70.15744997016662,66.48694640903021,002806,华锋股份,bottom_area,2024-01-24,10.66,2024-01-24,10.19,4.612365063788034,5.39744847890089,27.266238401142047,False,1.5238,3.3398,2,3,2,66.66666666666666,27.507914450538966,34.66407010710809,10.387634936211965,4.612365063788034,历史2/3次成功; 当前距低点4.61%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
75,69.77180503518457,66.05292425833153,300534,陇神戎发,bottom_area,2024-01-24,8.49,2024-01-24,8.12,4.5566502463054315,4.802955665024638,31.76470588235295,False,1.3126,2.4786,2,3,2,66.66666666666666,24.491506200221796,26.86762778505898,10.443349753694568,4.5566502463054315,历史2/3次成功; 当前距低点4.56%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
76,69.60155368495366,64.54549027970972,600418,江淮汽车,bottom_area,2024-01-24,13.2,2024-01-23,12.76,3.448275862068962,4.310344827586213,30.0438596491228,False,0.9946,2.0375,2,4,2,50.0,22.244942178639526,24.365079365079367,11.551724137931037,3.448275862068962,历史2/4次成功; 当前距低点3.45%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
77,69.2242160011498,64.2264745331948,603305,旭升集团,bottom_area,2024-01-24,15.19,2024-01-24,14.68,3.4741144414168925,5.994550408719351,27.110228401191662,False,-0.8486,0.9026,2,3,2,66.66666666666666,23.875208564293793,32.41061130334487,11.525885558583107,3.4741144414168925,历史2/3次成功; 当前距低点3.47%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
78,68.7022130670443,63.57518224114547,002370,亚太药业,bottom_area,2024-01-24,3.72,2024-01-23,3.6,3.333333333333336,4.166666666666664,30.367504835589937,False,1.6393,1.6794,2,4,2,50.0,15.619259360997129,15.633423180592995,11.666666666666664,3.333333333333336,历史2/4次成功; 当前距低点3.33%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
79,68.64952642080716,64.82289013945596,688302,海创药业,bottom_area,2024-01-24,39.47,2024-01-24,37.8,4.417989417989423,8.174603174603185,29.054054054054063,False,-2.9506,0.5376,2,3,2,66.66666666666666,38.6518244398128,40.24920312952768,10.582010582010575,4.417989417989423,历史2/3次成功; 当前距低点4.42%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
80,67.73647965899143,63.63402112103982,688246,嘉和美康,bottom_area,2024-01-24,25.64,2024-01-23,24.62,4.1429731925264,8.2859463850528,29.677235075692654,True,1.6653,1.1857,1,2,1,50.0,58.0508474576271,58.0508474576271,10.857026807473598,4.1429731925264,历史1/2次成功; 当前距低点4.14%; 最新日涨幅1.67%; 状态bottom_area; 底部已确认
81,67.71695745116945,64.14402284531215,688182,灿勤科技,bottom_area,2024-01-24,13.68,2024-01-24,13.08,4.58715596330275,7.033639143730887,27.090301003344486,False,-0.2915,3.113,2,3,2,66.66666666666666,37.0756547041707,49.999999999999986,10.41284403669725,4.58715596330275,历史2/3次成功; 当前距低点4.59%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
82,66.5297878501822,62.10403048164528,688320,禾川科技,bottom_area,2024-01-24,30.31,2024-01-24,29.2,3.8013698630136967,6.5410958904109595,29.074568860820992,False,-0.9477,1.941,2,4,2,50.0,35.920181555465064,38.29133374308544,11.198630136986303,3.8013698630136967,历史2/4次成功; 当前距低点3.80%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
83,66.22608679239404,61.71719746816081,300421,力星股份,bottom_area,2024-01-24,9.78,2024-01-23,9.43,3.7115588547189784,6.7868504772004306,28.015267175572518,False,1.5576,4.8279,1,2,1,50.0,43.59974009096816,43.59974009096816,11.288441145281022,3.7115588547189784,历史1/2次成功; 当前距低点3.71%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
84,66.22231770793987,62.114730679156914,300446,航天智造,bottom_area,2024-01-24,13.33,2024-01-24,12.81,4.05932864949258,4.05932864949258,28.555493586168428,False,0.9848,3.4784,1,2,1,50.0,51.92697768762679,51.92697768762679,10.940671350507419,4.05932864949258,历史1/2次成功; 当前距低点4.06%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
85,65.98158127963474,61.63955318733214,002009,天奇股份,bottom_area,2024-01-24,11.08,2024-01-24,10.67,3.842549203373947,4.404873477038432,31.864623243933586,False,0.3623,1.937,1,2,1,50.0,44.78798586572438,44.78798586572438,11.157450796626053,3.842549203373947,历史1/2次成功; 当前距低点3.84%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
86,64.94647175462406,60.194290894529615,300637,扬帆新材,bottom_area,2024-01-24,8.17,2024-01-24,7.9,3.4177215189873364,4.936708860759478,27.12177121771217,False,0.3686,3.1957,1,2,1,50.0,31.810193321616865,31.810193321616865,11.582278481012663,3.4177215189873364,历史1/2次成功; 当前距低点3.42%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
87,64.13083523082159,59.27272282228612,603158,腾龙股份,bottom_area,2024-01-24,7.9,2024-01-22,7.65,3.2679738562091507,7.581699346405229,29.622815087396496,True,0.3812,2.8722,1,3,1,33.33333333333333,35.270805812417436,35.270805812417436,11.732026143790849,3.2679738562091507,历史1/3次成功; 当前距低点3.27%; 最新日涨幅0.38%; 状态bottom_area; 底部已确认
88,64.0528706490579,58.79449018853406,000729,燕京啤酒,bottom_area,2024-01-24,7.81,2024-01-24,7.59,2.898550724637678,3.6890645586297794,28.79924953095685,False,0.3856,0.6945,1,2,1,50.0,17.9203539823009,17.9203539823009,12.101449275362322,2.898550724637678,历史1/2次成功; 当前距低点2.90%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
89,64.01814973843965,60.90687178204944,002331,皖通科技,bottom_area,2024-01-24,7.39,2024-01-24,7.05,4.822695035460991,5.6737588652482325,29.710867397806577,False,1.511,2.4657,2,4,2,50.0,19.530196037099497,21.247892074199,10.177304964539008,4.822695035460991,历史2/4次成功; 当前距低点4.82%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
90,64.0166180364146,60.23435179646497,688001,华兴源创,bottom_area,2024-01-24,25.64,2024-01-24,24.6,4.227642276422761,6.829268292682926,32.04419889502763,False,-0.1169,0.3155,2,4,2,50.0,31.093420358649794,35.3639240506329,10.772357723577239,4.227642276422761,历史2/4次成功; 当前距低点4.23%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
91,63.57168475831239,59.07541666666667,688319,欧林生物,bottom_area,2024-01-24,11.93,2024-01-24,11.52,3.559027777777779,7.465277777777788,28.447204968944106,False,-1.8107,1.038,1,2,1,50.0,58.333333333333336,58.333333333333336,11.44097222222222,3.559027777777779,历史1/2次成功; 当前距低点3.56%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
92,63.00676033888284,58.57908053771591,688220,翱捷科技,bottom_area,2024-01-24,53.45,2024-01-23,51.6,3.58527131782946,5.426356589147281,27.067137809187276,False,0.4888,0.6034,1,2,1,50.0,25.180102915951984,25.180102915951984,11.414728682170539,3.58527131782946,历史1/2次成功; 当前距低点3.59%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
93,62.58321879369013,58.61630917874396,002735,王子新材,bottom_area,2024-01-24,11.23,2024-01-23,10.8,3.9814814814814787,7.870370370370367,28.618638466622603,True,0.6272,4.8313,1,2,1,50.0,21.043478260869563,21.043478260869563,11.01851851851852,3.9814814814814787,历史1/2次成功; 当前距低点3.98%; 最新日涨幅0.63%; 状态bottom_area; 底部已确认
94,62.08358599819807,58.450340146668744,002442,龙星科技,bottom_area,2024-01-24,5.14,2024-01-23,4.93,4.259634888438133,5.273833671399608,30.268741159830277,False,1.1811,3.6376,1,2,1,50.0,32.75434243176177,32.75434243176177,10.740365111561868,4.259634888438133,历史1/2次成功; 当前距低点4.26%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
95,61.328478216224305,58.01978251087444,300507,苏奥传感,bottom_area,2024-01-24,5.55,2024-01-24,5.31,4.51977401129944,5.461393596986818,28.532974427994617,False,0.9091,1.912,1,2,1,50.0,33.6283185840708,33.6283185840708,10.480225988700559,4.51977401129944,历史1/2次成功; 当前距低点4.52%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
96,60.889258060888565,57.45555474363657,002272,川润股份,bottom_area,2024-01-24,5.48,2024-01-23,5.25,4.3809523809523885,5.714285714285711,27.083333333333336,False,1.6698,2.6021,1,3,1,33.33333333333333,48.337595907928375,48.337595907928375,10.619047619047612,4.3809523809523885,历史1/3次成功; 当前距低点4.38%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
97,60.61807709676341,56.71719449743951,002671,龙泉股份,bottom_area,2024-01-24,4.5,2024-01-23,4.33,3.926096997690529,5.080831408775976,32.13166144200626,False,2.0408,2.8133,1,2,1,50.0,19.347826086956534,19.347826086956534,11.073903002309471,3.926096997690529,历史1/2次成功; 当前距低点3.93%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
98,60.564363091278985,56.98613716903835,301512,智信精密,bottom_area,2024-01-24,49.8,2024-01-24,47.78,4.2277103390539885,6.843867727082453,28.225927595012763,False,0.1811,9.6165,1,2,1,50.0,24.490950226244347,24.490950226244347,10.772289660946011,4.2277103390539885,历史1/2次成功; 当前距低点4.23%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
99,60.38761963381481,55.98453244781454,300661,圣邦股份,bottom_area,2024-01-24,65.99,2024-01-24,63.8,3.432601880877739,5.4858934169279,28.715083798882684,False,-1.0051,0.7165,1,2,1,50.0,31.832606108687024,31.832606108687024,11.56739811912226,3.432601880877739,历史1/2次成功; 当前距低点3.43%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
100,60.290216865411,57.150294939292536,002036,联创电子,bottom_area,2024-01-24,7.69,2024-01-24,7.35,4.625850340136065,6.802721088435375,28.432327166504383,False,-0.2594,2.68,2,4,2,50.0,19.393729649477176,22.210743801652896,10.374149659863935,4.625850340136065,历史2/4次成功; 当前距低点4.63%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
101,60.12089844741725,56.5493599257885,000837,秦川机床,bottom_area,2024-01-24,8.17,2024-01-24,7.84,4.209183673469389,4.46428571428571,28.073394495412845,False,1.6169,2.0249,1,2,1,50.0,21.915584415584412,21.915584415584412,10.790816326530612,4.209183673469389,历史1/2次成功; 当前距低点4.21%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
102,60.11758117924222,55.90827118644069,300657,弘信电子,bottom_area,2024-01-24,15.54,2024-01-24,15.0,3.5999999999999943,6.000000000000003,32.58426966292135,False,-1.2706,2.1969,1,2,1,50.0,33.47457627118643,33.47457627118643,11.400000000000004,3.5999999999999943,历史1/2次成功; 当前距低点3.60%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
103,59.991976266062366,56.31932189462419,002185,华天科技,bottom_area,2024-01-24,7.1,2024-01-24,6.82,4.1055718475073215,4.252199413489737,27.292110874200432,False,0.8523,0.5637,1,2,1,50.0,19.40874035989716,19.40874035989716,10.894428152492678,4.1055718475073215,历史1/2次成功; 当前距低点4.11%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
104,59.75478124815412,56.00882986902717,600386,北巴传媒,bottom_area,2024-01-24,3.88,2024-01-23,3.73,4.021447721179623,4.55764075067024,29.62264150943396,False,2.3747,1.4931,1,2,1,50.0,16.708229426433917,16.708229426433917,10.978552278820377,4.021447721179623,历史1/2次成功; 当前距低点4.02%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
105,59.44760860562883,55.73329728271024,300639,凯普生物,bottom_area,2024-01-24,7.48,2024-01-24,7.19,4.033379694019472,5.146036161335177,28.670634920634917,False,0.4027,0.7829,1,2,1,50.0,15.373134328358212,15.373134328358212,10.966620305980527,4.033379694019472,历史1/2次成功; 当前距低点4.03%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
106,59.23640238076348,55.86144035906969,002655,共达电声,bottom_area,2024-01-24,10.08,2024-01-24,9.66,4.347826086956521,5.175983436853001,30.20231213872832,False,1.3065,1.8705,1,2,1,50.0,19.91657977059437,19.91657977059437,10.652173913043478,4.347826086956521,历史1/2次成功; 当前距低点4.35%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
107,59.02193004962517,55.67557575757576,300365,恒华科技,bottom_area,2024-01-24,5.74,2024-01-23,5.5,4.363636363636368,4.545454545454546,28.84864165588616,False,1.773,2.4388,1,2,1,50.0,19.111111111111114,19.111111111111114,10.636363636363633,4.363636363636368,历史1/2次成功; 当前距低点4.36%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
108,58.86266582370375,55.590151369894045,688196,卓越新能,bottom_area,2024-01-24,30.67,2024-01-24,29.37,4.426285325161732,5.37963908750425,31.31431244153414,False,0.0,0.3259,1,2,1,50.0,19.41979522184301,19.41979522184301,10.573714674838266,4.426285325161732,历史1/2次成功; 当前距低点4.43%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
109,58.68127579762641,55.95916103991008,600071,凤凰光学,bottom_area,2024-01-24,16.97,2024-01-24,16.17,4.947433518862073,5.318491032776743,31.191489361702118,False,0.5928,2.0122,1,2,1,50.0,27.791986359761296,27.791986359761296,10.052566481137927,4.947433518862073,历史1/2次成功; 当前距低点4.95%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
110,58.401545252195476,55.277182748991606,300485,赛升药业,bottom_area,2024-01-24,8.97,2024-01-24,8.58,4.545454545454552,4.895104895104894,28.796680497925315,False,1.9318,1.4136,1,2,1,50.0,19.197952218430032,19.197952218430032,10.454545454545446,4.545454545454552,历史1/2次成功; 当前距低点4.55%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
111,58.276362162496504,55.43395769885616,603015,弘讯科技,bottom_area,2024-01-24,7.84,2024-01-24,7.48,4.812834224598923,5.882352941176464,28.283796740172573,False,0.5128,2.3111,1,2,1,50.0,23.318385650224208,23.318385650224208,10.187165775401077,4.812834224598923,历史1/2次成功; 当前距低点4.81%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
112,58.205944735563186,55.17506932856868,002559,亚威股份,bottom_area,2024-01-24,8.82,2024-01-24,8.43,4.626334519572961,4.86358244365362,27.825342465753426,False,0.8,5.4804,1,2,1,50.0,19.640387275242045,19.640387275242045,10.373665480427038,4.626334519572961,历史1/2次成功; 当前距低点4.63%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
113,57.585620134692185,53.95409454061251,000665,湖北广电,bottom_area,2024-01-24,4.16,2024-01-24,4.0,4.0000000000000036,4.0000000000000036,29.32862190812721,False,1.7115,1.1923,1,4,1,25.0,26.231691078561926,26.231691078561926,10.999999999999996,4.0000000000000036,历史1/4次成功; 当前距低点4.00%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
114,57.54367061022952,53.39482773828299,688011,新光光电,bottom_area,2024-01-24,18.14,2024-01-24,17.53,3.4797490017113484,5.533371363377062,28.126281262812626,False,-1.6802,1.5246,1,2,1,50.0,18.487394957983174,18.487394957983174,11.52025099828865,3.4797490017113484,历史1/2次成功; 当前距低点3.48%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
115,57.216706272225366,53.09967220774161,603087,甘李药业,bottom_area,2024-01-24,40.35,2024-01-24,38.99,3.488073865093612,5.309053603488074,27.79629629629629,False,-0.8356,2.1006,1,2,1,50.0,17.002583979328158,17.002583979328158,11.511926134906387,3.488073865093612,历史1/2次成功; 当前距低点3.49%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
116,56.890012775387355,52.819563384444365,688131,皓元医药,bottom_area,2024-01-24,39.5,2024-01-24,38.16,3.5115303983228605,5.398322851153046,28.672897196261687,False,-0.2525,1.696,1,3,1,33.33333333333333,35.228598705844924,35.228598705844924,11.48846960167714,3.5115303983228605,历史1/3次成功; 当前距低点3.51%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
117,56.42606468786913,53.32343762331,002589,瑞康医药,bottom_area,2024-01-24,2.81,2024-01-23,2.69,4.460966542750933,4.832713754646837,28.457446808510632,False,2.1818,1.6589,1,4,1,25.0,28.49162011173183,28.49162011173183,10.539033457249067,4.460966542750933,历史1/4次成功; 当前距低点4.46%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
118,56.298615996210785,52.817364796511804,300508,维宏股份,bottom_area,2024-01-24,22.5,2024-01-24,21.62,4.070305272895462,5.920444033302486,32.542901716068634,False,-0.0444,2.8336,1,3,1,33.33333333333333,42.06627680311891,42.06627680311891,10.929694727104538,4.070305272895462,历史1/3次成功; 当前距低点4.07%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
119,56.27180348367459,52.60719727109261,300458,全志科技,bottom_area,2024-01-24,17.93,2024-01-24,17.26,3.881807647740429,6.315179606025491,29.32022932022932,False,0.0,1.6773,1,4,1,25.0,17.541498429789147,17.541498429789147,11.11819235225957,3.881807647740429,历史1/4次成功; 当前距低点3.88%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
120,56.222056169451726,53.647373813093424,002617,露笑科技,bottom_area,2024-01-24,5.48,2024-01-23,5.22,4.980842911877407,5.747126436781606,28.395061728395067,False,0.7353,1.0562,1,4,1,25.0,36.60589060308556,36.60589060308556,10.019157088122592,4.980842911877407,历史1/4次成功; 当前距低点4.98%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
121,56.211371336926305,53.20585003711955,300474,景嘉微,bottom_area,2024-01-24,56.33,2024-01-23,53.88,4.547141796584995,6.607275426874527,27.842507030936115,False,-0.7751,1.8562,1,3,1,33.33333333333333,59.857142857142854,59.857142857142854,10.452858203415005,4.547141796584995,历史1/3次成功; 当前距低点4.55%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
122,56.147171833340444,53.05648222848467,300400,劲拓股份,bottom_area,2024-01-24,12.42,2024-01-24,11.89,4.4575273338940224,6.476030277544151,27.851941747572813,False,0.4042,1.5691,1,4,1,25.0,27.014218009478668,27.014218009478668,10.542472666105978,4.4575273338940224,历史1/4次成功; 当前距低点4.46%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
123,55.95949609910246,53.09160155103324,300655,晶瑞电材,bottom_area,2024-01-24,7.84,2024-01-24,7.49,4.672897196261677,6.275033377837112,29.13907284768212,False,-0.3812,1.5123,1,2,1,50.0,31.482834185536895,31.482834185536895,10.327102803738322,4.672897196261677,历史1/2次成功; 当前距低点4.67%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
124,55.90037669193812,52.76240224276325,000670,盈方微,bottom_area,2024-01-24,5.7,2024-01-24,5.46,4.3956043956043995,5.677655677655671,31.4070351758794,False,0.1757,1.9275,1,3,1,33.33333333333333,23.28519855595668,23.28519855595668,10.6043956043956,4.3956043956043995,历史1/3次成功; 当前距低点4.40%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
125,55.73943564952861,52.096656671551024,688348,昱能科技,bottom_area,2024-01-24,98.0,2024-01-24,94.35,3.868574456809757,8.044515103338638,28.776326715482753,False,-2.5167,3.2868,1,2,1,50.0,16.27422813482398,16.27422813482398,11.131425543190243,3.868574456809757,历史1/2次成功; 当前距低点3.87%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
126,55.667179076909264,52.95951067709734,300762,上海瀚讯,bottom_area,2024-01-24,11.09,2024-01-24,10.58,4.820415879017012,7.939508506616255,31.119791666666664,False,-1.7715,4.0161,1,2,1,50.0,32.580961727183514,32.580961727183514,10.179584120982987,4.820415879017012,历史1/2次成功; 当前距低点4.82%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
127,55.65627460406497,52.857401767421955,002861,瀛通通讯,bottom_area,2024-01-24,11.52,2024-01-23,11.0,4.727272727272724,9.090909090909092,28.478543563068925,True,3.504,6.958,1,3,1,33.33333333333333,18.668012108980825,18.668012108980825,10.272727272727275,4.727272727272724,历史1/3次成功; 当前距低点4.73%; 最新日涨幅3.50%; 状态bottom_area; 底部已确认
128,55.32345052355285,52.47212083555238,603033,三维股份,bottom_area,2024-01-24,13.71,2024-01-24,13.1,4.65648854961833,6.259541984732826,30.76109936575054,False,0.1461,0.375,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,10.343511450381671,4.65648854961833,历史1/3次成功; 当前距低点4.66%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
129,55.20348297438465,50.92158196520462,603160,汇顶科技,bottom_area,2024-01-24,57.41,2024-01-24,55.65,3.162623539982027,4.9056603773584975,30.4375,False,-1.2895,0.851,1,3,1,33.33333333333333,20.747474747474755,20.747474747474755,11.837376460017973,3.162623539982027,历史1/3次成功; 当前距低点3.16%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
130,55.128563875376365,51.73057511764847,603192,汇得科技,bottom_area,2024-01-24,17.34,2024-01-24,16.66,4.081632653061223,6.7226890756302575,29.31692829868477,False,-0.1152,2.3327,1,2,1,50.0,16.917728852838945,16.917728852838945,10.918367346938776,4.081632653061223,历史1/2次成功; 当前距低点4.08%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
131,53.571328779004766,50.345804103855706,300572,安车检测,bottom_area,2024-01-24,12.76,2024-01-24,12.25,4.163265306122447,5.959183673469391,32.98687089715536,False,-0.3125,2.5843,1,4,1,25.0,31.306715063520883,31.306715063520883,10.836734693877553,4.163265306122447,历史1/4次成功; 当前距低点4.16%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
132,52.12393349954062,48.60746564168105,688049,炬芯科技,bottom_area,2024-01-24,28.24,2024-01-24,27.22,3.747244673034532,6.649522409992661,29.26195426195426,False,-0.9818,2.9958,1,3,1,33.33333333333333,15.472312703583075,15.472312703583075,11.252755326965467,3.747244673034532,历史1/3次成功; 当前距低点3.75%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
133,50.28397698492155,46.77812952258198,001219,青岛食品,bottom_area,2024-01-24,18.62,2024-01-24,17.97,3.6171396772398565,4.897050639955496,27.48184019370461,False,-0.9047,9.911,1,5,1,20.0,16.264559068219636,16.264559068219636,11.382860322760143,3.6171396772398565,历史1/5次成功; 当前距低点3.62%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
134,49.846771127740524,47.38602325352252,688225,亚信安全,bottom_area,2024-01-24,14.25,2024-01-24,13.6,4.779411764705885,9.55882352941177,28.421052631578945,False,-1.8595,1.7023,1,3,1,33.33333333333333,21.557788944723633,21.557788944723633,10.220588235294114,4.779411764705885,历史1/3次成功; 当前距低点4.78%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
135,49.448209678706654,46.9820867602857,688026,洁特生物,bottom_area,2024-01-24,13.45,2024-01-24,12.84,4.7507788161993725,7.009345794392526,27.00397953382604,False,-0.6647,1.8242,1,4,1,25.0,20.423991726990696,20.423991726990696,10.249221183800628,4.7507788161993725,历史1/4次成功; 当前距低点4.75%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
