rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.5872663896434,84.7643378631959,002603,以岭药业,bottom_area,2024-07-08,14.9,2024-07-05,14.65,1.7064846416382253,4.914675767918081,27.0418326693227,False,-2.7415,0.6998,4,4,4,100.0,23.737219602855067,39.661898569570866,6.293515358361774,1.7064846416382253,历史4/4次成功; 当前距低点1.71%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
73,76.00935734970905,71.23112068278904,002366,融发核电,bottom_area,2024-07-08,3.22,2024-07-05,3.2,0.6250000000000006,3.7499999999999893,29.978118161925604,False,-2.1277,0.9188,5,6,5,83.33333333333334,13.670899728256478,25.0,7.375,0.6250000000000006,历史5/6次成功; 当前距低点0.63%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
74,76.00350233098276,71.58294171953101,000862,银星能源,bottom_area,2024-07-08,4.56,2024-07-08,4.52,0.8849557522123902,2.654867256637171,29.37500000000001,False,-1.5119,0.8056,1,1,1,100.0,32.63785394932937,32.63785394932937,7.115044247787609,0.8849557522123902,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
75,75.80361467946348,70.89277053607478,603282,亚光股份,bottom_area,2024-07-08,15.51,2024-07-05,15.43,0.518470511989631,4.795852235904096,27.04491725768321,False,-3.6646,0.7081,1,1,1,100.0,34.64991023339317,34.64991023339317,7.481529488010369,0.518470511989631,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
76,75.74307372397128,70.55012211272327,600295,鄂尔多斯,bottom_area,2024-07-08,9.76,2024-07-08,9.73,0.30832476875641684,3.3915724563206586,27.765404602821086,False,-2.1063,0.313,1,1,1,100.0,20.016680567139286,20.016680567139286,7.691675231243583,0.30832476875641684,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
77,75.64081368010162,71.79932132875425,002706,良信股份,bottom_area,2024-07-08,6.28,2024-07-08,6.2,1.2903225806451624,5.483870967741932,29.943502824858754,False,-3.9755,2.2793,3,4,3,75.0,13.31320867002797,14.727153188691638,6.709677419354838,1.2903225806451624,历史3/4次成功; 当前距低点1.29%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
78,75.50365979241705,73.36870395756728,002136,安纳达,bottom_area,2024-07-08,8.99,2024-06-24,8.77,2.5085518814139185,7.525655644241736,27.818930041152267,True,-2.8108,0.5637,1,1,1,100.0,13.108614232209742,13.108614232209742,5.4914481185860815,2.5085518814139185,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-2.81%; 状态bottom_area; 底部已确认
79,75.47898766746518,72.63072398190045,000897,津滨发展,confirmed_rebound,2024-07-08,2.04,2024-06-25,2.0,2.0000000000000018,8.499999999999996,29.824561403508774,True,-2.3923,1.8816,1,1,1,100.0,13.122171945701359,13.122171945701359,5.999999999999998,2.0000000000000018,历史1/1次成功; 当前距低点2.00%; 最新日涨幅-2.39%; 状态confirmed_rebound; 底部已确认
80,75.42104552590267,69.83430141287283,002367,康力电梯,bottom_area,2024-07-08,5.59,2024-07-08,5.59,0.0,3.0411449016100165,27.213541666666668,False,-2.9514,0.8664,1,1,1,100.0,24.646781789638936,24.646781789638936,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
81,75.4132871052299,73.3806171039431,688161,威高骨科,bottom_area,2024-07-08,19.09,2024-07-05,18.61,2.579258463191835,7.415368081676513,32.179300291545196,True,-2.4527,0.305,3,4,3,75.0,18.20605591408855,33.591836734693864,5.4207415368081655,2.579258463191835,历史3/4次成功; 当前距低点2.58%; 最新日涨幅-2.45%; 状态bottom_area; 底部已确认
82,75.28612808734957,70.1567843815711,001324,长青科技,bottom_area,2024-07-08,15.1,2024-07-08,15.05,0.33222591362125536,5.3156146179401915,29.967426710097712,False,-3.7604,1.1605,2,2,2,100.0,11.743330454986909,13.057213057213065,7.667774086378746,0.33222591362125536,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
83,75.23600580025894,70.01099633897276,002557,洽洽食品,bottom_area,2024-07-08,27.12,2024-07-08,27.05,0.25878003696857776,2.070240295748609,29.648894668400523,False,-1.9523,0.6581,1,1,1,100.0,16.510832383124292,16.510832383124292,7.741219963031422,0.25878003696857776,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
84,75.23428318385514,70.27378099590862,000657,中钨高新,bottom_area,2024-07-08,8.84,2024-07-04,8.8,0.4545454545454448,4.431818181818168,27.39273927392738,False,-3.7037,1.5651,2,2,2,100.0,13.87174533479693,15.120000000000006,7.545454545454556,0.4545454545454448,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
85,75.22959421893214,70.16217995106459,603317,天味食品,bottom_area,2024-07-08,10.7,2024-07-08,10.66,0.375234521575977,5.253283302063794,27.235494880546074,False,-3.4296,0.4495,2,2,2,100.0,12.299541184181786,14.347826086956525,7.624765478424022,0.375234521575977,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
86,75.12488143084586,69.97474052798609,300390,天华新能,bottom_area,2024-07-08,16.25,2024-07-08,16.2,0.3086419753086464,3.7037037037037126,27.027027027027028,False,-3.4462,0.9268,1,1,1,100.0,27.142173288654863,27.142173288654863,7.691358024691354,0.3086419753086464,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
87,74.97295274827246,69.78933396155035,603187,海容冷链,bottom_area,2024-07-08,10.9,2024-07-08,10.87,0.2759889604415928,3.4038638454461916,29.461388708630764,False,-2.9386,0.8439,1,1,1,100.0,15.530047265361235,15.530047265361235,7.724011039558408,0.2759889604415928,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
88,74.78560406052095,69.87733044733045,002572,索菲亚,bottom_area,2024-07-08,14.92,2024-07-05,14.85,0.47138047138047334,3.232323232323235,31.058495821727018,False,-2.2921,1.3837,1,1,1,100.0,18.398268398268392,18.398268398268392,7.528619528619526,0.47138047138047334,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
89,74.64415713064321,69.8349355450727,605123,派克新材,bottom_area,2024-07-08,48.57,2024-07-08,48.31,0.538190850755533,4.264127509832322,29.863530778164915,False,-3.8599,0.8968,2,2,2,100.0,12.537691853738242,15.71713589004656,7.461809149244466,0.538190850755533,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
90,74.60861076132369,70.25781541430601,688293,奥浦迈,confirmed_rebound,2024-07-08,27.62,2024-07-08,27.38,0.8765522279035866,9.021183345507678,30.98058986639779,False,-7.5326,0.8395,2,2,2,100.0,29.173948892076297,49.77433913604127,7.123447772096414,0.8765522279035866,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-7.53%; 状态confirmed_rebound; 底部未确认
91,74.51513196341934,69.8731260257112,002345,潮宏基,bottom_area,2024-07-08,4.6,2024-07-08,4.57,0.6564551422319334,4.3763676148796335,30.441400304414003,False,-3.1579,0.7035,1,1,1,100.0,30.859375,30.859375,7.343544857768067,0.6564551422319334,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
92,74.21757696507933,73.61943841779946,600161,天坛生物,bottom_area,2024-07-08,23.73,2024-07-05,22.91,3.5792230467044974,5.325185508511562,29.42082563154652,False,-1.2073,0.3214,1,1,1,100.0,36.77455357142857,36.77455357142857,4.420776953295503,3.5792230467044974,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
93,74.00558222978799,69.68184976131869,688303,大全能源,bottom_area,2024-07-08,18.54,2024-07-08,18.38,0.8705114254624601,4.080522306855277,29.793735676088623,False,-3.4375,1.0176,1,1,1,100.0,32.45492371705965,32.45492371705965,7.1294885745375405,0.8705114254624601,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
94,73.89835094023755,68.70414339714671,603057,紫燕食品,bottom_area,2024-07-08,14.19,2024-07-08,14.16,0.2118644067796565,4.590395480225991,30.588235294117645,False,-4.1216,1.8673,1,1,1,100.0,19.124700239808163,19.124700239808163,7.7881355932203435,0.2118644067796565,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
95,73.84877452109853,69.42305477894104,000597,东北制药,bottom_area,2024-07-08,3.84,2024-06-24,3.81,0.7874015748031444,5.511811023622035,27.290076335877867,False,-3.0303,0.5599,2,2,2,100.0,13.378120266087073,16.59751037344398,7.212598425196856,0.7874015748031444,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
96,73.71859135030162,69.13004676174887,000516,国际医学,bottom_area,2024-07-08,4.58,2024-07-08,4.55,0.6593406593406648,4.8351648351648295,28.571428571428577,False,-3.7815,0.5856,1,1,1,100.0,26.89969604863221,26.89969604863221,7.340659340659335,0.6593406593406648,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
97,73.63349208356739,69.10664561145795,002698,博实股份,bottom_area,2024-07-08,11.48,2024-07-08,11.4,0.7017543859649129,3.6842105263157885,28.211586901763226,False,-3.6104,0.9872,2,2,2,100.0,10.627126943322317,11.142857142857146,7.298245614035087,0.7017543859649129,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
98,73.54797504906554,68.97101337463101,603190,亚通精工,bottom_area,2024-07-08,21.35,2024-07-08,21.21,0.6600660066006627,4.101838755304089,30.138339920948614,False,-3.3499,2.1149,2,2,2,100.0,9.386902525164045,9.45010183299389,7.339933993399337,0.6600660066006627,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
99,73.52111590923117,73.23048838353152,002571,德力股份,bottom_area,2024-07-08,3.83,2024-07-05,3.69,3.794037940379407,5.420054200542011,28.488372093023255,False,-0.7772,3.2702,2,2,2,100.0,20.649972513960012,28.291814946619215,4.205962059620593,3.794037940379407,历史2/2次成功; 当前距低点3.79%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
100,73.45739199828498,68.55919856267118,002335,科华数据,bottom_area,2024-07-08,19.45,2024-07-08,19.37,0.41300980898295453,3.2008260196179528,29.512372634643373,False,-2.5551,1.1481,1,1,1,100.0,10.596026490066222,10.596026490066222,7.586990191017046,0.41300980898295453,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
101,73.24378805490134,69.05884938717489,002541,鸿路钢构,bottom_area,2024-07-08,15.01,2024-07-08,14.87,0.9414929388029628,4.976462676529928,32.06943809958886,False,-3.7203,1.4774,2,2,2,100.0,13.308888643256175,13.438735177865608,7.058507061197037,0.9414929388029628,历史2/2次成功; 当前距低点0.94%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
102,73.17120581586336,68.35885633747672,000568,泸州老窖,bottom_area,2024-07-08,134.31,2024-07-08,133.69,0.46375944348867115,2.7526366968359692,32.291719422638636,False,-2.2276,0.554,1,1,1,100.0,10.141010046402663,10.141010046402663,7.536240556511328,0.46375944348867115,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
103,72.88697333022914,70.88220335370619,300751,迈为股份,bottom_area,2024-07-08,110.2,2024-07-08,107.46,2.5497859668714025,5.797506048762334,27.145762711864414,False,-2.3742,1.3439,1,1,1,100.0,9.439329882650446,9.439329882650446,5.4502140331285975,2.5497859668714025,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
104,72.88345339262237,68.00165068060424,300568,星源材质,bottom_area,2024-07-08,7.6,2024-07-08,7.57,0.39630118890355825,3.5667107001320946,27.21153846153846,False,-3.4307,1.605,1,1,1,100.0,17.608695652173925,17.608695652173925,7.603698811096442,0.39630118890355825,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
105,72.80532663960653,67.92761827768015,600976,健民集团,bottom_area,2024-07-08,45.7,2024-07-08,45.52,0.3954305799648499,5.470123022847089,31.85628742514969,False,-4.8115,1.2363,1,1,1,100.0,17.200000000000006,17.200000000000006,7.6045694200351495,0.3954305799648499,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
106,72.72855880625323,68.00884221311475,002430,杭氧股份,bottom_area,2024-07-08,19.62,2024-07-08,19.52,0.5122950819672204,3.0737704918032858,28.366972477064223,False,-2.3395,0.5989,1,1,1,100.0,8.854166666666677,8.854166666666677,7.4877049180327795,0.5122950819672204,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
107,72.49107821140703,67.23289806953471,300622,博士眼镜,bottom_area,2024-07-08,11.61,2024-07-05,11.6,0.0862068965517223,4.568965517241389,28.834355828220865,False,-3.6515,0.801,1,1,1,100.0,9.674461256304461,9.674461256304461,7.913793103448278,0.0862068965517223,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
108,72.48160859448691,67.53837438423643,002035,华帝股份,bottom_area,2024-07-08,6.11,2024-07-08,6.09,0.3284072249589567,3.6124794745484365,30.95238095238096,False,-3.0159,1.7317,1,1,1,100.0,14.285714285714274,14.285714285714274,7.671592775041043,0.3284072249589567,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
109,72.40254480380037,68.12370078740159,600256,广汇能源,bottom_area,2024-07-08,6.05,2024-07-08,6.0,0.8333333333333304,4.9999999999999964,27.710843373493983,False,-3.9683,1.7329,1,1,1,100.0,23.62204724409449,23.62204724409449,7.16666666666667,0.8333333333333304,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
110,72.39465700421479,67.31243313685393,688122,西部超导,bottom_area,2024-07-08,32.37,2024-07-08,32.3,0.21671826625387086,5.325077399380824,27.31773177317732,False,-5.0733,1.159,1,1,1,100.0,11.701885935014767,11.701885935014767,7.783281733746129,0.21671826625387086,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
111,72.14005101263,67.30068647540986,000068,华控赛格,bottom_area,2024-07-08,2.57,2024-07-08,2.56,0.3906249999999917,4.687500000000004,27.06552706552706,False,-3.7453,0.9655,1,1,1,100.0,13.7704918032787,13.7704918032787,7.609375000000009,0.3906249999999917,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-3.75%; 状态bottom_area; 底部未确认
112,71.97177888860442,67.58352357931399,301538,骏鼎达,bottom_area,2024-07-08,91.1,2024-07-08,90.44,0.7297655904467013,3.2286598850066364,31.882202304737522,False,-0.6543,7.9962,1,1,1,100.0,9.233274868454028,9.233274868454028,7.270234409553298,0.7297655904467013,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
113,71.9362179841663,66.79665466559119,688141,杰华特,bottom_area,2024-07-08,13.61,2024-07-08,13.59,0.14716703458424998,5.813097866078006,31.605435329642685,False,-3.8842,2.6461,1,1,1,100.0,8.076319916361745,8.076319916361745,7.85283296541575,0.14716703458424998,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
114,71.7436346085627,66.98425065717038,603197,保隆科技,bottom_area,2024-07-08,30.22,2024-07-08,30.09,0.43203722166832503,3.5227650382186733,29.74550548680831,False,-3.758,1.5164,3,4,3,75.0,16.74352431491484,20.16154085119603,7.567962778331674,0.43203722166832503,历史3/4次成功; 当前距低点0.43%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
115,71.48979002529103,67.44592311476951,688186,广大特材,bottom_area,2024-07-08,9.34,2024-07-08,9.25,0.9729729729729714,3.9999999999999916,28.7913779830639,False,-2.5052,1.0856,1,1,1,100.0,11.474739210472489,11.474739210472489,7.027027027027029,0.9729729729729714,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
116,71.46027362378233,67.41903248650085,002438,江苏神通,bottom_area,2024-07-08,10.37,2024-07-05,10.27,0.9737098344693248,3.3106134371957143,28.332170272156322,False,-1.6129,0.9384,1,1,1,100.0,11.33919843597263,11.33919843597263,7.026290165530676,0.9737098344693248,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
117,71.33720019154138,67.42220933656742,688060,云涌科技,bottom_area,2024-07-08,28.45,2024-07-05,28.15,1.0657193605683863,4.760213143872114,31.840193704600484,False,-2.7683,0.626,2,3,2,66.66666666666666,11.534316193530483,14.937434827945786,6.9342806394316145,1.0657193605683863,历史2/3次成功; 当前距低点1.07%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
118,70.92242717815222,66.92642962401585,000921,海信家电,bottom_area,2024-07-08,28.7,2024-07-05,28.42,0.9852216748768388,3.5186488388458828,32.49406175771971,False,-1.3407,1.1553,1,1,1,100.0,8.831908831908846,8.831908831908846,7.014778325123161,0.9852216748768388,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
119,70.88638915542697,66.17138794567488,300741,华宝股份,confirmed_rebound,2024-07-08,14.27,2024-07-08,14.21,0.422237860661497,8.09289232934552,31.286266924564792,False,-2.8591,0.3226,1,1,1,100.0,8.0865068171133,8.0865068171133,7.577762139338503,0.422237860661497,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-2.86%; 状态confirmed_rebound; 底部未确认
120,70.08823107061357,70.8515192581326,000524,岭南控股,confirmed_rebound,2024-07-08,8.02,2024-06-24,7.67,4.563233376792694,9.778357235984354,28.116213683223997,True,-1.836,0.6299,2,2,2,100.0,18.31016858720398,21.550094517958406,3.436766623207306,4.563233376792694,历史2/2次成功; 当前距低点4.56%; 最新日涨幅-1.84%; 状态confirmed_rebound; 底部已确认
121,69.96756992349195,70.18356474962913,688333,铂力特,bottom_area,2024-07-08,47.57,2024-07-03,45.67,4.160280271513025,7.9045325158747515,27.009749081029245,True,-3.1752,0.9064,2,2,2,100.0,9.779590154187225,11.008064516129037,3.8397197284869753,4.160280271513025,历史2/2次成功; 当前距低点4.16%; 最新日涨幅-3.18%; 状态bottom_area; 底部已确认
122,69.69869358659052,65.69662401364897,601933,永辉超市,bottom_area,2024-07-08,2.18,2024-07-08,2.16,0.9259259259259267,4.16666666666666,29.64169381107491,False,-3.5398,1.2227,1,1,1,100.0,11.70825335892515,11.70825335892515,7.074074074074073,0.9259259259259267,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
123,69.52449630831981,69.40394472534797,688200,华峰测控,bottom_area,2024-07-08,87.97,2024-07-05,84.66,3.909756673753842,6.74462556106781,28.13242784380306,False,-0.5876,0.7499,1,1,1,100.0,18.16231151347698,18.16231151347698,4.090243326246158,3.909756673753842,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
124,69.05705318535118,65.91585218136701,300558,贝达药业,bottom_area,2024-07-08,31.51,2024-07-05,31.02,1.5796260477111606,6.73758865248227,30.635062611806795,False,-4.0791,1.1868,2,3,2,66.66666666666666,19.95017690043977,25.688589094997194,6.4203739522888394,1.5796260477111606,历史2/3次成功; 当前距低点1.58%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
125,68.75087671232878,63.6582191780822,300448,浩云科技,confirmed_rebound,2024-07-08,4.31,2024-07-08,4.31,0.0,10.208816705336437,27.80569514237856,False,-12.22,15.2362,1,1,1,100.0,11.87214611872147,11.87214611872147,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-12.22%; 状态confirmed_rebound; 底部未确认
126,67.36074348537416,63.244936160824295,600141,兴发集团,bottom_area,2024-07-08,18.12,2024-07-08,17.99,0.7226236798221377,4.724847137298507,27.547321788159486,False,-2.5282,0.8883,2,3,2,66.66666666666666,24.70887894705429,36.58969804618119,7.277376320177862,0.7226236798221377,历史2/3次成功; 当前距低点0.72%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
127,65.33380172625647,61.04735818890637,688262,国芯科技,bottom_area,2024-07-08,14.88,2024-07-08,14.81,0.47265361242403975,6.549628629304516,32.466940264477884,False,-4.3087,2.4081,2,3,2,66.66666666666666,20.044848164336123,27.063197026022312,7.52734638757596,0.47265361242403975,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
128,65.02842523721145,60.84393848843115,002705,新宝股份,bottom_area,2024-07-08,12.97,2024-07-08,12.9,0.5426356589147309,2.480620155038762,28.53185595567867,False,-2.3343,0.5337,2,3,2,66.66666666666666,9.593984538118622,10.808080808080812,7.4573643410852695,0.5426356589147309,历史2/3次成功; 当前距低点0.54%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
129,65.01870198431757,60.727560346374034,300593,新雷能,bottom_area,2024-07-08,8.91,2024-07-08,8.87,0.4509582863585223,4.509582863585123,28.9831865492394,False,-4.5016,1.8882,2,3,2,66.66666666666666,18.059562218305352,25.499655410062033,7.549041713641477,0.4509582863585223,历史2/3次成功; 当前距低点0.45%; 最新日涨幅-4.50%; 状态bottom_area; 底部未确认
130,64.40835417240261,60.32813500578096,002735,王子新材,bottom_area,2024-07-08,8.41,2024-07-08,8.36,0.5980861244019223,5.502392344497618,27.177700348432065,False,-3.9954,3.2031,2,3,2,66.66666666666666,17.71561668145519,21.043478260869563,7.401913875598078,0.5980861244019223,历史2/3次成功; 当前距低点0.60%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
131,63.33620267652455,59.78667411307832,601966,玲珑轮胎,bottom_area,2024-07-08,17.14,2024-07-05,16.97,1.0017678255745535,2.9463759575721866,31.434343434343436,False,-1.4943,0.6016,1,2,1,50.0,22.476907287033857,22.476907287033857,6.998232174425446,1.0017678255745535,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
132,54.4117969999618,50.827601399737176,000779,甘咨询,bottom_area,2024-07-08,6.58,2024-07-08,6.55,0.45801526717557633,4.274809160305348,32.264736297828335,False,-3.9416,1.2658,1,2,1,50.0,17.69825918762089,17.69825918762089,7.541984732824424,0.45801526717557633,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
133,51.704441255206994,48.80193030071535,300496,中科创达,bottom_area,2024-07-08,41.55,2024-07-08,41.14,0.9965969859017904,7.194944093339817,28.92190739460954,False,-5.9103,5.1536,1,2,1,50.0,13.409523809523808,13.409523809523808,7.00340301409821,0.9965969859017904,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-5.91%; 状态bottom_area; 底部未确认
