rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.6967647969988,87.00007672634271,000957,中通客车,bottom_area,2024-01-22,8.14,2024-01-18,7.82,4.092071611253201,8.95140664961636,28.125,True,1.3699,3.4106,3,3,3,100.0,132.3344468028054,354.54545454545456,10.907928388746798,4.092071611253201,历史3/3次成功; 当前距低点4.09%; 最新日涨幅1.37%; 状态bottom_area; 底部已确认
73,73.68235579258945,65.2865475532102,603348,文灿股份,bottom_area,2024-01-22,28.13,2024-01-22,27.85,1.005385996409327,7.6481149012567275,31.572481572481575,False,-5.4136,1.2802,2,4,2,50.0,28.97219153238415,31.539888682745836,13.994614003590671,1.005385996409327,历史2/4次成功; 当前距低点1.01%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
74,72.25168091126889,64.02452894219664,600418,江淮汽车,bottom_area,2024-01-22,13.0,2024-01-22,12.87,1.0101010101010162,6.682206682206691,29.44078947368421,False,-4.4118,2.3032,2,4,2,50.0,22.244942178639526,24.365079365079367,13.989898989898983,1.0101010101010162,历史2/4次成功; 当前距低点1.01%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
75,71.67113749608988,67.6904890392864,688296,和达科技,bottom_area,2024-01-22,13.91,2024-01-22,13.32,4.429429429429428,12.612612612612612,27.053669222343924,False,-6.5816,2.8373,1,1,1,100.0,25.535420098846778,25.535420098846778,10.570570570570572,4.429429429429428,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-6.58%; 状态bottom_area; 底部未确认
76,70.96718520561237,62.34275225769229,688107,安路科技,bottom_area,2024-01-22,29.5,2024-01-22,29.34,0.5453306066803004,6.850715746421273,29.130434782608695,False,-5.0837,0.6663,2,4,2,50.0,47.34465613399662,67.95615731785945,14.4546693933197,0.5453306066803004,历史2/4次成功; 当前距低点0.55%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
77,70.88142459346021,63.04287129869538,002036,联创电子,bottom_area,2024-01-22,7.54,2024-01-22,7.45,1.2080536912751658,10.469798657718124,27.45861733203505,False,-8.0488,3.1571,2,4,2,50.0,19.393729649477176,22.210743801652896,13.791946308724834,1.2080536912751658,历史2/4次成功; 当前距低点1.21%; 最新日涨幅-8.05%; 状态bottom_area; 底部未确认
78,70.78712510644687,62.996170181908774,002331,皖通科技,bottom_area,2024-01-22,7.35,2024-01-22,7.26,1.2396694214876014,6.887052341597796,27.617148554336985,False,-5.1613,2.8126,2,4,2,50.0,19.530196037099497,21.247892074199,13.760330578512397,1.2396694214876014,历史2/4次成功; 当前距低点1.24%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
79,70.53878024175214,62.60337896245694,002370,亚太药业,bottom_area,2024-01-22,3.7,2024-01-22,3.66,1.0928961748633887,7.923497267759563,29.206963249516438,False,-5.8524,2.3747,2,4,2,50.0,15.619259360997129,15.633423180592995,13.90710382513661,1.0928961748633887,历史2/4次成功; 当前距低点1.09%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
80,70.53634997528424,62.668,603273,天元智能,bottom_area,2024-01-22,20.23,2024-01-22,20.0,1.1500000000000021,8.000000000000007,30.747922437673125,False,-6.1253,14.0582,1,2,1,50.0,201.34228187919464,201.34228187919464,13.849999999999998,1.1500000000000021,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-6.13%; 状态bottom_area; 底部未确认
81,70.06274967032965,62.728357142857135,300420,五洋自控,bottom_area,2024-01-22,2.6,2024-01-22,2.56,1.5625000000000013,8.203124999999998,27.683615819209038,False,-6.1372,1.7025,2,4,2,50.0,22.047619047619047,22.666666666666657,13.437499999999996,1.5625000000000013,历史2/4次成功; 当前距低点1.56%; 最新日涨幅-6.14%; 状态bottom_area; 底部未确认
82,69.26151864406779,61.915600000000005,688246,嘉和美康,bottom_area,2024-01-22,25.37,2024-01-22,25.0,1.480000000000004,9.439999999999998,28.591830905455577,False,-7.0355,0.852,1,2,1,50.0,58.0508474576271,58.0508474576271,13.519999999999996,1.480000000000004,历史1/2次成功; 当前距低点1.48%; 最新日涨幅-7.04%; 状态bottom_area; 底部未确认
83,67.77394473370474,60.071610234569484,688326,经纬恒润,bottom_area,2024-01-22,81.93,2024-01-22,81.1,1.023427866831088,6.017262638717645,31.561181434599163,False,-5.1077,1.315,1,2,1,50.0,34.48938586529221,34.48938586529221,13.97657213316891,1.023427866831088,历史1/2次成功; 当前距低点1.02%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
84,66.77156354234005,59.368021978022,002442,龙星科技,bottom_area,2024-01-22,5.1,2024-01-22,5.04,1.1904761904761827,9.920634920634921,28.712871287128717,False,-7.6087,4.1785,1,2,1,50.0,32.75434243176177,32.75434243176177,13.809523809523816,1.1904761904761827,历史1/2次成功; 当前距低点1.19%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
85,66.6031223787712,59.240568473936285,002366,融发核电,bottom_area,2024-01-22,4.18,2024-01-22,4.13,1.2106537530266301,7.263922518159801,28.670120898100176,False,-4.7836,1.3158,2,5,2,40.0,20.64977973568282,25.0,13.78934624697337,1.2106537530266301,历史2/5次成功; 当前距低点1.21%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
86,66.57772909881277,59.09455935446961,000701,厦门信达,bottom_area,2024-01-22,4.6,2024-01-22,4.55,1.098901098901095,9.670329670329679,27.083333333333336,False,-7.4447,3.2889,1,2,1,50.0,30.161579892280066,30.161579892280066,13.901098901098905,1.098901098901095,历史1/2次成功; 当前距低点1.10%; 最新日涨幅-7.44%; 状态bottom_area; 底部未确认
87,66.0838023880849,58.45772627816116,002761,浙江建投,bottom_area,2024-01-22,8.8,2024-01-22,8.72,0.9174311926605512,6.880733944954123,32.298136645962735,False,-5.5794,1.631,2,4,2,50.0,31.018652674339886,43.73730534867976,14.082568807339449,0.9174311926605512,历史2/4次成功; 当前距低点0.92%; 最新日涨幅-5.58%; 状态bottom_area; 底部未确认
88,66.02583688460207,58.42754480497585,688001,华兴源创,bottom_area,2024-01-22,25.86,2024-01-22,25.62,0.9367681498828979,6.947697111631528,29.226519337016576,False,-4.646,0.2816,2,4,2,50.0,31.093420358649794,35.3639240506329,14.063231850117102,0.9367681498828979,历史2/4次成功; 当前距低点0.94%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
89,65.43287967676696,58.4861344537815,688068,热景生物,bottom_area,2024-01-22,33.74,2024-01-22,33.25,1.473684210526322,8.541353383458656,32.82828282828283,False,-5.7279,1.6436,1,2,1,50.0,31.484593837534998,31.484593837534998,13.526315789473678,1.473684210526322,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-5.73%; 状态bottom_area; 底部未确认
90,65.4137900913897,58.19841880396876,300602,飞荣达,bottom_area,2024-01-22,13.22,2024-01-22,13.06,1.225114854517612,11.485451761102603,27.88514632799558,False,-7.4878,2.356,1,2,1,50.0,26.890756302520995,26.890756302520995,13.774885145482388,1.225114854517612,历史1/2次成功; 当前距低点1.23%; 最新日涨幅-7.49%; 状态bottom_area; 底部未确认
91,64.98859580705015,57.68664760285442,300508,维宏股份,bottom_area,2024-01-22,22.95,2024-01-22,22.7,1.1013215859030838,9.603524229074889,29.173166926677062,False,-6.2883,2.8195,1,3,1,33.33333333333333,42.06627680311891,42.06627680311891,13.898678414096915,1.1013215859030838,历史1/3次成功; 当前距低点1.10%; 最新日涨幅-6.29%; 状态bottom_area; 底部未确认
92,64.79323252864329,56.829308755760366,300446,航天智造,bottom_area,2024-01-22,13.08,2024-01-22,13.02,0.46082949308756144,6.758832565284184,27.384272169548247,False,-6.2366,3.5822,1,2,1,50.0,51.92697768762679,51.92697768762679,14.539170506912438,0.46082949308756144,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-6.24%; 状态bottom_area; 底部未确认
93,64.49234227613609,57.250986970978715,605080,浙江自然,bottom_area,2024-01-22,19.2,2024-01-22,18.99,1.10584518167457,11.63770405476567,32.89752650176679,False,-8.3532,9.8799,1,2,1,50.0,20.335021425788852,20.335021425788852,13.894154818325429,1.10584518167457,历史1/2次成功; 当前距低点1.11%; 最新日涨幅-8.35%; 状态bottom_area; 底部未确认
94,64.46958123742458,57.57660714285716,688070,纵横股份,bottom_area,2024-01-22,28.4,2024-01-22,28.0,1.4285714285714235,9.64285714285714,29.648241206030146,False,-5.9603,1.7207,1,2,1,50.0,26.04166666666665,26.04166666666665,13.571428571428577,1.4285714285714235,历史1/2次成功; 当前距低点1.43%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
95,63.901067200252335,56.678632530080634,600386,北巴传媒,bottom_area,2024-01-22,3.81,2024-01-22,3.77,1.0610079575596827,8.222811671087534,28.867924528301884,False,-6.3882,1.4186,1,2,1,50.0,16.708229426433917,16.708229426433917,13.938992042440319,1.0610079575596827,历史1/2次成功; 当前距低点1.06%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
96,63.74962362639917,56.65825077577291,000729,燕京啤酒,bottom_area,2024-01-22,7.79,2024-01-22,7.7,1.168831168831167,5.714285714285719,27.76735459662289,False,-5.1157,0.7083,1,2,1,50.0,17.9203539823009,17.9203539823009,13.831168831168833,1.168831168831167,历史1/2次成功; 当前距低点1.17%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
97,62.90680374499148,56.219340659340666,000069,华侨城A,bottom_area,2024-01-22,2.77,2024-01-22,2.73,1.4652014652014667,6.593406593406599,28.534031413612563,False,-4.1522,0.7108,1,2,1,50.0,19.193548387096765,19.193548387096765,13.534798534798535,1.4652014652014667,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
98,62.76420197135725,56.14525923492793,688196,卓越新能,bottom_area,2024-01-22,30.8,2024-01-22,30.34,1.5161502966381044,6.526038233355308,29.04583723105706,False,-4.703,0.4533,1,2,1,50.0,19.41979522184301,19.41979522184301,13.483849703361894,1.5161502966381044,历史1/2次成功; 当前距低点1.52%; 最新日涨幅-4.70%; 状态bottom_area; 底部未确认
99,62.16454221782425,55.56336890663028,688321,微芯生物,bottom_area,2024-01-22,17.23,2024-01-22,16.98,1.4723203769140163,10.129564193168425,29.572791372874324,False,-7.1659,1.2874,1,2,1,50.0,15.754082612872244,15.754082612872244,13.527679623085984,1.4723203769140163,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-7.17%; 状态bottom_area; 底部未确认
100,61.93468046435637,55.90286364896835,000576,甘化科工,bottom_area,2024-01-22,7.66,2024-01-22,7.51,1.9973368841544654,9.720372836218381,30.20446096654275,False,-6.6991,1.0431,1,2,1,50.0,24.015009380863045,24.015009380863045,13.002663115845534,1.9973368841544654,历史1/2次成功; 当前距低点2.00%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
101,61.831895166247996,54.89045610092971,002589,瑞康医药,bottom_area,2024-01-22,2.74,2024-01-22,2.71,1.1070110701107103,7.749077490774907,27.925531914893615,False,-5.8419,2.0143,1,4,1,25.0,28.49162011173183,28.49162011173183,13.892988929889288,1.1070110701107103,历史1/4次成功; 当前距低点1.11%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
102,61.66222229996853,54.63056537102475,002009,天奇股份,bottom_area,2024-01-22,11.11,2024-01-22,11.0,0.9999999999999948,9.818181818181818,29.757343550447,False,-8.1818,2.7756,1,2,1,50.0,44.78798586572438,44.78798586572438,14.000000000000004,0.9999999999999948,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-8.18%; 状态bottom_area; 底部未确认
103,61.156934397785726,54.25715307332801,000670,盈方微,bottom_area,2024-01-22,5.65,2024-01-22,5.59,1.07334525939178,8.050089445438285,29.773869346733672,False,-5.6761,2.2509,1,3,1,33.33333333333333,23.28519855595668,23.28519855595668,13.92665474060822,1.07334525939178,历史1/3次成功; 当前距低点1.07%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
104,60.64489864830673,53.249851371773836,300655,晶瑞电材,bottom_area,2024-01-22,7.73,2024-01-22,7.69,0.5201560468140447,9.752925877763317,27.24692526017029,False,-7.4251,1.6105,1,2,1,50.0,31.482834185536895,31.482834185536895,14.479843953185956,0.5201560468140447,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-7.43%; 状态bottom_area; 底部未确认
105,60.45607772254916,53.918553282899005,603033,三维股份,bottom_area,2024-01-22,13.46,2024-01-22,13.28,1.3554216867469993,7.605421686746987,29.80972515856238,False,-5.8083,0.3773,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,13.644578313253,1.3554216867469993,历史1/3次成功; 当前距低点1.36%; 最新日涨幅-5.81%; 状态bottom_area; 底部未确认
106,60.32614960547733,53.167055500166185,300657,弘信电子,bottom_area,2024-01-22,15.41,2024-01-22,15.3,0.7189542483660093,10.326797385620903,31.23595505617977,False,-7.0567,2.3946,1,2,1,50.0,33.47457627118643,33.47457627118643,14.28104575163399,0.7189542483660093,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-7.06%; 状态bottom_area; 底部未确认
107,59.57912113410239,52.879448811747,300458,全志科技,bottom_area,2024-01-22,17.53,2024-01-22,17.34,1.0957324106113107,8.419838523644756,28.992628992629,False,-6.5067,2.1451,1,4,1,25.0,17.541498429789147,17.541498429789147,13.904267589388688,1.0957324106113107,历史1/4次成功; 当前距低点1.10%; 最新日涨幅-6.51%; 状态bottom_area; 底部未确认
108,59.440319862028566,52.571093364014764,300762,上海瀚讯,bottom_area,2024-01-22,11.12,2024-01-22,11.02,0.907441016333935,9.165154264972774,28.255208333333332,False,-6.7896,3.0806,1,2,1,50.0,32.580961727183514,32.580961727183514,14.092558983666065,0.907441016333935,历史1/2次成功; 当前距低点0.91%; 最新日涨幅-6.79%; 状态bottom_area; 底部未确认
109,59.387136879262,52.09081387363608,603078,江化微,bottom_area,2024-01-22,12.99,2024-01-22,12.93,0.46403712296984145,8.043310131477192,31.87565858798736,False,-6.8149,1.6262,1,2,1,50.0,24.563540397888758,24.563540397888758,14.535962877030158,0.46403712296984145,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
110,59.362628983095576,52.255563185369446,600071,凤凰光学,bottom_area,2024-01-22,16.9,2024-01-22,16.79,0.6551518761167328,8.814770696843361,28.55319148936171,False,-7.5492,1.9056,1,2,1,50.0,27.791986359761296,27.791986359761296,14.344848123883267,0.6551518761167328,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-7.55%; 状态bottom_area; 底部未确认
111,58.489098098832265,51.397405724619816,603229,奥翔药业,bottom_area,2024-01-22,10.73,2024-01-22,10.67,0.5623242736644846,7.7788191190253055,32.382762991128004,False,-6.2882,0.9228,1,3,1,33.33333333333333,41.48479427549196,41.48479427549196,14.437675726335513,0.5623242736644846,历史1/3次成功; 当前距低点0.56%; 最新日涨幅-6.29%; 状态bottom_area; 底部未确认
112,57.874105292130146,51.22885311871228,002279,久其软件,bottom_area,2024-01-22,5.3,2024-01-22,5.25,0.952380952380949,8.380952380952388,28.376534788540248,False,-8.4629,2.9643,1,2,1,50.0,25.915492957746476,25.915492957746476,14.047619047619051,0.952380952380949,历史1/2次成功; 当前距低点0.95%; 最新日涨幅-8.46%; 状态bottom_area; 底部未确认
113,57.50515641293014,50.00448383733056,002655,共达电声,bottom_area,2024-01-22,9.97,2024-01-22,9.97,0.0,12.036108324974917,27.962427745664737,False,-10.0181,4.3332,1,2,1,50.0,19.91657977059437,19.91657977059437,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
114,57.48714609338115,50.6666372348444,000401,金隅冀东,bottom_area,2024-01-22,5.59,2024-01-22,5.55,0.7207207207207215,5.765765765765772,27.165354330708663,False,-4.6075,0.6811,1,2,1,50.0,20.053120849933585,20.053120849933585,14.279279279279278,0.7207207207207215,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
115,57.47500604688816,50.62060909180944,002671,龙泉股份,bottom_area,2024-01-22,4.42,2024-01-22,4.39,0.6833712984054727,8.883826879271083,31.19122257053292,False,-6.9474,2.8347,1,2,1,50.0,19.347826086956534,19.347826086956534,14.316628701594528,0.6833712984054727,历史1/2次成功; 当前距低点0.68%; 最新日涨幅-6.95%; 状态bottom_area; 底部未确认
116,57.29744183389266,50.34447428082019,688047,龙芯中科,bottom_area,2024-01-22,86.78,2024-01-22,86.3,0.5561993047508736,7.844727694090378,30.599115400080418,False,-5.1585,1.0734,1,2,1,50.0,16.304347826086957,16.304347826086957,14.443800695249125,0.5561993047508736,历史1/2次成功; 当前距低点0.56%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
117,57.279363303925535,50.63859958625445,000837,秦川机床,bottom_area,2024-01-22,7.98,2024-01-22,7.91,0.884955752212393,8.59671302149178,27.431192660550458,False,-6.8845,2.3857,1,2,1,50.0,21.915584415584412,21.915584415584412,14.115044247787607,0.884955752212393,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-6.88%; 状态bottom_area; 底部未确认
118,57.26921361499431,50.47949425287357,300365,恒华科技,bottom_area,2024-01-22,5.55,2024-01-22,5.51,0.7259528130671513,9.437386569872967,28.719275549805957,False,-6.7227,2.0436,1,2,1,50.0,19.111111111111114,19.111111111111114,14.274047186932847,0.7259528130671513,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-6.72%; 状态bottom_area; 底部未确认
119,57.12109254982497,50.205856264028625,002617,露笑科技,bottom_area,2024-01-22,5.26,2024-01-22,5.23,0.5736137667303892,8.795411089866155,28.257887517146774,False,-7.231,1.1934,1,4,1,25.0,36.60589060308556,36.60589060308556,14.42638623326961,0.5736137667303892,历史1/4次成功; 当前距低点0.57%; 最新日涨幅-7.23%; 状态bottom_area; 底部未确认
120,57.0237463402791,50.330978747747714,300485,赛升药业,bottom_area,2024-01-22,8.84,2024-01-22,8.77,0.7981755986317023,7.1835803876853,27.219917012448143,False,-5.8573,1.4088,1,2,1,50.0,19.197952218430032,19.197952218430032,14.201824401368295,0.7981755986317023,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-5.86%; 状态bottom_area; 底部未确认
121,56.363638256010724,49.73546792032535,603158,腾龙股份,bottom_area,2024-01-22,7.71,2024-01-22,7.65,0.7843137254901908,7.058823529411754,29.622815087396496,False,-5.3988,2.9484,1,3,1,33.33333333333333,35.270805812417436,35.270805812417436,14.215686274509808,0.7843137254901908,历史1/3次成功; 当前距低点0.78%; 最新日涨幅-5.40%; 状态bottom_area; 底部未确认
122,56.237590514094386,49.76680484830875,603203,快克智能,bottom_area,2024-01-22,22.6,2024-01-22,22.39,0.9379187137114822,9.066547565877629,29.63544940289126,False,-6.6116,1.1219,1,2,1,50.0,17.877739331026522,17.877739331026522,14.062081286288516,0.9379187137114822,历史1/2次成功; 当前距低点0.94%; 最新日涨幅-6.61%; 状态bottom_area; 底部未确认
123,55.97681684426622,49.59020015733651,688282,理工导航,bottom_area,2024-01-22,28.38,2024-01-22,28.1,0.9964412811387814,9.786476868327401,29.75,False,-7.557,4.9965,1,2,1,50.0,17.645625152327572,17.645625152327572,14.003558718861218,0.9964412811387814,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-7.56%; 状态bottom_area; 底部未确认
124,55.77624548513429,48.840315806919435,603211,晋拓股份,bottom_area,2024-01-22,16.15,2024-01-22,16.09,0.3729024238657472,6.898694841516466,27.260397830018086,False,-1.5844,14.5294,1,3,1,33.33333333333333,15.200000000000008,15.200000000000008,14.62709757613425,0.3729024238657472,历史1/3次成功; 当前距低点0.37%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
125,54.650904071018864,48.37032029519026,300572,安车检测,bottom_area,2024-01-22,12.8,2024-01-22,12.68,0.9463722397476418,9.936908517350156,30.634573304157552,False,-6.9091,2.4876,1,4,1,25.0,31.306715063520883,31.306715063520883,14.053627760252358,0.9463722397476418,历史1/4次成功; 当前距低点0.95%; 最新日涨幅-6.91%; 状态bottom_area; 底部未确认
126,54.315718053728546,47.8910252336818,000665,湖北广电,bottom_area,2024-01-22,4.07,2024-01-22,4.04,0.7425742574257487,7.673267326732663,28.621908127208485,False,-5.787,1.1662,1,4,1,25.0,26.231691078561926,26.231691078561926,14.25742574257425,0.7425742574257487,历史1/4次成功; 当前距低点0.74%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
127,53.571866062848514,47.20562901484261,603160,汇顶科技,bottom_area,2024-01-22,56.81,2024-01-22,56.41,0.7090941322460658,6.860485729480597,29.487500000000004,False,-5.1586,0.6685,1,3,1,33.33333333333333,20.747474747474755,20.747474747474755,14.290905867753933,0.7090941322460658,历史1/3次成功; 当前距低点0.71%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
128,52.83551015642695,46.47291204345815,688356,键凯科技,bottom_area,2024-01-22,87.05,2024-01-22,86.52,0.6125751271382353,7.5936199722607585,32.31106243154436,False,-7.2258,0.6721,1,3,1,33.33333333333333,15.625,15.625,14.387424872861764,0.6125751271382353,历史1/3次成功; 当前距低点0.61%; 最新日涨幅-7.23%; 状态bottom_area; 底部未确认
129,50.92319797181718,45.098035104192334,000679,大连友谊,bottom_area,2024-01-22,5.16,2024-01-22,5.11,0.9784735812133037,9.980430528375729,27.72277227722772,False,-7.5269,3.7423,1,5,1,20.0,24.94061757719715,24.94061757719715,14.021526418786696,0.9784735812133037,历史1/5次成功; 当前距低点0.98%; 最新日涨幅-7.53%; 状态bottom_area; 底部未确认
