rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.94244793792005,82.36073532579053,300437,清水源,confirmed_rebound,2022-04-26,17.66,2022-04-26,17.35,1.7867435158501366,8.126801152737752,29.643146796431463,False,-1.1198,7.5548,5,5,5,100.0,22.01349753725175,30.330330330330323,6.213256484149864,1.7867435158501366,历史5/5次成功; 当前距低点1.79%; 最新日涨幅-1.12%; 状态confirmed_rebound; 底部未确认
72,75.64942728907285,70.17762640851795,002346,柘中股份,bottom_area,2022-04-26,10.25,2022-04-26,10.24,0.09765624999999792,4.296874999999996,32.23031105228325,False,-1.537,0.6288,1,1,1,100.0,15.431627196333075,15.431627196333075,7.902343750000002,0.09765624999999792,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
73,75.59849344914453,70.585832191163,001267,汇绿生态,bottom_area,2022-04-26,4.63,2022-04-26,4.61,0.43383947939261547,6.073752711496732,27.856025039123622,False,-3.7422,3.6848,2,2,2,100.0,15.29562475364604,20.930232558139547,7.566160520607385,0.43383947939261547,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
74,75.46352883280335,71.60752589119616,002780,三夫户外,confirmed_rebound,2022-04-26,10.34,2022-04-26,10.21,1.2732615083251615,11.45935357492654,28.04792107117688,False,-8.4145,4.045,1,1,1,100.0,18.121301775147938,18.121301775147938,6.726738491674839,1.2732615083251615,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-8.41%; 状态confirmed_rebound; 底部未确认
75,75.41739357250457,71.20783785664204,002545,东方铁塔,confirmed_rebound,2022-04-26,9.96,2022-04-26,9.86,1.014198782961475,10.243407707910748,29.521086490350257,False,-6.6542,2.9416,1,1,1,100.0,12.79683377308708,12.79683377308708,6.985801217038526,1.014198782961475,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-6.65%; 状态confirmed_rebound; 底部未确认
76,75.40247682161618,70.01989483099867,605300,佳禾食品,confirmed_rebound,2022-04-26,13.3,2022-04-26,13.28,0.1506024096385644,8.88554216867471,28.21621621621622,False,-9.8916,9.1714,2,2,2,100.0,18.99606626330428,29.440096327513547,7.849397590361436,0.1506024096385644,历史2/2次成功; 当前距低点0.15%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
77,75.24422621700708,70.20513835227543,605305,中际联合,bottom_area,2022-04-26,40.47,2022-04-26,40.31,0.3969238402381458,7.343091044405857,27.225130890052352,False,-5.8837,2.98,2,2,2,100.0,12.796369397948393,15.395207931699245,7.603076159761854,0.3969238402381458,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-5.88%; 状态bottom_area; 底部未确认
78,75.21262333224628,71.23137213988198,002368,太极股份,confirmed_rebound,2022-04-26,15.53,2022-04-26,15.35,1.172638436482083,10.749185667752444,30.511543684925307,False,-7.3942,2.4629,1,1,1,100.0,14.865525672371636,14.865525672371636,6.827361563517917,1.172638436482083,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-7.39%; 状态confirmed_rebound; 底部未确认
79,75.14889796479068,72.03669797767331,300400,劲拓股份,confirmed_rebound,2022-04-26,10.74,2022-04-26,10.55,1.8009478672985733,12.890995260663502,27.98634812286689,False,-9.596,2.986,2,2,2,100.0,10.230425350075594,10.487804878048774,6.199052132701427,1.8009478672985733,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-9.60%; 状态confirmed_rebound; 底部未确认
80,75.14720597014926,69.58074626865671,002676,顺威股份,bottom_area,2022-04-26,3.1,2022-04-26,3.1,0.0,5.483870967741932,29.38496583143507,False,-1.8987,1.1021,1,1,1,100.0,23.283582089552233,23.283582089552233,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
81,75.10406904752082,70.09636187796728,002418,康盛股份,bottom_area,2022-04-26,2.43,2022-04-26,2.42,0.41322314049587733,6.198347107438013,32.02247191011236,False,-3.9526,0.941,1,1,1,100.0,29.078014184397176,29.078014184397176,7.5867768595041225,0.41322314049587733,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
82,75.09046527593505,73.41087336602388,688229,博睿数据,bottom_area,2022-04-26,36.05,2022-04-26,35.06,2.8237307472903446,7.815173987450071,32.473035439137135,False,-0.0831,0.4245,2,2,2,100.0,9.725696074440098,11.21206614573869,5.176269252709656,2.8237307472903446,历史2/2次成功; 当前距低点2.82%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
83,75.04879969880666,70.05177320983819,688108,赛诺医疗,bottom_area,2022-04-26,4.8,2022-04-26,4.78,0.41841004184099523,5.857740585774045,32.67605633802816,False,-4.0,0.9007,2,2,2,100.0,12.235204866858322,15.175537938844846,7.581589958159005,0.41841004184099523,历史2/2次成功; 当前距低点0.42%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
84,75.02113864566455,69.85227210383933,000153,丰原药业,bottom_area,2022-04-26,6.93,2022-04-26,6.91,0.289435600578865,3.328509406657012,29.847715736040602,False,-0.5739,1.3665,1,1,1,100.0,16.03325415676959,16.03325415676959,7.710564399421135,0.289435600578865,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
85,75.01185105158322,69.45541764035482,001896,豫能控股,confirmed_rebound,2022-04-26,4.47,2022-04-26,4.47,0.0,12.080536912751679,27.43506493506494,False,-10.0604,1.5308,3,3,3,100.0,9.706546453520552,10.152284263959386,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态confirmed_rebound; 底部未确认
86,75.00355051546394,69.4477319587629,002255,海陆重工,bottom_area,2022-04-26,4.2,2022-04-26,4.2,0.0,6.904761904761905,27.33564013840831,False,-10.0642,2.9775,1,1,1,100.0,32.783505154639194,32.783505154639194,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
87,74.90694912420383,69.35828622611466,000518,四环生物,bottom_area,2022-04-26,2.92,2022-04-26,2.92,0.0,7.876712328767123,32.093023255813954,False,-7.8864,3.3319,2,2,2,100.0,15.635947452229296,17.834394904458602,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-7.89%; 状态bottom_area; 底部未确认
88,74.88446393559178,69.48229100707624,601606,长城军工,confirmed_rebound,2022-04-26,9.24,2022-04-26,9.23,0.10834236186348632,8.125677139761645,30.8095952023988,False,-9.8537,3.6821,2,2,2,100.0,15.587696731854795,18.886462882096076,7.891657638136514,0.10834236186348632,历史2/2次成功; 当前距低点0.11%; 最新日涨幅-9.85%; 状态confirmed_rebound; 底部未确认
89,74.7966400756528,70.3137505020485,300505,川金诺,confirmed_rebound,2022-04-26,29.45,2022-04-26,29.22,0.7871321013004806,12.525667351129377,32.09388798512666,False,-8.6538,12.2403,2,2,2,100.0,28.378557489320507,39.35656836461126,7.212867898699519,0.7871321013004806,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-8.65%; 状态confirmed_rebound; 底部未确认
90,74.73333689166377,70.57039633989616,002733,雄韬股份,confirmed_rebound,2022-04-26,9.9,2022-04-26,9.8,1.0204081632653024,8.46938775510204,32.3671497584541,False,-5.9829,2.555,1,1,1,100.0,9.445843828715354,9.445843828715354,6.979591836734697,1.0204081632653024,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-5.98%; 状态confirmed_rebound; 底部未确认
91,74.70228839947119,70.92475349094147,688156,路德科技,confirmed_rebound,2022-04-26,14.78,2022-04-26,14.59,1.302261823166549,11.10349554489377,28.021706956092746,False,-7.3354,2.6491,1,1,1,100.0,14.805970149253733,14.805970149253733,6.697738176833451,1.302261823166549,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-7.34%; 状态confirmed_rebound; 底部未确认
92,74.61922699515371,69.09187684736455,000695,滨海能源,bottom_area,2022-04-26,7.35,2022-04-26,7.35,0.0,6.938775510204091,30.39772727272728,False,-5.0388,0.826,2,2,2,100.0,14.203638964325545,20.174346201743475,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
93,74.60348114290811,69.07729735454454,600331,宏达股份,confirmed_rebound,2022-04-26,2.86,2022-04-26,2.86,0.0,10.139860139860142,28.320802005012542,False,-10.0629,4.6762,2,2,2,100.0,24.34030835776635,40.221402214022135,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态confirmed_rebound; 底部未确认
94,74.57995924370469,75.86988917251438,603185,弘元绿能,confirmed_rebound,2022-04-26,107.0,2022-04-25,102.01,4.89167728654053,9.793157533575133,28.151852373573732,True,4.8917,2.7482,1,1,1,100.0,43.51028702057404,43.51028702057404,3.108322713459471,4.89167728654053,历史1/1次成功; 当前距低点4.89%; 最新日涨幅4.89%; 状态confirmed_rebound; 底部已确认
95,74.5362877607978,69.93128861907883,603230,内蒙新华,bottom_area,2022-04-26,10.29,2022-04-26,10.22,0.6849315068493005,5.772994129158511,29.85586822237474,False,-4.1007,4.5463,1,1,1,100.0,31.521142229544196,31.521142229544196,7.315068493150701,0.6849315068493005,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
96,74.53549200929014,70.25801852830233,000012,南玻A,confirmed_rebound,2022-04-26,5.44,2022-04-26,5.39,0.9276437847866551,8.534322820037106,29.265091863517068,False,-4.0564,2.2837,1,1,1,100.0,46.467991169977914,46.467991169977914,7.072356215213345,0.9276437847866551,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-4.06%; 状态confirmed_rebound; 底部未确认
97,74.35211277793694,69.64453021844001,601678,滨化股份,bottom_area,2022-04-26,5.03,2022-04-26,5.0,0.600000000000005,6.799999999999998,28.57142857142857,False,-4.7348,1.5464,2,2,2,100.0,12.271667841075399,15.789473684210535,7.399999999999995,0.600000000000005,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
98,74.3454617128409,69.78038950240331,603026,石大胜华,bottom_area,2022-04-26,85.6,2022-04-26,85.0,0.7058823529411699,7.482352941176471,27.41866621125438,False,-5.2678,3.5518,2,2,2,100.0,14.3000068124149,19.457422758100996,7.2941176470588305,0.7058823529411699,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
99,74.25559547898627,69.2395035961829,300745,欣锐科技,bottom_area,2022-04-26,24.78,2022-04-26,24.69,0.36452004860267256,7.452409882543538,27.275405007363773,False,-2.2485,4.8007,1,1,1,100.0,13.659189822564452,13.659189822564452,7.635479951397328,0.36452004860267256,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
100,74.2322220717671,71.15428571428572,002497,雅化集团,bottom_area,2022-04-26,23.21,2022-04-26,22.8,1.7982456140350884,7.4122807017543755,29.214529649177273,False,-5.4967,6.0527,1,1,1,100.0,11.904761904761903,11.904761904761903,6.201754385964912,1.7982456140350884,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-5.50%; 状态bottom_area; 底部未确认
101,74.22938045415681,70.05860959975561,600367,红星发展,confirmed_rebound,2022-04-26,16.26,2022-04-26,16.1,0.9937888198757772,8.012422360248442,30.573523070288918,False,-5.8483,5.8613,3,3,3,100.0,12.873376930496699,15.023201856148493,7.0062111801242235,0.9937888198757772,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-5.85%; 状态confirmed_rebound; 底部未确认
102,74.15616845436917,69.07930756084627,605177,东亚药业,bottom_area,2022-04-26,19.18,2022-04-26,19.12,0.31380753138074646,3.87029288702928,27.79456193353474,False,-2.1429,1.7455,1,1,1,100.0,12.17628350749659,12.17628350749659,7.686192468619253,0.31380753138074646,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
103,74.1236127770084,68.85361866921491,300483,首华燃气,confirmed_rebound,2022-04-26,12.02,2022-04-26,12.0,0.16666666666666313,8.333333333333332,27.22862340812613,False,-5.205,3.8888,2,2,2,100.0,12.922681017284448,14.124293785310735,7.833333333333337,0.16666666666666313,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-5.21%; 状态confirmed_rebound; 底部未确认
104,74.06155874873991,69.30894535309885,600307,酒钢宏兴,bottom_area,2022-04-26,1.82,2022-04-26,1.81,0.5524861878453043,4.972375690607727,30.384615384615387,False,-2.6738,1.813,1,1,1,100.0,16.33663366336634,16.33663366336634,7.447513812154696,0.5524861878453043,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
105,73.73894571395121,68.75303035274815,300601,康泰生物,bottom_area,2022-04-26,61.17,2022-04-26,60.95,0.3609515996718603,5.775225594749788,27.05840114887506,False,-2.4402,1.3256,1,1,1,100.0,10.999999999999998,10.999999999999998,7.639048400328139,0.3609515996718603,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
106,73.70728810498352,68.71346448862697,002273,水晶光电,bottom_area,2022-04-26,8.52,2022-04-26,8.49,0.3533568904593564,6.595995288574799,28.05084745762712,False,-1.1601,2.578,1,1,1,100.0,10.694183864915576,10.694183864915576,7.646643109540643,0.3533568904593564,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
107,73.70022940226171,68.24095315024232,300736,百邦科技,confirmed_rebound,2022-04-26,8.81,2022-04-26,8.81,0.0,30.0794551645857,31.599378881987576,False,-19.9818,6.958,1,1,1,100.0,36.51050080775442,36.51050080775442,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.98%; 状态confirmed_rebound; 底部未确认
108,73.67813052048524,68.59796148693827,300696,爱乐达,confirmed_rebound,2022-04-26,35.0,2022-04-26,34.9,0.28653295128940237,11.117478510028661,28.04123711340206,False,-7.919,2.165,2,2,2,100.0,13.01750868751671,17.0,7.713467048710598,0.28653295128940237,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-7.92%; 状态confirmed_rebound; 底部未确认
109,73.67402392998092,69.4711117474991,603208,江山欧派,bottom_area,2022-04-26,50.13,2022-04-26,49.66,0.946435763189702,6.121627064035454,27.503649635036503,False,-5.5932,1.1895,2,2,2,100.0,15.58594240629895,20.717539863325737,7.053564236810297,0.946435763189702,历史2/2次成功; 当前距低点0.95%; 最新日涨幅-5.59%; 状态bottom_area; 底部未确认
110,73.63466967895363,68.18024970273484,600955,维远股份,bottom_area,2022-04-26,26.62,2022-04-26,26.62,0.0,5.897821187077387,28.479312197743145,False,-5.7699,2.4819,1,1,1,100.0,25.969084423305596,25.969084423305596,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
111,73.51201279993013,68.70105661607563,002234,民和股份,confirmed_rebound,2022-04-26,14.6,2022-04-26,14.53,0.4817618719889903,8.05230557467309,32.00748713149275,False,-6.5899,8.707,1,1,1,100.0,32.63157894736842,32.63157894736842,7.518238128011009,0.4817618719889903,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.59%; 状态confirmed_rebound; 底部未确认
112,73.4470014362794,68.4309366439559,601222,林洋能源,bottom_area,2022-04-26,6.21,2022-04-26,6.19,0.3231017770597669,5.977382875605803,32.57080610021786,False,-2.0505,1.7382,1,1,1,100.0,8.804347826086962,8.804347826086962,7.676898222940233,0.3231017770597669,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
113,73.427193313353,69.04814024505777,300678,中科信息,bottom_area,2022-04-26,13.8,2022-04-26,13.69,0.8035062089116233,7.742878013148287,27.18085106382979,False,-3.429,3.2425,2,2,2,100.0,11.559862372990715,13.789581205311558,7.196493791088376,0.8035062089116233,历史2/2次成功; 当前距低点0.80%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
114,73.41194414795245,68.92215786422575,300697,电工合金,confirmed_rebound,2022-04-26,8.4,2022-04-26,8.34,0.7194244604316606,9.232613908872898,27.792207792207797,False,-1.9837,1.2992,2,2,2,100.0,9.851858247365245,10.717230008244014,7.28057553956834,0.7194244604316606,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-1.98%; 状态confirmed_rebound; 底部未确认
115,73.38401697233812,68.5780987038698,603169,兰石重装,confirmed_rebound,2022-04-26,6.29,2022-04-26,6.26,0.47923322683706465,8.46645367412141,27.79700115340254,False,-5.4135,1.9961,2,2,2,100.0,15.272851941173688,22.055137844611526,7.520766773162936,0.47923322683706465,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-5.41%; 状态confirmed_rebound; 底部未确认
116,73.36684670925645,71.15277401378658,300757,罗博特科,confirmed_rebound,2022-04-26,29.36,2022-04-25,28.67,2.406696895709793,11.47540983606557,27.34414597060314,True,-1.806,0.7757,1,1,1,100.0,10.161521161316717,10.161521161316717,5.593303104290206,2.406696895709793,历史1/1次成功; 当前距低点2.41%; 最新日涨幅-1.81%; 状态confirmed_rebound; 底部已确认
117,73.24047535221388,68.25539390454281,600992,贵绳股份,bottom_area,2022-04-26,8.96,2022-04-26,8.93,0.3359462486002367,4.815229563269874,27.80921584478577,False,-1.5385,3.5924,1,1,1,100.0,8.018018018018024,8.018018018018024,7.664053751399763,0.3359462486002367,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
118,73.19975870032611,68.82750827374821,300354,东华测试,confirmed_rebound,2022-04-26,20.2,2022-04-26,20.04,0.7984031936127752,11.177644710578853,27.601156069364162,False,-7.2118,0.9277,1,1,1,100.0,37.19283631820073,37.19283631820073,7.201596806387226,0.7984031936127752,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-7.21%; 状态confirmed_rebound; 底部未确认
119,73.14466666666667,67.72654320987654,002278,神开股份,confirmed_rebound,2022-04-26,4.67,2022-04-26,4.67,0.0,8.779443254817991,27.484472049689444,False,-10.0193,5.2175,1,1,1,100.0,33.74485596707818,33.74485596707818,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态confirmed_rebound; 底部未确认
120,73.10819887429643,67.69277673545966,002690,美亚光电,bottom_area,2022-04-26,20.45,2022-04-26,20.45,0.0,4.596577017114921,32.172470978441126,False,-2.0594,1.041,1,1,1,100.0,13.133208255159476,13.133208255159476,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
121,73.03617061844285,71.17585248744777,603197,保隆科技,confirmed_rebound,2022-04-26,28.19,2022-04-26,27.46,2.658412235979608,11.034231609613974,29.007238883143742,False,-7.6041,2.7453,2,2,2,100.0,16.113077341297156,20.16154085119603,5.3415877640203915,2.658412235979608,历史2/2次成功; 当前距低点2.66%; 最新日涨幅-7.60%; 状态confirmed_rebound; 底部未确认
122,72.99799837524112,68.59074448295272,300752,隆利科技,confirmed_rebound,2022-04-26,13.21,2022-04-26,13.11,0.7627765064836112,10.068649885583527,29.70509383378016,False,-5.8446,3.6192,2,2,2,100.0,18.816531815781463,21.807655194596325,7.237223493516389,0.7627765064836112,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-5.84%; 状态confirmed_rebound; 底部未确认
123,72.9592358806082,69.49045608905539,000777,中核科技,confirmed_rebound,2022-04-26,9.68,2022-04-26,9.54,1.4675052410901528,9.958071278826008,29.017857142857146,False,-6.7437,3.697,1,1,1,100.0,9.120258272800637,9.120258272800637,6.532494758909848,1.4675052410901528,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-6.74%; 状态confirmed_rebound; 底部未确认
124,72.94767700844318,68.44165024854787,002326,永太科技,confirmed_rebound,2022-04-26,22.03,2022-04-26,21.88,0.6855575868373041,10.05484460694698,31.086614173228348,False,-9.3416,7.5211,2,2,2,100.0,17.068395411488897,24.42922374429224,7.314442413162696,0.6855575868373041,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-9.34%; 状态confirmed_rebound; 底部未确认
125,72.88991731687433,68.47234657039711,601068,中铝国际,bottom_area,2022-04-26,4.03,2022-04-26,4.0,0.7500000000000062,4.499999999999993,29.701230228471005,False,-0.7389,0.5066,1,1,1,100.0,14.259927797833935,14.259927797833935,7.249999999999994,0.7500000000000062,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
126,72.88329008213036,73.51965694883502,300675,建科院,bottom_area,2022-04-26,15.25,2022-04-25,14.6,4.45205479452055,7.876712328767126,29.502655721873495,True,3.2498,5.0686,1,1,1,100.0,15.270655270655267,15.270655270655267,3.54794520547945,4.45205479452055,历史1/1次成功; 当前距低点4.45%; 最新日涨幅3.25%; 状态bottom_area; 底部已确认
127,72.83483669478792,68.33495656199786,000572,海马汽车,bottom_area,2022-04-26,4.41,2022-04-26,4.38,0.6849315068493208,6.392694063926946,31.132075471698116,False,-2.0,1.6802,1,1,1,100.0,12.723658051689855,12.723658051689855,7.3150684931506795,0.6849315068493208,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
128,72.82058823529414,67.4264705882353,603063,禾望电气,bottom_area,2022-04-26,22.06,2022-04-26,22.06,0.0,7.932910244786945,28.769777203745562,False,-5.4436,1.6801,1,1,1,100.0,21.916508538899436,21.916508538899436,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.44%; 状态bottom_area; 底部未确认
129,72.7731167998117,70.47466257668714,002274,华昌化工,confirmed_rebound,2022-04-26,8.34,2022-04-26,8.15,2.331288343558276,9.202453987730062,29.006968641114984,False,-7.8453,2.9133,1,1,1,100.0,24.999999999999993,24.999999999999993,5.668711656441724,2.331288343558276,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-7.85%; 状态confirmed_rebound; 底部未确认
130,72.65634725274727,67.27439560439561,002474,榕基软件,bottom_area,2022-04-26,4.94,2022-04-26,4.94,0.0,5.263157894736838,31.388888888888882,False,-3.1373,2.4982,1,1,1,100.0,21.0989010989011,21.0989010989011,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
131,72.6445818527279,68.1097882117882,002249,大洋电机,bottom_area,2022-04-26,4.65,2022-04-26,4.62,0.6493506493506547,6.49350649350649,31.958762886597935,False,-1.0638,2.3035,1,1,1,100.0,11.076923076923073,11.076923076923073,7.350649350649345,0.6493506493506547,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
132,72.64230332249798,67.43272499075815,600343,航天动力,confirmed_rebound,2022-04-26,7.58,2022-04-26,7.57,0.13210039630118608,8.454425363276098,27.904761904761905,False,-8.3434,1.6259,1,1,1,100.0,21.52641878669275,21.52641878669275,7.867899603698813,0.13210039630118608,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-8.34%; 状态confirmed_rebound; 底部未确认
133,72.52354113512311,67.15142697696584,605268,王力安防,confirmed_rebound,2022-04-26,8.62,2022-04-26,8.62,0.0,8.700696055684455,30.483870967741943,False,-7.6099,2.5627,2,2,2,100.0,13.98616654282708,19.692532942898985,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-7.61%; 状态confirmed_rebound; 底部未确认
134,72.493963206506,67.86184501152573,300669,沪宁股份,confirmed_rebound,2022-04-26,12.4,2022-04-26,12.33,0.5677210056772124,8.596918085969186,29.462242562929063,False,-5.0536,0.7413,2,2,2,100.0,12.506714540160004,16.257668711656432,7.432278994322789,0.5677210056772124,历史2/2次成功; 当前距低点0.57%; 最新日涨幅-5.05%; 状态confirmed_rebound; 底部未确认
135,72.46243968675107,67.66018126790945,002536,飞龙股份,bottom_area,2022-04-26,4.61,2022-04-26,4.59,0.4357298474945635,5.882352941176481,28.169014084507044,False,-3.1513,1.3136,1,1,1,100.0,16.256157635467986,16.256157635467986,7.564270152505436,0.4357298474945635,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
136,72.40470784902573,69.42485057847797,688262,国芯科技,confirmed_rebound,2022-04-26,28.61,2022-04-26,28.1,1.8149466192170747,19.003558718861196,29.714857428714346,False,-11.8064,13.4899,1,1,1,100.0,13.026499302649935,13.026499302649935,6.185053380782925,1.8149466192170747,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-11.81%; 状态confirmed_rebound; 底部未确认
137,72.39546440699894,67.0328374138879,000710,贝瑞基因,confirmed_rebound,2022-04-26,12.6,2022-04-26,12.6,0.0,12.53968253968254,32.87160362280234,False,-10.0,6.681,2,2,2,100.0,13.34858824670914,17.3469387755102,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
138,72.3068613411431,67.79868878796904,300612,宣亚国际,bottom_area,2022-04-26,15.4,2022-04-26,15.3,0.6535947712418277,7.058823529411754,27.72791686348607,False,-1.9733,7.5501,3,4,3,75.0,13.623036916131237,17.015706806282722,7.346405228758172,0.6535947712418277,历史3/4次成功; 当前距低点0.65%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
139,72.28439350599302,67.54949553336836,002156,通富微电,bottom_area,2022-04-26,12.6,2022-04-26,12.54,0.4784688995215351,5.661881977671459,29.629629629629633,False,-3.0023,1.1353,1,1,1,100.0,16.184971098265883,16.184971098265883,7.521531100478465,0.4784688995215351,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
140,72.2805374569875,67.10567538821529,000503,国新健康,bottom_area,2022-04-26,7.21,2022-04-26,7.2,0.13888888888888593,6.527777777777774,28.429423459244536,False,-5.2562,2.1691,1,1,1,100.0,9.63624760689215,9.63624760689215,7.861111111111114,0.13888888888888593,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-5.26%; 状态bottom_area; 底部未确认
141,72.26032336627136,67.92034914409496,688004,博汇科技,bottom_area,2022-04-26,21.96,2022-04-26,21.79,0.7801743919229083,7.939421753097752,30.31659737767829,False,-7.0673,1.2276,1,1,1,100.0,21.87713310580205,21.87713310580205,7.219825608077092,0.7801743919229083,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-7.07%; 状态bottom_area; 底部未确认
142,72.15260870733658,66.95076417313179,002149,西部材料,bottom_area,2022-04-26,9.03,2022-04-26,9.02,0.1108647450110841,5.543237250554324,32.07831325301205,False,-5.1471,1.8525,1,1,1,100.0,8.459869848156181,8.459869848156181,7.889135254988916,0.1108647450110841,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
143,72.10050467993048,67.25012149557953,688136,科兴制药,confirmed_rebound,2022-04-26,23.77,2022-04-26,23.68,0.380067567567567,10.64189189189189,29.649435531788466,False,-6.7843,5.1698,1,1,1,100.0,23.58427714856763,23.58427714856763,7.619932432432433,0.380067567567567,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-6.78%; 状态confirmed_rebound; 底部未确认
144,72.07901074570272,66.95438247011953,688101,三达膜,bottom_area,2022-04-26,12.02,2022-04-26,12.0,0.16666666666666313,6.999999999999999,27.007299270073,False,-4.1467,0.9222,1,1,1,100.0,9.163346613545821,9.163346613545821,7.833333333333337,0.16666666666666313,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
