rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.5308525883424,79.10363878904818,002481,双塔食品,bottom_area,2024-06-27,3.88,2024-06-27,3.87,0.25839793281653195,3.1007751937984525,27.25563909774436,False,-2.7569,1.1561,3,3,3,100.0,32.057989655214385,54.6583850931677,14.741602067183468,0.25839793281653195,历史3/3次成功; 当前距低点0.26%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
73,58.382508085468785,51.163754589214314,600975,新五丰,bottom_area,2024-06-27,7.24,2024-06-26,7.21,0.4160887656033322,6.657420249653264,30.4054054054054,False,-4.2328,3.5939,1,2,1,50.0,18.99159663865546,18.99159663865546,14.583911234396668,0.4160887656033322,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
74,57.93872543147544,52.750773940345375,688161,威高骨科,bottom_area,2024-06-27,19.98,2024-06-26,19.5,2.4615384615384635,6.6666666666666705,28.935860058309043,False,-3.8499,0.7895,1,4,1,25.0,33.591836734693864,33.591836734693864,12.538461538461537,2.4615384615384635,历史1/4次成功; 当前距低点2.46%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
75,57.01962800029103,53.84636174636177,300423,昇辉科技,bottom_area,2024-06-27,5.43,2024-06-26,5.2,4.4230769230769145,12.49999999999999,30.201342281879196,True,-2.6882,6.0543,1,2,1,50.0,23.28482328482329,23.28482328482329,10.576923076923086,4.4230769230769145,历史1/2次成功; 当前距低点4.42%; 最新日涨幅-2.69%; 状态bottom_area; 底部已确认
76,56.4794912495662,53.06797835529709,603336,宏辉果蔬,bottom_area,2024-06-27,3.01,2024-06-24,2.89,4.152249134948085,7.266435986159168,30.361445783132535,True,-1.9544,0.8955,1,2,1,50.0,15.780141843971643,15.780141843971643,10.847750865051914,4.152249134948085,历史1/2次成功; 当前距低点4.15%; 最新日涨幅-1.95%; 状态bottom_area; 底部已确认
77,55.51750985171457,51.148990887502954,000797,中国武夷,bottom_area,2024-06-27,2.33,2024-06-24,2.26,3.0973451327433756,5.309734513274342,28.25396825396826,False,-0.8511,1.2696,1,3,1,33.33333333333333,21.169916434540383,21.169916434540383,11.902654867256624,3.0973451327433756,历史1/3次成功; 当前距低点3.10%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
78,55.28209042553191,48.071382978723406,603326,我乐家居,bottom_area,2024-06-27,5.5,2024-06-27,5.5,0.0,3.4545454545454617,32.34932349323494,False,-1.4337,1.173,1,4,1,25.0,20.141843971631218,20.141843971631218,15.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
79,54.44204023526311,50.54860947904428,300631,久吾高科,bottom_area,2024-06-27,19.15,2024-06-26,18.5,3.513513513513506,6.05405405405406,27.07922743397714,False,-1.7445,0.6356,1,3,1,33.33333333333333,23.04347826086956,23.04347826086956,11.486486486486495,3.513513513513506,历史1/3次成功; 当前距低点3.51%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
80,53.85939385958991,50.003213811421,000401,金隅冀东,bottom_area,2024-06-27,4.13,2024-06-24,3.99,3.5087719298245528,5.513784461152875,27.848101265822784,False,-1.6667,0.5789,1,3,1,33.33333333333333,20.053120849933585,20.053120849933585,11.491228070175447,3.5087719298245528,历史1/3次成功; 当前距低点3.51%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
81,53.558459899574906,50.94804756833512,002183,怡亚通,bottom_area,2024-06-27,2.83,2024-06-26,2.7,4.81481481481481,9.25925925925926,27.419354838709676,True,-2.4138,0.8918,1,3,1,33.33333333333333,31.948881789137378,31.948881789137378,10.185185185185189,4.81481481481481,历史1/3次成功; 当前距低点4.81%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
82,53.08207227091372,46.68250380619112,002145,钛能化学,bottom_area,2024-06-27,3.33,2024-06-27,3.31,0.6042296072507558,4.531722054380662,30.462184873949578,False,-4.0346,1.3033,1,3,1,33.33333333333333,16.649537512846855,16.649537512846855,14.395770392749244,0.6042296072507558,历史1/3次成功; 当前距低点0.60%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
83,51.84525216154619,49.34028390191072,601828,美凯龙,bottom_area,2024-06-27,2.6,2024-06-24,2.48,4.8387096774193585,10.080645161290324,29.745042492917843,True,-4.4118,0.6215,1,3,1,33.33333333333333,33.81294964028779,33.81294964028779,10.16129032258064,4.8387096774193585,历史1/3次成功; 当前距低点4.84%; 最新日涨幅-4.41%; 状态bottom_area; 底部已确认
84,49.919777044723084,47.18847763168775,002555,三七互娱,bottom_area,2024-06-27,13.07,2024-06-25,12.51,4.476418864908078,6.7146282973621085,28.391528334287347,False,-2.024,2.2252,1,3,1,33.33333333333333,16.78160919540231,16.78160919540231,10.523581135091922,4.476418864908078,历史1/3次成功; 当前距低点4.48%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
