rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.98355123655777,75.91069558940534,300648,星云股份,bottom_area,2022-04-25,25.09,2022-04-25,25.09,0.0,7.214029493822236,31.82065217391304,False,-19.9936,8.8681,4,4,4,100.0,17.53062144841583,26.78362573099414,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态bottom_area; 底部未确认
73,71.1813754572868,65.97314540878037,688246,嘉和美康,confirmed_rebound,2022-04-25,19.71,2022-04-25,19.7,0.05076142131980489,10.203045685279196,32.534246575342465,False,-11.0158,2.0848,1,1,1,100.0,12.682158330051196,12.682158330051196,7.949238578680196,0.05076142131980489,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-11.02%; 状态confirmed_rebound; 底部未确认
74,71.14082378622625,66.0715250457112,002793,罗欣药业,confirmed_rebound,2022-04-25,6.35,2022-04-25,6.34,0.1577287066246023,10.410094637223978,30.93681917211329,False,-9.8011,1.2386,1,1,1,100.0,14.52229299363058,14.52229299363058,7.842271293375398,0.1577287066246023,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-9.80%; 状态confirmed_rebound; 底部未确认
75,71.0618961038961,65.79805194805195,002721,金一文化,confirmed_rebound,2022-04-25,2.78,2022-04-25,2.78,0.0,9.35251798561152,30.150753768844226,False,-10.0324,3.0229,1,1,1,100.0,23.376623376623378,23.376623376623378,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
76,71.05619887429644,65.79277673545967,002690,美亚光电,bottom_area,2022-04-25,20.88,2022-04-25,20.88,0.0,6.800766283524913,30.74626865671642,False,-6.7441,0.9757,1,1,1,100.0,13.133208255159476,13.133208255159476,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.74%; 状态bottom_area; 底部未确认
77,71.02269176978234,66.60009708737863,001213,中铁特货,confirmed_rebound,2022-04-25,4.59,2022-04-25,4.56,0.6578947368421107,9.429824561403523,28.861154446177856,False,-9.2885,6.8071,1,1,1,100.0,23.49514563106796,23.49514563106796,7.3421052631578885,0.6578947368421107,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-9.29%; 状态confirmed_rebound; 底部未确认
78,70.94630434103699,66.0560701652455,000153,丰原药业,confirmed_rebound,2022-04-25,6.97,2022-04-25,6.95,0.2877697841726557,10.071942446043169,29.441624365482227,False,-9.5979,2.1105,1,1,1,100.0,16.03325415676959,16.03325415676959,7.712230215827344,0.2877697841726557,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-9.60%; 状态confirmed_rebound; 底部未确认
79,70.88476524481112,68.99937959964674,605108,同庆楼,bottom_area,2022-04-25,15.4,2022-04-25,15.01,2.598267821452369,7.461692205196531,27.02965483714147,False,-5.1724,8.2624,1,1,1,100.0,10.12596899224806,10.12596899224806,5.401732178547631,2.598267821452369,历史1/1次成功; 当前距低点2.60%; 最新日涨幅-5.17%; 状态bottom_area; 底部未确认
80,70.60434725274726,65.3743956043956,002474,榕基软件,confirmed_rebound,2022-04-25,5.1,2022-04-25,5.1,0.0,10.196078431372559,29.166666666666675,False,-9.894,3.7162,1,1,1,100.0,21.0989010989011,21.0989010989011,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
81,70.56800464925222,65.69515401007364,002115,三维通信,confirmed_rebound,2022-04-25,3.57,2022-04-25,3.56,0.2808988764044884,10.393258426966295,27.34693877551021,False,-9.6203,1.9262,1,1,1,100.0,14.008620689655181,14.008620689655181,7.719101123595512,0.2808988764044884,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-9.62%; 状态confirmed_rebound; 底部未确认
82,70.53271382938831,65.45430983650496,002273,水晶光电,confirmed_rebound,2022-04-25,8.62,2022-04-25,8.61,0.1161440185830405,9.639953542392568,27.03389830508475,False,-9.9269,3.0683,1,1,1,100.0,10.694183864915576,10.694183864915576,7.88385598141696,0.1161440185830405,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
83,70.51545173745176,65.29208494208495,002802,洪汇新材,confirmed_rebound,2022-04-25,18.6,2022-04-25,18.6,0.0,12.84946236559138,27.90697674418604,False,-10.0145,3.9005,1,1,1,100.0,20.65637065637066,20.65637065637066,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
84,70.48795324675325,65.26662337662337,002047,宝鹰股份,confirmed_rebound,2022-04-25,2.8,2022-04-25,2.8,0.0,10.35714285714286,31.034482758620683,False,-9.9678,2.4929,1,1,1,100.0,20.51948051948051,20.51948051948051,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
85,70.46056821352664,66.12071156495396,300353,东土科技,confirmed_rebound,2022-04-25,7.24,2022-04-25,7.19,0.6954102920723202,9.735744089012508,29.647749510763212,False,-10.7275,3.1491,1,1,1,100.0,21.377672209026137,21.377672209026137,7.304589707927681,0.6954102920723202,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-10.73%; 状态confirmed_rebound; 底部未确认
86,70.45520200260152,65.57543194347785,300623,捷捷微电,confirmed_rebound,2022-04-25,18.62,2022-04-25,18.57,0.26925148088314865,9.20840064620356,32.595281306715066,False,-10.4808,1.7856,1,1,1,100.0,13.222179139201243,13.222179139201243,7.730748519116852,0.26925148088314865,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-10.48%; 状态confirmed_rebound; 底部未确认
87,70.34375951978711,65.48052288871351,002578,闽发铝业,confirmed_rebound,2022-04-25,3.63,2022-04-25,3.62,0.276243093922646,8.287292817679553,30.783938814531552,False,-9.25,2.0611,1,1,1,100.0,12.797619047619053,12.797619047619053,7.723756906077354,0.276243093922646,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-9.25%; 状态confirmed_rebound; 底部未确认
88,70.28665318435395,65.3919673141097,605122,四方新材,confirmed_rebound,2022-04-25,16.16,2022-04-25,16.12,0.24813895781637188,8.933002481389565,30.457290767903363,False,-9.7207,5.0368,1,1,1,100.0,11.977011494252876,11.977011494252876,7.751861042183627,0.24813895781637188,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-9.72%; 状态confirmed_rebound; 底部未确认
89,70.12673503449597,65.06378815768765,002149,西部材料,confirmed_rebound,2022-04-25,9.52,2022-04-25,9.51,0.10515247108306822,8.832807570977916,28.38855421686747,False,-9.9338,2.1153,1,1,1,100.0,8.459869848156181,8.459869848156181,7.894847528916932,0.10515247108306822,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
90,69.9947391002736,65.00741912219247,601222,林洋能源,confirmed_rebound,2022-04-25,6.34,2022-04-25,6.33,0.15797788309636315,9.636650868878363,31.045751633986924,False,-9.6866,2.2659,1,1,1,100.0,8.804347826086962,8.804347826086962,7.842022116903637,0.15797788309636315,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-9.69%; 状态confirmed_rebound; 底部未确认
91,69.9672206020342,65.13536108855588,605167,利柏特,confirmed_rebound,2022-04-25,7.15,2022-04-25,7.13,0.2805049088359111,8.274894810659186,28.413654618473906,False,-8.0977,3.4212,1,1,1,100.0,10.994152046783618,10.994152046783618,7.719495091164089,0.2805049088359111,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-8.10%; 状态confirmed_rebound; 底部未确认
92,69.96644499381954,64.78374536464771,600210,紫江企业,confirmed_rebound,2022-04-25,4.5,2022-04-25,4.5,0.0,8.444444444444441,31.61094224924012,False,-9.2742,2.8411,1,1,1,100.0,17.92336217552533,17.92336217552533,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.27%; 状态confirmed_rebound; 底部未确认
93,69.89705051569226,69.56306731470193,601666,平煤股份,confirmed_rebound,2022-04-25,13.83,2022-04-25,13.33,3.7509377344336086,8.252063015753935,29.61985216473073,False,-6.3643,3.2047,2,2,2,100.0,20.834437361347057,27.30923694779115,4.249062265566391,3.7509377344336086,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-6.36%; 状态confirmed_rebound; 底部未确认
94,69.88695493458611,65.08152775901664,002128,电投能源,confirmed_rebound,2022-04-25,13.5,2022-04-25,13.46,0.29717682020801744,9.13818722139672,30.331262939958588,False,-8.9069,1.8749,1,1,1,100.0,10.909090909090903,10.909090909090903,7.702823179791983,0.29717682020801744,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-8.91%; 状态confirmed_rebound; 底部未确认
95,69.84464664681605,65.8754427542797,002676,顺威股份,confirmed_rebound,2022-04-25,3.16,2022-04-25,3.13,0.9584664536741293,8.306709265175726,28.701594533029613,False,-7.8717,1.4349,1,1,1,100.0,23.283582089552233,23.283582089552233,7.04153354632587,0.9584664536741293,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-7.87%; 状态confirmed_rebound; 底部未确认
96,69.84154285714287,64.66809523809525,000798,中水渔业,confirmed_rebound,2022-04-25,7.49,2022-04-25,7.49,0.0,8.811748998664887,27.06913339824732,False,-9.976,6.4668,1,1,1,100.0,17.3015873015873,17.3015873015873,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
97,69.81186004516583,64.90169912154715,002080,中材科技,confirmed_rebound,2022-04-25,19.15,2022-04-25,19.11,0.20931449502877628,8.058608058608055,27.859569648924122,False,-7.7108,1.2047,1,1,1,100.0,8.865248226950355,8.865248226950355,7.790685504971225,0.20931449502877628,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-7.71%; 状态confirmed_rebound; 底部未确认
98,69.7644333719583,64.59669756662805,603192,汇得科技,confirmed_rebound,2022-04-25,23.81,2022-04-25,23.81,0.0,8.357832843343143,32.64497878359265,False,-9.9811,1.0296,1,1,1,100.0,16.917728852838945,16.917728852838945,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
99,69.74600048571156,64.86225428102277,600963,岳阳林纸,confirmed_rebound,2022-04-25,4.42,2022-04-25,4.41,0.22675736961450763,8.843537414965978,30.331753554502367,False,-9.7959,1.7095,1,1,1,100.0,8.866995073891633,8.866995073891633,7.773242630385492,0.22675736961450763,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-9.80%; 状态confirmed_rebound; 底部未确认
100,69.71528318394165,65.07669291338584,600149,廊坊发展,confirmed_rebound,2022-04-25,4.77,2022-04-25,4.75,0.4210526315789384,10.947368421052623,29.1044776119403,False,-7.3786,3.2322,1,1,1,100.0,12.401574803149604,12.401574803149604,7.578947368421061,0.4210526315789384,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-7.38%; 状态confirmed_rebound; 底部未确认
101,69.49740692589936,64.8614109926539,002601,龙佰集团,confirmed_rebound,2022-04-25,17.08,2022-04-25,17.01,0.4115226337448368,8.054085831863594,32.68698060941828,False,-9.0037,1.6097,1,1,1,100.0,11.127325793506023,11.127325793506023,7.588477366255164,0.4115226337448368,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-9.00%; 状态confirmed_rebound; 底部未确认
102,69.46590527119939,64.32028265851795,002346,柘中股份,confirmed_rebound,2022-04-25,10.41,2022-04-25,10.41,0.0,8.645533141210377,31.10522832561217,False,-9.8701,0.8217,1,1,1,100.0,15.431627196333075,15.431627196333075,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.87%; 状态confirmed_rebound; 底部未确认
103,69.45262288251882,65.10153307687456,601886,江河集团,confirmed_rebound,2022-04-25,4.74,2022-04-25,4.71,0.636942675159241,8.280254777070056,30.118694362017806,False,-8.8462,1.1734,1,1,1,100.0,15.181518151815196,15.181518151815196,7.363057324840759,0.636942675159241,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-8.85%; 状态confirmed_rebound; 底部未确认
104,69.39905914602078,64.68544767946615,688001,华兴源创,confirmed_rebound,2022-04-25,20.42,2022-04-25,20.35,0.3439803439803454,10.712530712530711,28.37029215065117,False,-8.6762,2.4173,1,1,1,100.0,9.353348729792147,9.353348729792147,7.656019656019655,0.3439803439803454,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-8.68%; 状态confirmed_rebound; 底部未确认
105,69.30359999999999,64.16999999999999,002827,高争民爆,confirmed_rebound,2022-04-25,8.72,2022-04-25,8.72,0.0,10.091743119266043,29.105691056910565,False,-10.0103,2.2452,1,1,1,100.0,14.623655913978487,14.623655913978487,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
106,69.18828099173554,64.06322314049586,000928,中钢国际,confirmed_rebound,2022-04-25,5.16,2022-04-25,5.16,0.0,9.883720930232553,30.081300813008127,False,-9.9476,1.4453,1,1,1,100.0,14.049586776859499,14.049586776859499,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态confirmed_rebound; 底部未确认
107,69.18293793103449,64.05827586206897,300455,航天智装,confirmed_rebound,2022-04-25,6.91,2022-04-25,6.91,0.0,8.248914616497833,30.060728744939276,False,-9.4364,0.919,1,1,1,100.0,14.022988505747136,14.022988505747136,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.44%; 状态confirmed_rebound; 底部未确认
108,68.92192842942347,63.81660039761432,000572,海马汽车,confirmed_rebound,2022-04-25,4.5,2022-04-25,4.5,0.0,10.222222222222221,29.24528301886793,False,-10.0,1.9328,1,1,1,100.0,12.723658051689855,12.723658051689855,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
109,68.83440859404448,63.735563513004145,002190,成飞集成,confirmed_rebound,2022-04-25,21.2,2022-04-25,21.2,0.0,9.386792452830198,30.944625407166125,False,-9.9788,1.5513,1,1,1,100.0,12.28797587636637,12.28797587636637,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
110,68.64298782775427,64.19562108843198,002139,拓邦股份,confirmed_rebound,2022-04-25,7.76,2022-04-25,7.72,0.5181347150259072,9.326424870466319,32.10202286719437,False,-8.8132,2.7267,1,1,1,100.0,8.854667949951876,8.854667949951876,7.481865284974093,0.5181347150259072,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-8.81%; 状态confirmed_rebound; 底部未确认
111,68.59113230769232,63.5103076923077,002249,大洋电机,confirmed_rebound,2022-04-25,4.7,2022-04-25,4.7,0.0,8.936170212765955,30.780559646539025,False,-9.2664,1.891,1,1,1,100.0,11.076923076923073,11.076923076923073,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.27%; 状态confirmed_rebound; 底部未确认
112,68.58945269188163,64.31305232921196,002567,唐人神,confirmed_rebound,2022-04-25,7.7,2022-04-25,7.65,0.6535947712418277,10.196078431372541,29.880843263061408,False,-8.3333,4.5182,1,1,1,100.0,11.146496815286627,11.146496815286627,7.346405228758172,0.6535947712418277,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-8.33%; 状态confirmed_rebound; 底部未确认
113,68.47928546018738,64.19421911421912,002654,万润科技,confirmed_rebound,2022-04-25,3.14,2022-04-25,3.12,0.6410256410256416,9.61538461538461,30.20134228187919,False,-8.1871,2.0648,1,1,1,100.0,10.353535353535358,10.353535353535358,7.358974358974359,0.6410256410256416,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-8.19%; 状态confirmed_rebound; 底部未确认
114,68.34186885245903,63.27950819672132,000809,和展能源,confirmed_rebound,2022-04-25,2.6,2022-04-25,2.6,0.0,11.153846153846155,28.767123287671232,False,-9.0909,2.3889,1,1,1,100.0,9.836065573770501,9.836065573770501,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.09%; 状态confirmed_rebound; 底部未确认
115,68.26348110831235,63.20692695214105,002733,雄韬股份,confirmed_rebound,2022-04-25,10.53,2022-04-25,10.53,0.0,11.016144349477685,27.329192546583858,False,-10.0,2.064,1,1,1,100.0,9.445843828715354,9.445843828715354,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
116,68.17762882876183,63.94026722519139,000753,漳州发展,confirmed_rebound,2022-04-25,3.03,2022-04-25,3.01,0.6644518272425255,8.970099667774088,27.81774580335732,False,-8.4592,1.7036,1,1,1,100.0,9.275362318840575,9.275362318840575,7.335548172757475,0.6644518272425255,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-8.46%; 状态confirmed_rebound; 底部未确认
117,68.1587505720824,63.10995423340962,000655,金岭矿业,confirmed_rebound,2022-04-25,5.8,2022-04-25,5.8,0.0,9.137931034482763,27.04402515723271,False,-9.9379,1.9606,1,1,1,100.0,8.924485125858116,8.924485125858116,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
118,68.13687616191903,63.08970014992503,002626,金达威,confirmed_rebound,2022-04-25,22.14,2022-04-25,22.14,0.0,10.659439927732608,28.741551335693593,False,-10.0,1.4752,1,1,1,100.0,8.815592203898044,8.815592203898044,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
119,68.0268188976378,62.98779527559055,601828,美凯龙,confirmed_rebound,2022-04-25,5.64,2022-04-25,5.64,0.0,10.283687943262414,32.455089820359284,False,-10.0478,1.7811,1,1,1,100.0,8.267716535433069,8.267716535433069,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态confirmed_rebound; 底部未确认
120,67.67363112714483,63.674256348246686,000697,炼石航空,confirmed_rebound,2022-04-25,6.05,2022-04-25,6.0,0.8333333333333304,9.999999999999993,27.360774818401936,False,-8.472,1.094,1,1,1,100.0,9.915356711003632,9.915356711003632,7.16666666666667,0.8333333333333304,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-8.47%; 状态confirmed_rebound; 底部未确认
121,67.06030109688388,63.18770382964944,605069,正和生态,confirmed_rebound,2022-04-25,14.45,2022-04-25,14.32,0.9078212290502723,10.055865921787706,27.1617497456765,False,-8.7753,3.9056,1,1,1,100.0,8.212560386473426,8.212560386473426,7.092178770949728,0.9078212290502723,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-8.78%; 状态confirmed_rebound; 底部未确认
122,63.59331885186434,58.88270264061512,002111,威海广泰,bottom_area,2022-04-25,7.8,2022-04-25,7.8,0.0,5.897435897435897,27.509293680297397,False,-6.6986,1.1153,2,3,2,66.66666666666666,14.871161150260495,15.227629513343796,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
123,62.896398601880755,63.24838963987658,300757,罗博特科,confirmed_rebound,2022-04-25,29.9,2022-04-25,28.67,4.290198814091373,11.47540983606557,27.34414597060314,False,-8.9802,1.0303,1,1,1,100.0,10.161521161316717,10.161521161316717,3.709801185908627,4.290198814091373,历史1/1次成功; 当前距低点4.29%; 最新日涨幅-8.98%; 状态confirmed_rebound; 底部未确认
124,57.691054224258764,54.53802897574125,002355,兴民智通,confirmed_rebound,2022-04-25,3.75,2022-04-25,3.71,1.078167115902966,10.242587601078164,28.653846153846157,False,-8.9806,1.5211,1,2,1,50.0,15.624999999999991,15.624999999999991,6.921832884097034,1.078167115902966,历史1/2次成功; 当前距低点1.08%; 最新日涨幅-8.98%; 状态confirmed_rebound; 底部未确认
125,57.13633466143204,53.31144969890727,000676,智度股份,bottom_area,2022-04-25,5.04,2022-04-25,5.02,0.3984063745020013,7.569721115537866,30.853994490358133,False,-8.6957,1.7117,1,2,1,50.0,30.321592649310862,30.321592649310862,7.6015936254979986,0.3984063745020013,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-8.70%; 状态bottom_area; 底部未确认
126,54.72421860378819,51.37863318696271,300337,银邦股份,confirmed_rebound,2022-04-25,5.59,2022-04-25,5.55,0.7207207207207215,10.450450450450452,28.754813863928113,False,-10.4167,3.2379,1,2,1,50.0,34.09610983981694,34.09610983981694,7.279279279279279,0.7207207207207215,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-10.42%; 状态confirmed_rebound; 底部未确认
127,52.90757522123894,48.98849557522124,000428,华天酒店,bottom_area,2022-04-25,3.41,2022-04-25,3.41,0.0,6.744868035190615,27.13675213675213,False,-10.0264,4.5616,1,2,1,50.0,14.454277286135685,14.454277286135685,8.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
128,52.81032649838113,49.02851283609297,002092,中泰化学,confirmed_rebound,2022-04-25,7.26,2022-04-25,7.25,0.13793103448275568,9.655172413793107,29.268292682926827,False,-9.9256,3.4798,1,2,1,50.0,14.317180616740096,14.317180616740096,7.8620689655172455,0.13793103448275568,历史1/2次成功; 当前距低点0.14%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
129,52.35798981009727,48.47962019453451,002007,华兰生物,bottom_area,2022-04-25,15.81,2022-04-25,15.81,0.0,6.135357368753957,32.2041166380789,False,-6.6706,1.5236,1,2,1,50.0,11.718388142658643,11.718388142658643,8.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-6.67%; 状态bottom_area; 底部未确认
130,51.445565217391305,47.63478260869565,002622,皓宸医疗,confirmed_rebound,2022-04-25,2.85,2022-04-25,2.85,0.0,8.421052631578938,30.487804878048774,False,-8.9457,1.6775,1,2,1,50.0,17.391304347826082,17.391304347826082,8.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-8.95%; 状态confirmed_rebound; 底部未确认
