rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.20156982630891,88.61358826235283,603185,弘元绿能,bottom_area,2024-07-05,16.32,2024-07-05,16.01,1.9362898188632023,2.6858213616489675,30.117852466171968,False,1.1152,0.7843,6,6,6,100.0,24.77596263097275,43.51028702057404,6.0637101811367975,1.9362898188632023,历史6/6次成功; 当前距低点1.94%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
73,78.712086968617,74.39391474326301,000568,泸州老窖,bottom_area,2024-07-05,137.37,2024-07-05,135.92,1.0668040023543388,3.2886992348440254,31.162319574575843,False,-1.5339,0.5719,1,1,1,100.0,10.141010046402663,10.141010046402663,6.933195997645661,1.0668040023543388,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
74,78.49438016176988,78.40938354004625,002803,吉宏股份,bottom_area,2024-07-05,11.07,2024-07-05,10.65,3.9436619718309847,4.413145539906092,27.796610169491526,False,2.5,1.7476,2,2,2,100.0,27.854477611940297,41.25000000000001,4.056338028169016,3.9436619718309847,历史2/2次成功; 当前距低点3.94%; 最新日涨幅2.50%; 状态bottom_area; 底部未确认
75,78.06282221093117,77.11099343459094,603308,应流股份,bottom_area,2024-07-05,11.99,2024-07-05,11.6,3.362068965517247,3.7931034482758577,30.120481927710852,False,1.3525,0.8763,2,2,2,100.0,13.744681053603557,14.186046511627906,4.637931034482754,3.362068965517247,历史2/2次成功; 当前距低点3.36%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
76,77.91985543307116,75.64574534341526,688186,广大特材,bottom_area,2024-07-05,9.58,2024-07-05,9.35,2.4598930481283467,2.887700534759354,28.021555042340268,False,1.2685,0.7879,1,1,1,100.0,11.474739210472489,11.474739210472489,5.540106951871654,2.4598930481283467,历史1/1次成功; 当前距低点2.46%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
77,77.85688260526774,76.02382328767123,600976,健民集团,bottom_area,2024-07-05,48.01,2024-07-05,46.72,2.7611301369862997,3.125000000000002,30.059880239520957,False,0.4183,1.2094,1,1,1,100.0,17.200000000000006,17.200000000000006,5.238869863013701,2.7611301369862997,历史1/1次成功; 当前距低点2.76%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
78,77.82774961515237,76.09359307359307,002572,索菲亚,bottom_area,2024-07-05,15.27,2024-07-05,14.85,2.828282828282828,3.232323232323235,31.058495821727018,False,0.9921,1.177,1,1,1,100.0,18.398268398268392,18.398268398268392,5.171717171717172,2.828282828282828,历史1/1次成功; 当前距低点2.83%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
79,77.24500500682035,75.23493316809774,002438,江苏神通,bottom_area,2024-07-05,10.54,2024-07-05,10.27,2.629016553067182,3.3106134371957143,28.332170272156322,False,1.0547,0.8851,1,1,1,100.0,11.33919843597263,11.33919843597263,5.370983446932819,2.629016553067182,历史1/1次成功; 当前距低点2.63%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
80,77.19335348275492,74.87190932659541,605123,派克新材,bottom_area,2024-07-05,50.52,2024-07-05,49.33,2.4123251571052196,2.9596594364484106,28.382694541231125,False,-0.0396,0.6483,2,2,2,100.0,12.537691853738242,15.71713589004656,5.5876748428947804,2.4123251571052196,历史2/2次成功; 当前距低点2.41%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
81,76.91605336148776,71.92943781375783,002541,鸿路钢构,bottom_area,2024-07-05,15.59,2024-07-05,15.51,0.515796260477112,4.061895551257258,29.145728643216085,False,-2.8055,0.9502,2,2,2,100.0,13.308888643256175,13.438735177865608,7.484203739522888,0.515796260477112,历史2/2次成功; 当前距低点0.52%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
82,76.82156792501723,76.39696165393013,002345,潮宏基,bottom_area,2024-07-05,4.75,2024-07-04,4.58,3.7117903930130987,4.803493449781654,30.28919330289194,False,2.1505,0.7129,1,1,1,100.0,30.859375,30.859375,4.288209606986902,3.7117903930130987,历史1/1次成功; 当前距低点3.71%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
83,76.66106225742001,76.12156461654304,001324,长青科技,bottom_area,2024-07-05,15.69,2024-07-05,15.14,3.632760898282688,3.830911492734478,29.54862726849697,False,1.1605,0.7417,2,2,2,100.0,11.743330454986909,13.057213057213065,4.367239101717312,3.632760898282688,历史2/2次成功; 当前距低点3.63%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
84,76.61558357743101,75.0712605042017,002035,华帝股份,bottom_area,2024-07-05,6.3,2024-07-04,6.12,2.9411764705882306,3.921568627450984,30.612244897959183,False,1.9417,2.1388,1,1,1,100.0,14.285714285714274,14.285714285714274,5.05882352941177,2.9411764705882306,历史1/1次成功; 当前距低点2.94%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
85,76.11492542118165,72.77918269230771,002430,杭氧股份,bottom_area,2024-07-05,20.09,2024-07-05,19.76,1.6700404858299507,2.631578947368419,27.486238532110086,False,-0.3472,0.7849,1,1,1,100.0,8.854166666666677,8.854166666666677,6.32995951417005,1.6700404858299507,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
86,75.82374872269597,75.73195241673629,000597,东北制药,bottom_area,2024-07-05,3.96,2024-06-24,3.81,3.937007874015746,5.511811023622035,27.290076335877867,False,2.0619,0.5519,2,2,2,100.0,13.378120266087073,16.59751037344398,4.0629921259842545,3.937007874015746,历史2/2次成功; 当前距低点3.94%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
87,75.75572822672277,72.51116102168467,688141,杰华特,bottom_area,2024-07-05,14.16,2024-07-05,13.92,1.7241379310344844,4.166666666666667,29.94464016104681,False,-1.4614,1.5768,1,1,1,100.0,8.076319916361745,8.076319916361745,6.275862068965515,1.7241379310344844,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
88,75.26370379327429,75.16264477508928,000516,国际医学,bottom_area,2024-07-05,4.76,2024-06-25,4.58,3.9301310043668063,6.55021834061135,28.100470957613815,False,1.2766,0.3533,1,1,1,100.0,26.89969604863221,26.89969604863221,4.069868995633194,3.9301310043668063,历史1/1次成功; 当前距低点3.93%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
89,75.16840371265803,75.66468887696911,603282,亚光股份,bottom_area,2024-07-05,16.1,2024-07-05,15.43,4.342190537913168,4.795852235904096,27.04491725768321,False,2.7441,0.9819,1,1,1,100.0,34.64991023339317,34.64991023339317,3.657809462086832,4.342190537913168,历史1/1次成功; 当前距低点4.34%; 最新日涨幅2.74%; 状态bottom_area; 底部未确认
90,74.80432106011904,76.1141470998397,300601,康泰生物,bottom_area,2024-07-05,15.62,2024-07-05,14.89,4.902619207521817,5.372733378106105,31.28749423165667,False,3.8564,1.2047,3,3,3,100.0,10.602789747255038,11.580726965342352,3.0973807924781833,4.902619207521817,历史3/3次成功; 当前距低点4.90%; 最新日涨幅3.86%; 状态bottom_area; 底部未确认
91,74.67990083732357,75.55682984694616,002571,德力股份,bottom_area,2024-07-05,3.86,2024-07-05,3.69,4.607046070460703,5.149051490514904,28.488372093023255,False,1.0471,4.3726,2,2,2,100.0,20.649972513960012,28.291814946619215,3.3929539295392974,4.607046070460703,历史2/2次成功; 当前距低点4.61%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
92,74.61444504959478,69.08744911999516,002857,三晖电气,bottom_area,2024-07-05,12.17,2024-07-05,12.17,0.0,4.437140509449473,28.41176470588235,False,-9.9852,17.591,2,2,2,100.0,14.179833978468615,19.55357142857144,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
93,74.4974501472903,74.9546900868177,000657,中钨高新,bottom_area,2024-07-05,9.18,2024-07-04,8.8,4.318181818181807,4.431818181818168,27.39273927392738,False,3.3784,1.8203,2,2,2,100.0,13.87174533479693,15.120000000000006,3.681818181818193,4.318181818181807,历史2/2次成功; 当前距低点4.32%; 最新日涨幅3.38%; 状态bottom_area; 底部未确认
94,74.08340170980695,68.92828433247628,002335,科华数据,bottom_area,2024-07-05,19.96,2024-07-05,19.91,0.2511300853842326,1.8081366147664462,27.54730713245997,False,-0.8937,1.0839,1,1,1,100.0,10.596026490066222,10.596026490066222,7.748869914615768,0.2511300853842326,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
95,73.70576655053992,74.91336246843238,600161,天坛生物,bottom_area,2024-07-05,24.02,2024-07-05,22.91,4.8450458315146205,5.325185508511562,29.42082563154652,False,3.7581,0.5788,1,1,1,100.0,36.77455357142857,36.77455357142857,3.15495416848538,4.8450458315146205,历史1/1次成功; 当前距低点4.85%; 最新日涨幅3.76%; 状态bottom_area; 底部未确认
96,73.49294990603056,71.20764707651409,000921,海信家电,bottom_area,2024-07-05,29.09,2024-07-05,28.42,2.3574947220267353,3.5186488388458828,32.49406175771971,False,-1.3564,1.3371,1,1,1,100.0,8.831908831908846,8.831908831908846,5.642505277973265,2.3574947220267353,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
97,73.2445652695208,71.31851120884869,603197,保隆科技,bottom_area,2024-07-05,31.4,2024-07-02,30.6,2.614379084967311,6.732026143790834,28.55475134251692,False,-2.5752,2.009,3,4,3,75.0,16.74352431491484,20.16154085119603,5.385620915032689,2.614379084967311,历史3/4次成功; 当前距低点2.61%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
98,72.86593268829141,68.30182624816088,605089,味知香,bottom_area,2024-07-05,20.52,2024-07-05,20.39,0.6375674350171604,7.3075036782736555,30.290598290598286,False,-3.2075,0.7332,1,1,1,100.0,22.180000000000007,22.180000000000007,7.36243256498284,0.6375674350171604,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
99,72.24209850803076,72.07462220746572,300622,博士眼镜,bottom_area,2024-07-05,12.05,2024-07-05,11.6,3.879310344827595,4.568965517241389,28.834355828220865,False,2.6405,0.8968,1,1,1,100.0,9.674461256304461,9.674461256304461,4.120689655172405,3.879310344827595,历史1/1次成功; 当前距低点3.88%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
100,71.99963736275096,73.33412967966854,605268,王力安防,confirmed_rebound,2024-07-05,6.99,2024-06-24,6.66,4.954954954954956,9.609609609609604,27.053669222343924,True,1.0116,0.1747,2,2,2,100.0,13.98616654282708,19.692532942898985,3.0450450450450446,4.954954954954956,历史2/2次成功; 当前距低点4.95%; 最新日涨幅1.01%; 状态confirmed_rebound; 底部已确认
101,71.4598081321945,72.18351949501489,688200,华峰测控,bottom_area,2024-07-05,88.49,2024-07-05,84.66,4.523978266005195,4.878336876919454,28.13242784380306,False,1.7126,0.7683,1,1,1,100.0,18.16231151347698,18.16231151347698,3.476021733994805,4.523978266005195,历史1/1次成功; 当前距低点4.52%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
102,70.65957586862245,68.4015021821281,002705,新宝股份,bottom_area,2024-07-05,13.28,2024-07-05,12.98,2.31124807395993,2.7734976887519216,28.088642659279778,False,0.5299,0.432,2,3,2,66.66666666666666,9.593984538118622,10.808080808080812,5.688751926040069,2.31124807395993,历史2/3次成功; 当前距低点2.31%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
103,70.43416674834694,68.97569671113655,688262,国芯科技,bottom_area,2024-07-05,15.55,2024-07-05,15.11,2.9119788219722125,3.9046988749172726,31.098951208390336,False,1.0396,1.5642,2,3,2,66.66666666666666,20.044848164336123,27.063197026022312,5.0880211780277875,2.9119788219722125,历史2/3次成功; 当前距低点2.91%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
104,70.4302385849445,71.11072398190048,000897,津滨发展,confirmed_rebound,2024-07-05,2.09,2024-06-25,2.0,4.499999999999993,8.499999999999996,29.824561403508774,True,0.9662,1.6621,1,1,1,100.0,13.122171945701359,13.122171945701359,3.500000000000007,4.499999999999993,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.97%; 状态confirmed_rebound; 底部已确认
105,69.79954114696999,65.59354297168629,301538,骏鼎达,bottom_area,2024-07-05,91.7,2024-07-05,91.0,0.7692307692307724,7.2417582417582445,31.460420275664692,False,-5.9584,13.169,1,1,1,100.0,9.233274868454028,9.233274868454028,7.230769230769228,0.7692307692307724,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
106,66.91552259273769,62.8383374424049,000002,万科A,bottom_area,2024-07-05,6.88,2024-07-05,6.83,0.7320644216691043,2.6354319180087806,31.149193548387093,False,-0.8646,1.2049,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,7.267935578330896,0.7320644216691043,历史2/3次成功; 当前距低点0.73%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
107,65.11277330118229,65.04164095290844,688060,云涌科技,bottom_area,2024-07-05,29.26,2024-07-05,28.15,3.9431616341030304,4.760213143872114,31.840193704600484,False,1.8093,0.9819,2,3,2,66.66666666666666,11.534316193530483,14.937434827945786,4.05683836589697,3.9431616341030304,历史2/3次成功; 当前距低点3.94%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
108,62.87681356197298,60.60479722231031,000779,甘咨询,bottom_area,2024-07-05,6.85,2024-07-05,6.71,2.086438152011918,2.384500745156485,30.610134436401243,False,0.5874,0.7614,1,2,1,50.0,17.69825918762089,17.69825918762089,5.913561847988082,2.086438152011918,历史1/2次成功; 当前距低点2.09%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
109,57.90331405979363,56.29345077778076,601966,玲珑轮胎,bottom_area,2024-07-05,17.4,2024-07-05,16.97,2.5338833235120783,2.9463759575721866,31.434343434343436,False,-0.1148,0.8196,1,2,1,50.0,22.476907287033857,22.476907287033857,5.466116676487922,2.5338833235120783,历史1/2次成功; 当前距低点2.53%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
