rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
69,80.21398008309994,70.55591615096029,002408,齐翔腾达,bottom_area,2026-06-12,4.88,6.79,2026-06-12,4.74,2.9535864978902886,5.06329113924051,30.191458026509572,28.12960235640648,False,0.2053388090349051,1.4073077670156562,2,3,2,66.66666666666666,29.05068118001871,37.91208791208789,17.046413502109715,2.9535864978902886,历史2/3次成功; 当前距低点2.95%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
70,80.11613273783227,69.9426555647742,002021,中捷资源,bottom_area,2026-06-12,2.42,3.4,2026-06-11,2.36,2.5423728813559343,4.661016949152557,30.58823529411765,28.823529411764703,False,0.8333333333333304,2.230663776773744,2,4,2,50.0,40.15734265734265,50.76923076923077,17.457627118644066,2.5423728813559343,历史2/4次成功; 当前距低点2.54%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
71,79.54014950579622,70.61005439156845,603028,赛福天,bottom_area,2026-06-12,7.48,10.08,2026-06-10,7.23,3.457814661134163,5.809128630705393,28.27380952380952,25.79365079365079,False,1.3550135501354976,1.2525775009676625,2,3,2,66.66666666666666,35.522608345632634,43.67816091954023,16.54218533886584,3.457814661134163,历史2/3次成功; 当前距低点3.46%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
72,79.45980846357142,68.90364543534204,300763,锦浪科技,bottom_area,2026-06-12,90.73,124.8,2026-06-10,88.8,2.173423423423431,6.193693693693693,28.84615384615385,27.299679487179485,False,-1.7009750812567614,4.9424975819339645,3,5,3,60.0,30.855112047029355,36.020348268440614,17.82657657657657,2.173423423423431,历史3/5次成功; 当前距低点2.17%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
73,79.38955900079111,70.10876726816153,600416,湘电股份,bottom_area,2026-06-12,9.76,13.38,2026-06-11,9.46,3.1712473572938578,5.179704016913302,29.297458893871447,27.055306427503744,False,2.1989528795811397,1.8196518012109468,3,5,3,60.0,27.092533563395243,34.41084462982274,16.828752642706142,3.1712473572938578,历史3/5次成功; 当前距低点3.17%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
74,79.31127969547447,69.95399290287489,000767,晋控电力,bottom_area,2026-06-12,4.65,6.6,2026-06-11,4.51,3.104212860310434,6.208425720620848,31.666666666666664,29.545454545454536,False,0.4319654427645814,7.178475294363061,3,5,3,60.0,25.438700131089625,29.955947136563882,16.895787139689567,3.104212860310434,历史3/5次成功; 当前距低点3.10%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
75,79.28246603012408,69.85785588681424,002663,普邦股份,bottom_area,2026-06-12,1.69,2.34,2026-06-11,1.64,3.048780487804881,4.878048780487809,29.914529914529915,27.777777777777775,False,1.8072289156626509,2.745202618743744,2,4,2,50.0,45.90900752155568,66.45569620253163,16.95121951219512,3.048780487804881,历史2/4次成功; 当前距低点3.05%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
76,78.72089297466468,68.55090026003097,000789,万年青,bottom_area,2026-06-12,4.26,5.76,2026-06-12,4.16,2.4038461538461453,3.3653846153846074,27.777777777777775,26.041666666666668,False,-1.1600928074245953,0.4801232568422057,2,3,2,66.66666666666666,34.00539152759949,47.599999999999994,17.596153846153857,2.4038461538461453,历史2/3次成功; 当前距低点2.40%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
77,78.69465576585011,69.4572006535505,000516,国际医学,bottom_area,2026-06-12,3.94,5.28,2026-06-11,3.82,3.141361256544505,3.4031413612565538,27.65151515151516,25.378787878787882,False,2.0725388601036343,0.9071871066571379,2,3,2,66.66666666666666,25.445363719383373,26.89969604863221,16.858638743455494,3.141361256544505,历史2/3次成功; 当前距低点3.14%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
78,78.66439871541343,69.79225675889913,000715,中兴商业,bottom_area,2026-06-12,4.83,6.68,2026-06-11,4.67,3.426124197002144,5.353319057815846,30.089820359281433,27.694610778443106,False,1.4705882352941346,1.378813641136668,3,5,3,60.0,28.51516090357001,32.101167315175104,16.573875802997858,3.426124197002144,历史3/5次成功; 当前距低点3.43%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
79,78.5595067170488,69.51853244610874,603230,内蒙新华,bottom_area,2026-06-12,9.75,13.4,2026-06-11,9.44,3.283898305084751,3.283898305084751,29.552238805970156,27.238805970149254,False,2.4159663865546355,0.49753480286433793,2,3,2,66.66666666666666,27.522332876533863,31.521142229544196,16.71610169491525,3.283898305084751,历史2/3次成功; 当前距低点3.28%; 最新日涨幅2.42%; 状态bottom_area; 底部未确认
80,78.33536505822313,68.26665946940618,605369,拱东医疗,bottom_area,2026-06-12,16.34,22.68,2026-06-10,15.95,2.4451410658307244,3.1347962382445145,29.67372134038801,27.954144620811288,False,0.3685503685503688,0.5781138776795879,2,4,2,50.0,29.954737094087246,39.201877934272304,17.554858934169275,2.4451410658307244,历史2/4次成功; 当前距低点2.45%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
81,78.22053830392969,70.14100483553285,603239,浙江仙通,bottom_area,2026-06-12,17.38,24.35,2026-06-12,16.71,4.009575104727697,6.104129263913821,31.37577002053388,28.624229979466126,False,2.7186761229314182,1.8380614657210401,2,3,2,66.66666666666666,39.76435165400716,40.42081949058694,15.990424895272303,4.009575104727697,历史2/3次成功; 当前距低点4.01%; 最新日涨幅2.72%; 状态bottom_area; 底部未确认
82,78.19998409714064,67.72285938112026,600376,首开股份,bottom_area,2026-06-12,3.4,4.58,2026-06-11,3.33,2.1021021021020974,3.603603603603607,27.292576419213972,25.764192139737997,False,1.1904761904761862,2.4762931836020337,2,4,2,50.0,22.826086956521735,24.99999999999999,17.897897897897906,2.1021021021020974,历史2/4次成功; 当前距低点2.10%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
83,78.12723443434355,66.86489951855458,603232,格尔软件,bottom_area,2026-06-12,16.03,22.9,2026-06-11,15.8,1.4556962025316482,3.797468354430366,31.00436681222707,29.999999999999993,False,0.250156347717323,3.615261565067013,3,8,3,37.5,37.37304763616524,48.01488833746897,18.544303797468352,1.4556962025316482,历史3/8次成功; 当前距低点1.46%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
84,77.89739765732457,67.15112609040443,300652,雷迪克,bottom_area,2026-06-12,38.53,52.57,2026-06-11,37.83,1.8503832936822704,4.652392281258274,28.038805402320722,26.70724747955107,False,1.581861323490652,1.47956153108304,1,2,1,50.0,54.41115272575945,54.41115272575945,18.14961670631773,1.8503832936822704,历史1/2次成功; 当前距低点1.85%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
85,77.79764105765817,69.42507481657478,002104,恒宝股份,bottom_area,2026-06-12,11.36,15.65,2026-06-11,10.95,3.744292237442924,5.205479452054798,30.031948881789145,27.41214057507988,False,1.9748653500897495,3.996921125030867,3,5,3,60.0,30.441188806154024,43.85245901639344,16.255707762557076,3.744292237442924,历史3/5次成功; 当前距低点3.74%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
86,77.46418581495654,68.71822935197758,300441,鲍斯股份,bottom_area,2026-06-12,6.05,8.05,2026-06-11,5.85,3.4188034188034218,4.615384615384623,27.329192546583865,24.844720496894418,False,2.195945945945943,1.1617676656132618,2,3,2,66.66666666666666,24.873303656896304,29.15291529152916,16.58119658119658,3.4188034188034218,历史2/3次成功; 当前距低点3.42%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
87,77.46252513567957,64.85209293502537,301329,信音电子,bottom_area,2026-06-12,23.78,33.0,2026-06-12,23.72,0.25295109612142613,8.30522765598652,28.121212121212125,27.939393939393938,False,-2.4610336341263195,13.595022242032378,2,3,2,66.66666666666666,27.592229932879352,28.5628382441371,19.747048903878575,0.25295109612142613,历史2/3次成功; 当前距低点0.25%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
88,77.23670241655446,69.44427546651633,688262,国芯科技,bottom_area,2026-06-12,33.33,43.99,2026-06-08,32.0,4.156249999999995,9.65625000000001,27.256194589679478,24.232780177313032,True,0.0,4.23023957062857,4,7,4,57.14285714285714,32.59115074163924,42.05186020293122,15.843750000000007,4.156249999999995,历史4/7次成功; 当前距低点4.16%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
89,77.22834697501146,65.90999386867982,603322,超讯通信,bottom_area,2026-06-12,28.01,40.16,2026-06-11,27.65,1.3019891500904268,6.112115732368902,31.150398406374503,30.25398406374501,False,0.7191657677094732,3.0112294266403783,3,8,3,37.5,30.354995327344025,39.45833333333333,18.698010849909576,1.3019891500904268,历史3/8次成功; 当前距低点1.30%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
90,76.9072117520259,66.25352662444288,603289,泰瑞机器,bottom_area,2026-06-12,8.98,12.7,2026-06-11,8.82,1.8140589569161012,5.215419501133776,30.551181102362197,29.291338582677156,False,-0.7734806629834279,2.1452125529358637,2,4,2,50.0,33.86871530221285,40.702947845804985,18.1859410430839,1.8140589569161012,历史2/4次成功; 当前距低点1.81%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
91,76.88372186469759,66.43534050608947,002819,东方中科,bottom_area,2026-06-12,21.11,29.06,2026-06-11,20.7,1.9806763285024163,4.685990338164263,28.768066070199588,27.35719201651755,False,0.8600095556617227,0.8560898256370446,2,5,2,40.0,36.08216416706984,51.677148846960186,18.019323671497585,1.9806763285024163,历史2/5次成功; 当前距低点1.98%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
92,76.78067123490665,68.61590986701044,002540,亚太科技,bottom_area,2026-06-12,5.16,6.95,2026-06-12,4.97,3.8229376257545358,5.231388329979893,28.489208633093533,25.755395683453237,False,1.976284584980248,1.4509884637880377,2,3,2,66.66666666666666,29.27710208098987,37.79527559055118,16.177062374245466,3.8229376257545358,历史2/3次成功; 当前距低点3.82%; 最新日涨幅1.98%; 状态bottom_area; 底部未确认
93,76.71623218371178,66.87012713337752,000572,海马汽车,bottom_area,2026-06-12,4.17,5.92,2026-06-11,4.07,2.457002457002448,4.422604422604415,31.249999999999993,29.56081081081081,False,1.213592233009697,2.411169106467677,3,8,3,37.5,49.67522975990913,95.5116696588869,17.54299754299755,2.457002457002448,历史3/8次成功; 当前距低点2.46%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
94,76.43103360146334,67.74660263990833,601177,杭齿前进,bottom_area,2026-06-12,13.48,18.68,2026-06-11,13.04,3.374233128834366,5.291411042944795,30.192719486081376,27.8372591006424,False,1.9667170953101332,2.1093086037094437,2,4,2,50.0,38.54760308414349,40.789473684210535,16.625766871165634,3.374233128834366,历史2/4次成功; 当前距低点3.37%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
95,75.99512474249235,65.04032654442152,300672,国科微,bottom_area,2026-06-12,268.3,376.8,2026-06-11,264.45,1.4558517678200125,9.23804121762148,29.816878980891726,28.795116772823775,True,-0.33432392273401446,6.2495217419161335,2,5,2,40.0,35.42832567231795,37.77477172810281,18.54414823217999,1.4558517678200125,历史2/5次成功; 当前距低点1.46%; 最新日涨幅-0.33%; 状态bottom_area; 底部已确认
96,75.85956752102706,68.8141723860241,300542,新晨科技,bottom_area,2026-06-12,12.17,16.52,2026-06-11,11.63,4.643164230438514,6.276870163370581,29.600484261501204,26.331719128329294,False,2.700421940928277,1.8992092108375083,5,8,5,62.5,32.75853135174146,61.233480176211465,15.356835769561487,4.643164230438514,历史5/8次成功; 当前距低点4.64%; 最新日涨幅2.70%; 状态bottom_area; 底部未确认
97,75.71513083604532,67.64712509122083,300535,达威股份,bottom_area,2026-06-12,15.26,20.29,2026-06-11,14.7,3.8095238095238133,5.374149659863952,27.550517496303602,24.790537210448495,False,1.3280212483399723,2.3842732059931273,2,3,2,66.66666666666666,23.90415435628202,26.329787234042563,16.19047619047619,3.8095238095238133,历史2/3次成功; 当前距低点3.81%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
98,74.81923989923332,66.33051347267123,688326,经纬恒润,bottom_area,2026-06-12,73.92,98.65,2026-06-11,71.5,3.3846153846153872,4.825174825174829,27.52154080081095,25.068423720223016,False,2.8380634390651194,1.5760122748014347,2,4,2,50.0,31.061486825775873,34.48938586529221,16.615384615384617,3.3846153846153872,历史2/4次成功; 当前距低点3.38%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
99,74.67651710890246,65.62341600544815,002045,国光电器,bottom_area,2026-06-12,8.51,11.93,2026-06-11,8.27,2.902055622732772,5.441354292623955,30.67896060352054,28.667225481978203,False,1.6726403823178027,2.6068811348860796,4,9,4,44.44444444444444,33.38167588262236,40.89958158995815,17.09794437726723,2.902055622732772,历史4/9次成功; 当前距低点2.90%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
100,74.57253351115563,63.476295581295574,000839,国安股份,bottom_area,2026-06-12,2.62,3.71,2026-06-11,2.59,1.158301158301168,3.8610038610038644,30.188679245283023,29.38005390835579,False,0.3831417624521105,1.1530562100807402,1,2,1,50.0,21.75925925925925,21.75925925925925,18.841698841698832,1.158301158301168,历史1/2次成功; 当前距低点1.16%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
101,74.57023678593168,66.23727005722056,002829,星网宇达,bottom_area,2026-06-12,19.57,27.7,2026-06-11,18.91,3.490216816499207,9.994711792702276,31.732851985559563,29.350180505415157,True,3.4902168164992142,8.227041645983464,3,6,3,50.0,22.66109891848788,24.36974789915967,16.509783183500794,3.490216816499207,历史3/6次成功; 当前距低点3.49%; 最新日涨幅3.49%; 状态bottom_area; 底部已确认
102,74.53466185700292,64.29973497091144,601002,晋亿实业,bottom_area,2026-06-12,4.85,6.81,2026-06-11,4.76,1.8907563025210055,2.7310924369747878,30.102790014684288,28.781204111600587,False,0.8316008316008316,1.1326633456226531,1,2,1,50.0,35.164835164835154,35.164835164835154,18.109243697479,1.8907563025210055,历史1/2次成功; 当前距低点1.89%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
103,74.4026700456239,64.0698609531033,600699,均胜电子,bottom_area,2026-06-12,23.86,33.13,2026-06-11,23.44,1.7918088737201285,4.479522184300329,29.24841533353456,27.980682161183225,False,1.4024649383765242,2.6225088191276567,1,2,1,50.0,32.71604938271606,32.71604938271606,18.20819112627987,1.7918088737201285,历史1/2次成功; 当前距低点1.79%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
104,73.29362190868915,63.51607289996129,600992,贵绳股份,bottom_area,2026-06-12,10.03,13.5,2026-06-11,9.82,2.1384928716904184,4.8879837067209815,27.259259259259256,25.703703703703706,False,0.19980019980019303,2.8503814925129545,2,7,2,28.57142857142857,47.083607167364136,61.79906542056074,17.861507128309583,2.1384928716904184,历史2/7次成功; 当前距低点2.14%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
105,73.14935784802732,65.17253852999949,688089,嘉必优,bottom_area,2026-06-12,12.19,17.33,2026-06-11,11.76,3.6564625850340113,6.122448979591842,32.140796306982104,29.659549913444888,False,0.5775577557755707,1.2680241176425535,2,5,2,40.0,49.83480227890883,58.830478440637926,16.34353741496599,3.6564625850340113,历史2/5次成功; 当前距低点3.66%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
106,72.92571814452583,62.57151581311212,002243,力合科创,bottom_area,2026-06-12,7.01,9.58,2026-06-12,6.9,1.5942028985507162,3.7681159420289823,27.97494780793319,26.826722338204593,False,0.0,1.7527164856260171,1,2,1,50.0,22.238163558106166,22.238163558106166,18.405797101449284,1.5942028985507162,历史1/2次成功; 当前距低点1.59%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
107,72.74371498257845,63.75571428571432,600880,博瑞传播,bottom_area,2026-06-12,4.1,5.5,2026-06-11,3.99,2.7568922305764265,5.012531328320806,27.45454545454545,25.454545454545464,False,1.7369727047146233,1.7508024387763177,1,2,1,50.0,42.85714285714287,42.85714285714287,17.243107769423574,2.7568922305764265,历史1/2次成功; 当前距低点2.76%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
108,72.63875205871865,63.8961979476396,300423,昇辉科技,bottom_area,2026-06-12,5.92,8.31,2026-06-11,5.75,2.9565217391304333,4.3478260869565215,30.80625752105897,28.76052948255115,False,1.7182130584192379,2.9108350702150405,2,5,2,40.0,34.39283609062897,45.50084889643465,17.04347826086957,2.9565217391304333,历史2/5次成功; 当前距低点2.96%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
109,72.5654129384445,60.47117744870375,600421,退市华嵘,bottom_area,2026-06-12,0.26,0.36,2026-06-11,0.26,0.0,7.692307692307699,27.777777777777775,27.777777777777775,True,-3.703703703703709,3.4430981595092023,3,6,3,50.0,33.662244347869596,44.900662251655625,20.0,0.0,历史3/6次成功; 当前距低点0.00%; 最新日涨幅-3.70%; 状态bottom_area; 底部已确认
110,72.52211589937781,63.92895548702916,002162,悦心健康,bottom_area,2026-06-12,3.69,4.95,2026-06-11,3.58,3.0726256983240186,4.469273743016763,27.67676767676768,25.454545454545457,False,0.27173913043476716,1.256306433662983,2,5,2,40.0,35.99216171617162,43.23432343234324,16.927374301675982,3.0726256983240186,历史2/5次成功; 当前距低点3.07%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
111,72.46475893744983,63.30033427448549,603275,众辰科技,bottom_area,2026-06-12,39.44,55.6,2026-06-11,38.45,2.5747724317295053,4.811443433029893,30.845323741007192,29.064748201438857,False,0.9211873080859689,2.717401708067397,1,2,1,50.0,38.17642698295033,38.17642698295033,17.425227568270497,2.5747724317295053,历史1/2次成功; 当前距低点2.57%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
112,71.95629493085016,62.787690130618536,600775,南京熊猫,bottom_area,2026-06-12,10.19,13.7,2026-06-11,9.94,2.5150905432595576,3.923541247484915,27.44525547445256,25.620437956204377,False,1.5952143569292199,1.8542551089692894,1,2,1,50.0,34.68869123252858,34.68869123252858,17.484909456740443,2.5150905432595576,历史1/2次成功; 当前距低点2.52%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
113,71.76262754901796,64.0246316165951,300436,广生堂,bottom_area,2026-06-12,87.01,119.78,2026-06-11,83.88,3.7315212207916186,6.342393896041974,29.971614626815835,27.35849056603773,False,1.5878575598365474,4.539576594356721,3,8,3,37.5,50.95154803769113,95.87945879458793,16.268478779208383,3.7315212207916186,历史3/8次成功; 当前距低点3.73%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
114,71.75223128079966,63.27050643776826,300384,三联虹普,bottom_area,2026-06-12,12.01,16.25,2026-06-11,11.65,3.090128755364802,4.291845493562231,28.307692307692307,26.092307692307692,False,2.3870417732310356,1.3327669825163881,1,2,1,50.0,44.33333333333332,44.33333333333332,16.909871244635198,3.090128755364802,历史1/2次成功; 当前距低点3.09%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
115,71.47259968048039,61.84840830012236,000818,航锦科技,bottom_area,2026-06-12,12.39,16.78,2026-06-12,12.14,2.059308072487644,3.706754530477754,27.65196662693683,26.162097735399286,False,-0.16116035455278066,4.21744438586292,1,2,1,50.0,46.52489626556016,46.52489626556016,17.940691927512358,2.059308072487644,历史1/2次成功; 当前距低点2.06%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
116,71.46327189681202,65.09145057472884,688251,井松智能,bottom_area,2026-06-12,23.7,32.99,2026-06-11,22.6,4.867256637168132,6.902654867256632,31.49439224007275,28.160048499545326,False,0.5089058524172962,1.8379773096992815,2,4,2,50.0,42.57417047028053,45.35104364326376,15.132743362831869,4.867256637168132,历史2/4次成功; 当前距低点4.87%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
117,71.36371464780122,62.82643402141126,600216,浙江医药,bottom_area,2026-06-12,12.01,16.87,2026-06-11,11.66,3.0017152658662063,4.288164665523156,30.88322465915827,28.808535862477775,False,2.2998296422487297,2.431201862144728,1,2,1,50.0,40.862068965517246,40.862068965517246,16.998284734133794,3.0017152658662063,历史1/2次成功; 当前距低点3.00%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
118,71.33639020384098,63.380781671159035,000932,华菱钢铁,bottom_area,2026-06-12,3.84,5.29,2026-06-09,3.71,3.5040431266846332,5.121293800539082,29.867674858223065,27.410207939508506,False,2.127659574468077,2.2297681312091426,1,2,1,50.0,55.72289156626506,55.72289156626506,16.495956873315368,3.5040431266846332,历史1/2次成功; 当前距低点3.50%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
